"species"	"range.size.km2"
"Andrena anthrisci"	181187.955541154
"Andrena astrella"	581102.357313383
"Andrena bayona"	46387.7654145121
"Andrena grossella"	31318.1987320328
"Andrena labiatula"	9467.42872754531
"Andrena lineolata"	2296.81824034386
"Andrena nitidula"	712014.373720706
"Andrena nuptialis"	1214867.38065389
"Andrena stepposa"	60634.9253264342
"Dufourea alpina"	92124.6033535755
"Dufourea coeruleocephala"	1005925.13268898
"Dufourea fortunata"	1618.2124707718
"Dufourea iris"	401.96010551879
"Dufourea longiglossa"	835.27426453577
"Dufourea lusitanica"	1983.06317172603
"Dufourea merceti"	1241.3842675152
"Dufourea styx"	9718.72836736131
"Dufourea trautmanni"	51867.948871157
"Rophites thracius"	458.001673081829
"Rophites hellenicus"	26803.3914363947
"Rhophitoides epiroticus"	5950.34505363108
"Lasioglossum leucomontanum"	6127.15457671387
"Lasioglossum kotschyi"	6936.99057849843
"Lasioglossum eurasicum"	64212.2135398574
"Lasioglossum chalcodes"	4450.30286940632
"Lasioglossum breviventre"	561638.294610152
"Bombus auricomus"	2556769.08498737
"Bombus affinis"	1410801.22090617
"Bombus occidentalis"	5771653.99453886
"Bombus crotchii"	226212.41060322
"Bombus griseocollis"	5368589.62057459
"Bombus appositus"	1823739.14526727
"Sphecodes combai"	230583.803185275
"Sphecodes creticus"	8451.58135290486
"Sphecodes gomerensis"	2898.20016979567
"Sphecodes larochei"	2831.91792997741
"Sphecodes piceohirtus"	2491.19700291965
"Sphecodes rubripes"	184913.881878179
"Lasioglossum ragusanum"	11478.2114883147
"Hylaeus stigmorhinus"	40255.2703002671
"Sphecodes cypricus"	9140.03993233455
"Nomada gredosiana"	6408.96130550695
"Nomada kriesteni"	24689.2361708449
"Nomada mandibularis"	34093.047441828
"Ammobates melectoides"	34483.4317294908
"Megachile alpicola"	3168088.13125564
"Megachile apennina"	250613.0804012
"Megachile baetica"	1120369.57441454
"Megachile benoisti"	250613.0804012
"Megachile binominata"	7198.81697189089
"Megachile bioculata"	492658.038595747
"Megachile canariensis"	7198.81697189089
"Megachile canescens"	7198.81697189089
"Megachile cressa"	8218.59127281917
"Megachile hohmanni"	7198.81697189089
"Megachile lagopoda"	4950308.23129249
"Megachile lucidifrons"	8579.84899024858
"Megachile mavromoustakisi"	9140.03993430699
"Megachile opacifrons"	1031925.25569691
"Megachile parietina"	3883300.14072963
"Megachile punctatissima"	250613.0804012
"Megachile pusilla"	88444.3187176355
"Megachile roeweri"	17358.6312071262
"Megachile rufescens"	539267.217101475
"Megachile semicircularis"	118102.35155728
"Megachile semipleta"	778.800425866826
"Megachile troodica"	9140.03993430699
"Bombus alpinus"	507531.27291173
"Bombus inexspectatus"	117738.397214517
"Bombus lapponicus"	742967.888368087
"Bombus magnus"	1627696.70610125
"Bombus mendax"	284687.286721267
"Bombus mucidus"	428940.465440376
"Bombus perezi"	9486.49672259595
"Bombus pereziellus"	9617.05435757688
"Bombus pyrenaeus"	586860.264685982
"Bombus reinigiellus"	8848.6910021104
"Andrena batava"	590184.177338641
"Andrena gredana"	581102.357313383
"Bombus citrinus"	2500872.40253047
"Bombus melanopygus"	6536501.69533107
"Bombus bifarius"	4197695.06706108
"Bombus bimaculatus"	2845849.60656841
"Bombus caliginosus"	244523.597989305
"Bombus centralis"	5170557.22868702
"Bombus fraternus"	2898926.07124616
"Bombus frigidus"	7449796.88775125
"Bombus impatiens"	9142760.51851525
"Bombus mixtus"	11308628.096924
"Bombus morrisoni"	2034458.58614212
"Bombus perplexus"	4358803.06387498
"Bombus ternarius"	3570169.86202203
"Nomada jaramensis"	11199.7204212285
"Nomada merceti"	513613.74210662
"Megachile cypricola"	2251.18022012626
"Megachile fuerteventurae"	7198.81697189089
"Megachile giraudi"	2131090.4569966
"Megachile rhodosiaca"	3139.15000236544
"Bombus dahlbomii"	674787.718556453
"Encarsia estrellae"	20.16101292167
"Dinotrema azoricum"	2.85825909955181
"Phaedrotoma sanmiguelensis"	18.3574973787044
"Aprostocetus azoricus"	2.19902574249264
"Atrometoides nigerrimus"	0.314977912803462
"Meloboris insularis"	3.23414925131951
"Meloboris longicauda"	23.4524530377531
"Syrphoctonus morio"	29.360041647043
"Temelucha nigerrima"	10.885022274994
"Panurginus brullei"	3151.68651759061
