"species"	"range.size.km2"
"Idionyx corona"	4702.97252073833
"Protosticta davenporti"	17361.0329617785
"Microgomphus souteri"	15446.4015612847
"Macrogomphus wynaadicus"	26655.6115360064
"Indolestes pulcherrimus"	11514.7117608213
"Caconeura t-coerulea"	4078.52021988175
"Caconeura gomphoides"	15880.7308352223
"Onychogomphus nilgiriensis"	27739.6488479062
"Epithemis mariae"	32143.8887754334
"Idionyx nadganiensis"	18734.7692308032
"Elattoneura nigerrima"	24876.9475169056
"Asiagomphus nilgiricus"	12056.4577040519
"Elattoneura tetrica"	40687.0879416684
"Macromidia donaldi"	18660.9082202618
"Burmagomphus laidlawi"	19768.5632989138
"Macromia ida"	16836.086225849
"Megalogomphus hannyngtoni"	11514.7117608213
"Idionyx rhinoceroides"	6134.27885984572
"Macromia bellicosa"	21325.4282887677
"Macromia irata"	16836.086225849
"Protosticta sanguinostigma"	24051.8776097907
"Idionyx periyashola"	11398.515497509
"Euphaea cardinalis"	31640.0647854072
"Acrogomphus fraseri"	2382.56705620388
"Esme cyaneovittata"	4808.1939825281
"Gomphidia fletcheri"	6455.76379505937
"Chlorogomphus campioni"	18953.8679486773
"Indosticta deccanensis"	29167.592940554
"Phylloneura westermanni"	41554.258713492
"Protosticta antelopoides"	17066.7411596249
"Disparoneura apicalis"	8493.74647712265
"Onychogomphus malabarensis"	6832.86864567754
"Lestes nodalis"	2674943.80205866
"Allocnemis maccleeryi"	20239.4741094344
"Pseudagrion simonae"	449761.809782629
"Phyllomacromia hervei"	590543.317309953
