"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "Growth" "Life_form" "Life_strategy" "Epiphyte" "Seta_caps" "Peristome" "Rhizoids" "Perm_proto" "Mating_type" "Sporophyte_freq" "Gen_length_y" "Seta_max_len_mm" "Gam_size_mm" "Spore_size_µm" "Veg_propagules" "Vp_max_size_µm" "Vp_gem" "Vp_tub" "Vp_bul" "Vp_lea" "vp_bra" "Vp_freq" "ROCKbet_substr" "WETsb_substr" "DRYsb_substr" "TUFAsb_substr" "CalROCKsb_substr" "CalrWETsb_substr" "CalrDRYsb_substr" "SilROCKsb_substr" "SilrWETsb_substr" "SilrDRYsb_substr" "HUMUSbet_substr" "HUMUSsb_substr" "BARKbet_substr" "BARKsb_substr" "DEADWbet_substr" "DEADWsb_substr" "nWOODYbet_substr" "nWOODYsb_substr" "ANIMALbet_substr" "ANIMALsb_substr" "MUDsb_substr" "SPECIALsb_substr" "EIVbet_Moisture" "EIVsb_Moisture" "EIVbet_pH" "EIVsb_pH" "EIVbet_Nutrients" "EIVbet_Na" "EIVbet_Temp" "EIVsb_Temp" "EIVbet_Light" "EIVsb_Light" "AnnuMeanTemp" "AnnuPrecip" "Elevation_low" "Elevation" "Elevation_up"
"Plagiochila britannica" "Plagiochila britannica Paton" "SPECIES" "accepted" "Plagiochila britannica Paton" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "Yes" "NT" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 142539.742981229 "foliose" "turf" "perennial" 0 "erect" 0 NA NA "dioicous" "rare" 16.7 NA 70 16 0 NA 0 0 0 0 0 NA 1 1 4 0 2 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA NA 7 NA NA 0 NA NA 4 NA 8.75 1337.4 5 1002.5 2000
"Plagiochila carringtonii" "Plagiochila carringtonii (Balf. ex Carrington) Grolle" "SPECIES" "accepted" "Plagiochila carringtonii (Balf. ex Carrington) Grolle" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "NT" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "weft" "perennial" 0 "erect" 0 NA NA "dioicous" NA 16.7 NA 100 NA 0 NA 0 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA 3 NA NA 0 NA NA 5 NA 7.65 2462.8 70 437.5 805
"Plagiochila exigua" "Plagiochila exigua (Taylor) Taylor" "SPECIES" "accepted" "Plagiochila exigua (Taylor) Taylor" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "EN" "LC" "NEAR_THREATENED" 1 0 NA NA 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "foliose" "weft" "perennial" 0 "erect" 0 1 NA "dioicous" NA 16.7 NA 20 16 1 NA 0 0 0 1 1 "occasional" 1 0 0 0 0 0 0 0 0 4 1 0 1 0 0 0 1 3 0 0 0 0 6 3 3 2 NA 0 7 4 4 1 8.85 1696.65 10 375 740
"Plagiochila heterophylla" "Plagiochila heterophylla Lindenb." "SPECIES" "accepted" "Plagiochila heterophylla Lindenb." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "LC" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Plagiochila longispina" "Plagiochila longispina Lindenb. & Gottsche" "SPECIES" "accepted" "Plagiochila longispina Lindenb. & Gottsche" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "mat" "perennial" NA "erect" 0 1 NA "dioicous" NA 16.7 NA 45 39 0 NA 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.25 1450.4 300 637.5 975
"Plagiochila maderensis" "Plagiochila maderensis Gottsche ex Steph." "SPECIES" "accepted" "Plagiochila maderensis Gottsche ex Steph." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "Yes" NA "EN" "ENDANGERED" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 664.176742682916 "foliose" NA "perennial" 1 "erect" 0 NA NA NA NA 16.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 1 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.85 1845.95 500 850 1200
"Plagiochila papillifolia" "Plagiochila papillifolia Steph." "SPECIES" "accepted" "Plagiochila papillifolia Steph." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "CR" "NOT_EVALUATED" NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "mat" "perennial" NA "erect" 0 1 NA "dioicous" NA 16.7 NA 17.5 16 0 NA 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14.1 1539.1 800 800 800
"Plagiochila porelloides" "Plagiochila porelloides (Torr. ex Nees) Lindenb." "SPECIES" "accepted" "Plagiochila porelloides (Torr. ex Nees) Lindenb." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "turf" "perennial" 0 "erect" 0 NA 0 "dioicous" "rare" 16.7 NA 51.25 17.5 0 NA 0 0 0 0 0 NA 1 7 295 0 9 7 87 1 5 41 1 15 1 41 1 21 0 1 0 0 0 0 5 3 7 3 3 0 3 2 6 3 5.25 718.1 0 1500 3000
"Plagiochila punctata" "Plagiochila punctata (Taylor) Taylor" "SPECIES" "accepted" "Plagiochila punctata (Taylor) Taylor" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "LC" "EXTINCT" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "weft" "perennial" 0 "erect" 0 1 0 "dioicous" "rare" 16.7 NA 60 24 1 NA 0 0 0 1 1 "common" 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 0 NA 0 NA 0 NA NA NA 6 NA 2 NA NA 0 5 NA 4 NA 9.25 1631.1 5 337.5 670
"Plagiochila retrorsa" "Plagiochila retrorsa Gottsche" "SPECIES" "accepted" "Plagiochila retrorsa Gottsche" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" "mat" "perennial" NA "erect" 0 1 NA "dioicous" NA 16.7 NA 70 22.5 0 NA 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.95 1554.2 400 800 1200
"Plagiochila spinulosa" "Plagiochila spinulosa (Dicks.) Dumort." "SPECIES" "accepted" "Plagiochila spinulosa (Dicks.) Dumort." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "Yes" NA "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 195302.180955618 "foliose" "weft" "perennial" 0 "erect" 0 NA NA "dioicous" NA 16.7 NA 100 NA 1 NA 0 0 0 1 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 0 NA 1 NA 0 NA NA NA NA NA 4 NA NA 0 NA NA 4 NA 9.25 1421.2 5 372.5 740
"Plagiochila stricta" "Plagiochila stricta Lindenb." "SPECIES" "accepted" "Plagiochila stricta Lindenb." "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" NA "perennial" 1 "erect" 0 NA NA NA NA 16.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA 1 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 16.55 585.85 450 875 1300
"Plagiochila virginica" "Plagiochila virginica A.Evans" "SPECIES" "accepted" "Plagiochila virginica A.Evans" "Plagiochila" "Plagiochilaceae" "Jungermanniales" "Jungermanniopsida" "Marchantiophyta" "Bryophytes" "EEA" NA "No" NA "EN" NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "foliose" NA "perennial" 1 "erect" 0 NA NA NA NA 16.7 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 18.05 428.25 600 850 1100
"Plagiomnium affine" "Plagiomnium affine (Blandow ex Funck) T.J.Kop." "SPECIES" "accepted" "Plagiomnium affine (Blandow ex Funck) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "pendulous" 1 NA 0 "dioicous" "rare" 16.7 NA 52.75 19.5 0 NA 0 0 0 0 0 NA 1 42 209 0 1 3 4 0 2 5 1 47 1 10 1 40 0 0 0 0 1 0 5 4 5 NA 5 0 4 3 5 2 6.95 695.3 0 1450 2900
"Plagiomnium affine aggr." "Plagiomnium affine (Blandow ex Funck) T.J.Kop." "AGGREGATE" "accepted" "Plagiomnium affine (Blandow ex Funck) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "NT bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "pendulous" 1 NA 0 "dioicous" "rare" 16.7 NA 52.75 19.5 0 NA 0 0 0 0 0 NA 1 42 209 0 1 3 4 0 2 5 1 47 1 10 1 40 0 0 0 0 1 0 5 4 5 NA 5 0 4 3 5 2 6.95 695.3 0 1450 2900
"Plagiomnium confertidens" "Plagiomnium confertidens (Lindb. & Arnell) T.J.Kop." "SPECIES" "accepted" "Plagiomnium confertidens (Lindb. & Arnell) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" NA 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "colonist" 0 NA NA NA NA NA NA 6.7 NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA 1.55 834.7 100 450 800
"Plagiomnium curvatulum" "Plagiomnium curvatulum (Lindb.) Schljakov" "SPECIES" "accepted" "Plagiomnium curvatulum (Lindb.) Schljakov" "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "perennial" 0 NA NA NA NA "monoicous" NA 16.7 NA 20 31 0 NA 0 0 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 1 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA -0.35 754 200 700 1200
"Plagiomnium cuspidatum" "Plagiomnium cuspidatum (Hedw.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium cuspidatum (Hedw.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "inclined_to_pendulous" 1 NA 0 "monoicous" "occasional" 16.7 NA 33.5 22.5 0 NA 0 0 0 0 0 NA 1 24 109 1 3 8 27 2 2 9 1 4 1 34 1 12 0 0 0 0 0 0 5 3 7 3 5 0 3 3 4 2 5.65 709.7 0 1260 2520
"Plagiomnium drummondii" "Plagiomnium drummondii (Bruch & Schimp.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium drummondii (Bruch & Schimp.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "EN" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" NA "perennial" 0 NA NA NA NA "monoicous" NA 16.7 NA 70 21.5 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 0 NA 0 NA NA NA 6 NA 5 NA NA NA 4 NA 4 NA 2.85 720.5 20 185 350
"Plagiomnium elatum" "Plagiomnium elatum (Bruch & Schimp.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium elatum (Bruch & Schimp.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "NEAR_THREATENED" 1 0 NA NA 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA "acrocarpous" "turf" "perennial" 0 "pendulous" 1 NA 0 "dioicous" "rare" 16.7 NA 85 19 0 NA 0 0 0 0 0 NA 0 129 33 0 1 1 2 1 2 0 1 21 0 1 0 5 0 0 0 0 0 0 7 4 6 NA 2 0 2 3 0 2 5.85 714.5 0 1120 2240
"Plagiomnium ellipticum" "Plagiomnium ellipticum (Brid.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium ellipticum (Brid.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "NT" "LC" "VULNERABLE" 1 0 NA NA 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA "acrocarpous" "turf" "perennial" 0 "pendulous" 1 NA 0 "dioicous" "rare" 16.7 NA 72.5 28 0 NA 0 0 0 0 0 NA 0 15 15 0 1 1 3 0 1 1 1 5 0 1 0 3 0 0 0 0 0 0 7 4 3 3 3 0 2 3 6 3 5.15 715.3 0 0 0
"Plagiomnium medium" "Plagiomnium medium (Bruch & Schimp.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium medium (Bruch & Schimp.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "ENDANGERED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "pendulous" 1 NA 0 "monoicous" "common" 16.7 NA 60 24 0 NA 0 0 0 0 0 NA 1 2 37 0 0 0 0 1 2 0 1 7 0 2 0 4 0 0 0 0 0 0 7 4 5 3 6 0 1 3 5 3 4.45 723.3 350 1275 2200
"Plagiomnium rostratum" "Plagiomnium rostratum (Schrad.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium rostratum (Schrad.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "monoicous" "common" 16.7 NA 45 24 0 NA 0 0 0 0 0 NA 1 26 177 2 23 41 103 3 6 5 1 15 1 15 1 30 0 0 0 0 1 1 6 3 8 4 5 0 3 3 4 1 5.85 713.2 0 1150 2300
"Plagiomnium undulatum" "Plagiomnium undulatum (Hedw.) T.J.Kop." "SPECIES" "accepted" "Plagiomnium undulatum (Hedw.) T.J.Kop." "Plagiomnium" "Mniaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "dioicous" "rare" 16.7 NA 121.67 28 0 NA 0 0 0 0 0 NA 1 137 790 0 10 8 41 0 5 24 1 33 1 25 1 72 0 0 0 0 0 2 6 3 6 NA 7 0 3 3 4 2 8.45 707.5 0 960 1920
"Plagiopus oederianus" "Plagiopus oederianus (Sw.) H.A.Crum & L.E.Anderson" "SPECIES" "accepted" "Plagiopus oederianus (Sw.) H.A.Crum & L.E.Anderson" "Plagiopus" "Bartramiaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "acrocarpous" "turf" "longLived_shuttle" 0 "erect" 1 NA 0 "monoicous" "common" 16.7 NA 60 19.75 0 NA 0 0 0 0 0 NA 1 5 70 0 10 36 91 2 6 9 1 16 0 1 0 2 0 1 0 0 0 0 6 3 8 NA 3 0 1 2 4 2 4.75 715.1 180 1420 2660
"Plagiothecium berggrenianum" "Plagiothecium berggrenianum Frisvoll" "SPECIES" "accepted" "Plagiothecium berggrenianum Frisvoll" "Plagiothecium" "Plagiotheciaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "VU" "NOT_APPLICABLE" 1 0 NA NA 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" NA "perennial" 0 NA 1 1 NA NA "EU_unknown" 16.7 NA 80 NA 1 NA 1 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 0 NA 0 NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA -5.85 592.5 0 0 0
"Plagiothecium cavifolium" "Plagiothecium cavifolium (Brid.) Z.Iwats." "SPECIES" "accepted" "Plagiothecium cavifolium (Brid.) Z.Iwats." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "VULNERABLE" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "rare" 16.7 NA 45 10.5 1 NA 1 0 0 0 0 NA 1 8 87 0 1 1 6 3 2 14 1 3 0 11 0 4 0 0 0 0 0 3 5 3 6 3 4 0 2 3 4 2 6.25 705.1 75 1297.5 2520
"Plagiothecium cavifolium aggr." "Plagiothecium cavifolium (Brid.) Z.Iwats." "AGGREGATE" "accepted" "Plagiothecium cavifolium (Brid.) Z.Iwats." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "erect_to_inclined" 1 1 0 "dioicous" "rare" 16.7 NA 45 10.5 1 NA 1 0 0 0 0 NA 1 8 87 0 1 1 6 3 2 14 1 3 0 11 0 4 0 0 0 0 0 3 5 3 6 3 4 0 2 3 4 2 6.25 705.1 75 1297.5 2520
"Plagiothecium curvifolium" "Plagiothecium curvifolium Schlieph. ex Limpr." "SPECIES" "accepted" "Plagiothecium curvifolium Schlieph. ex Limpr." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "monoicous" "common" 16.7 13 26.5 11 1 NA 1 0 0 0 0 NA 1 6 56 0 0 1 2 1 1 15 1 28 1 37 1 48 0 0 0 0 0 0 4 NA 2 NA 3 0 3 NA 5 NA 5.75 715 0 1000 2000
"Plagiothecium denticulatum" "Plagiothecium denticulatum (Hedw.) Schimp." "SPECIES" "accepted" "Plagiothecium denticulatum (Hedw.) Schimp." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "monoicous" "common" 16.7 30 50 9 1 NA 1 0 0 0 0 NA 1 7 416 0 1 0 11 5 7 43 1 41 1 54 1 121 0 0 0 0 0 2 4 3 5 2 3 0 0 3 5 2 5.35 711.9 0 1550 3100
"Plagiothecium denticulatum aggr." "Plagiothecium denticulatum (Hedw.) Schimp." "AGGREGATE" "accepted" "Plagiothecium denticulatum (Hedw.) Schimp." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU bis LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "monoicous" "common" 16.7 30 50 9 1 NA 1 0 0 0 0 NA 1 7 416 0 1 0 11 5 7 43 1 41 1 54 1 121 0 0 0 0 0 2 4 3 5 2 3 0 0 3 5 2 5.35 711.9 0 1550 3100
"Plagiothecium handelii" "Plagiothecium handelii Broth." "SPECIES" "synonym" "Ortholimnobium handelii (Broth.) Schröck & J.T.Wynns" "Ortholimnobium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN?" "No" "VU" "VU" NA 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA NA "pleurocarpous" NA "perennial" 0 NA 1 1 NA "dioicous" NA 16.7 NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA NA NA NA NA NA NA NA 1.65 1476.5 800 1500 2200
"Plagiothecium laetum" "Plagiothecium laetum Schimp." "SPECIES" "accepted" "Plagiothecium laetum Schimp." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "erect" 1 1 0 "monoicous" "common" 16.7 NA 19 10 1 NA 1 0 0 0 0 NA 1 7 220 0 0 0 3 2 2 16 1 22 1 100 1 145 0 0 0 0 0 2 4 3 2 2 3 0 3 3 4 2 5.75 713.9 15 1257.5 2500
"Plagiothecium laetum aggr." "Plagiothecium laetum Schimp." "AGGREGATE" "accepted" "Plagiothecium laetum Schimp." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "alle LC" "LC" "NOT_EVALUATED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "turf" "perennial" 0 "erect" 1 1 0 "monoicous" "common" 16.7 NA 19 10 1 NA 1 0 0 0 0 NA 1 7 220 0 0 0 3 2 2 16 1 22 1 100 1 145 0 0 0 0 0 2 4 3 2 2 3 0 3 3 4 2 5.75 713.9 15 1257.5 2500
"Plagiothecium latebricola" "Plagiothecium latebricola Schimp." "SPECIES" "accepted" "Plagiothecium latebricola Schimp." "Plagiothecium" "Plagiotheciaceae" "Hypnales" "Bryopsida" "Bryophyta" "Bryophytes" "EEA" NA "No" NA "LC" "CRITICALLY_ENDANGERED" 1 0 NA NA 1 0 1 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA "pleurocarpous" "mat" "perennial" 0 "erect" 1 1 0 "both" "rare" 16.7 9.5 15 10 1 NA 1 0 0 0 0 NA 0 NA NA NA NA NA NA NA NA NA 1 NA 1 NA 1 NA 0 NA 0 NA NA NA 5 NA 3 NA 3 0 3 NA 3 NA 7.75 759.9 0 300 600
"Plagiothecium neckeroideum" "Plagiothecium neckeroideum Schimp." "SPECIES" "accepted" "Plagiothecium neckeroideum Schimp." "Plagiothecium" "Plagiotheciaceae" "Bryales" "Bryopsida" "Bryophyta" "Bryophytes" "InfoSpecies" "INN" "No" "VU" "VU" NA 1 0 NA NA 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA "pleurocarpous" "turf" "perennial" 0 "inclined" 1 1 0 "both" "rare" 16.7 28 85.5 13.5 1 NA 1 0 0 0 0 NA 1 0 3 0 0 0 0 0 2 4 0 2 0 0 0 0 0 0 0 0 0 0 6 3 2 2 2 NA 2 3 2 1 3.45 1404.05 600 1200 1800
