"species" "Genus" "Family" "Class" "BodyLength_mm" "Litter_size" "Longevity_y" "Diet_Carniv" "Diet_Scav" "Diet_Fungi" "Diet_Leaf" "Diet_Woody" "Diet_Detritus" "Diet_Pleuston" "Diet_Lichen" "Diet_Epiphyte" "Diet_Endolithic" "Diet_Moss" "Diet_Algae" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Diet_Gra" "Diet_Gat" "Diet_Aff" "Diet_Pff" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_Drought" "EIV_T_range" "Elev_Planar" "Elev_Colline" "Elev_Montane" "Elev_Subalpine" "Elev_Alpine" "Sexes" "Reprod_cross" "Reprod_self" "Reprod_parthenog" "Whorls" "Shape_oblong" "Shape_globose_conical" "Shape_depressed" "Shell_calcified_minus" "Shell_calcified_plus" "Shell_rudimentary" "Shell_close_operculum" "Shell_close_epiphrag" "Shell_close_calc" "Shell_close_nocalc" "Shell_close_noepiphrag" "Shell_close_cap" "Peri_structr_hairs" "Peri_structr_scales" "Peri_structr_ribs" "Peri_structr_none" "Aperture_peristome" "Aperture_rib" "Aperture_armature" "Aperture_simple" "Transport_sws" "Transport_swd" "Transport_bub" "Transport_spw" "Transport_ses" "Transport_oth" "Stream_pref_euc" "Stream_pref_hyc" "Stream_pref_erh" "Stream_pref_mrh" "Stream_pref_hrh" "Stream_pref_epo" "Stream_pref_mpo" "Stream_pref_hpo" "Stream_pref_lit" "Stream_pref_pro" "Fos" "Ter" "Aqu" "Arb" "Aer" "Flow_habitat" "Substrate_arg" "Substrate_pel" "Substrate_psa" "Substrate_aka" "Substrate_lit" "Substrate_phy" "Substrate_pom" "Substrate_oth" "Salt_pref_salfr" "Salt_pref_salol" "Salt_pref_salme" "Salt_pref_salpo" "Salt_pref_saleu" "AnnuMeanTemp" "Geo_range" "RangeSize_km2" "EcoFresh" "EcoTer" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Acanthinula spinifera" NA "Valloniidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2744.68571646126 0 1 NA "Acanthinula spinifera (Mousson, 1872)" "SPECIES" "Acanthinula" "Valloniidae" "Stylommatophora" "Gastropoda" "Mollusca" "DATA_DEFICIENT"
"Acella haldemani" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 71856.7647641826 NA NA NA NA NA NA NA NA NA NA NA
"Achaiohydrobia moreana" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 47.5449714065023 NA NA NA "Achaiohydrobia moreana Hofman & Grego, 2021" "SPECIES" "Achaiohydrobia" "Hydrobiidae" "Littorinimorpha" "Gastropoda" "Mollusca" "VULNERABLE"
"Acicula beneckei" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 373.529104229237 0 1 NA "Acicula beneckei (Andreae, 1883)" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "NEAR_THREATENED"
"Acicula benoiti" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7240.95713273548 0 1 NA "Acicula benoiti (Bourguignat, 1864)" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "VULNERABLE"
"Acicula corcyrensis" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 16528.8428746881 0 1 NA "Acicula corcyrensis (O.Boettger, 1883)" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "LEAST_CONCERN"
"Acicula disjuncta" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1128.43846212711 0 1 NA "Acicula disjuncta Boeters, E.Gittenberger & Subai, 1989" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "NEAR_THREATENED"
"Acicula douctouyrensis" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA "Acicula douctouyrensis (Bertrand, 2004)" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "DATA_DEFICIENT"
"Acicula fusca" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 497729.561566048 0 1 NA "Acicula fusca (Montagu, 1803)" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "LEAST_CONCERN"
"Acicula hausdorfi" NA "Aciculidae" "Gastropoda" NA NA NA 0 NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1521.34846130966 0 1 NA "Acicula hausdorfi Boeters, E.Gittenberger & Subai, 1989" "SPECIES" "Acicula" "Aciculidae" "Architaenioglossa" "Gastropoda" "Mollusca" "LEAST_CONCERN"
