"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Head_length_mm" "Eye_diameter_mm" "Interorbital_dist_mm" "Internarial_dist_mm" "Eye_nostril_dist_mm"
"Bufo bufo" "Bufo bufo (Linnaeus, 1758)" "SPECIES" "accepted" "Bufo bufo (Linnaeus, 1758)" "Bufo" "Bufonidae" "Anura" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" "1" "1" "0" "0" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 13999700 164.75 150 7666 "Oviparous" 3.5 NA 40 "Crepuscular" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 6 NA 0.004741706 0.123999061 0.042595557 0.010485951 6.069006163 637.8544254 9069.015891 34.95859237 295.8075773 NA 20.4 6.975 10.1 3.5 4.85
"Bufo calamita" "Bufo calamita Laurenti, 1768" "SPECIES" NA "unresolved_accepted_3154" "Bufo" "Bufonidae" "Anura" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA NA NA NA NA "1" "1" "0" "0" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 11979000 62.7 102 10000 "Oviparous" 2 NA 26 "Cathemeral" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 7 NA 0.002815671 0.109291389 0.051669096 0.037579008 10.44156586 593.1547253 7888.0082755 47.04383926 616.9969724 NA 20.29 7.1 10.335 6 3.1
"Bufo fuscus" "Bufo fuscus Laurenti, 1768" "SPECIES" "homotypic synonym" "Pelobates fuscus (Laurenti, 1768)" "Pelobates" "Pelobatidae" "Anura" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "No" NA "LC" "REGIONALLY_EXTINCT" "1" "1" "0" "1" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 5868500 29.4 80 1522.5 "Oviparous" 1.75 NA 11 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.25 6 NA 0.005227608 0.195799027 0.061156586 0.048125575 7.267307957 567.8105901 9332.105609 29.16975517 204.1900258 NA 16.8 5.65 2.25 3.4 4.9
"Bufo laevis" "Bufo laevis Daudin, 1802" "SPECIES" "homotypic synonym" "Xenopus laevis (Daudin, 1802)" "Xenopus" "Pipidae" "Anura" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "No" NA NA "LEAST_CONCERN" "1" "1" "0" "0" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 5904800 130 147 9750 "Oviparous" 2 NA 30.3 "Nocturnal" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.75 7 NA 0.003137743 0.066313996 0.082191185 0.243667528 20.7285848 719.2552315 3368.228951 87.79585858 952.1931398 NA 20.4 7.1 10.1 4.65 5.1
"Bufo mauritanicus" "Bufo mauritanicus Schlegel, 1841" "SPECIES" "synonym" "Sclerophrys mauritanica (Schlegel, 1841)" "Sclerophrys" "Bufonidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA NA "LEAST_CONCERN" "1" "1" "0" "0" "1" "1" "1" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 1149500 75.4 150 10000 "Oviparous" 3.5 NA 8 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 4 NA 0.004155155 0.174051565 0.022226318 0.080620484 17.70791686 315.443393 6531.651013 54.00151454 776.6112487 NA 18.795 6.975 10.1 4.7 4.85
"Bufo obstetricans" "Bufo obstetricans Laurenti, 1768" "SPECIES" "homotypic synonym" "Alytes obstetricans (Laurenti, 1768)" "Alytes" "Alytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" "INN" "Yes" "VU" "LC" "ENDANGERED" "1" "1" "0" "1" "1" "1" "1" "0" "1" "1" "0" "0" "1" "0" "0" "0" "1" "0" "0" "1" "1" "0" "0" "0" 1464100 13.4 55 112 "Oviparous" 2.5 NA 7 "Crepuscular" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 4 NA 0.009517399 0.182062376 0.07192912 0 11.45776085 834.4608864 5628.775446 23.38487004 445.6897747 NA 12.6 5.1 3.8 3.4 3.3
"Bufo viridis" "Bufo viridis Laurenti, 1768" "SPECIES" "heterotypic synonym" "Bufotes viridis (Laurenti, 1768)" "Bufotes" "Bufonidae" "Anura" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" "INN" "No" "RE" "LC" "ENDANGERED" "1" "1" "0" "0" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 4815800 57.865 95.24 21805 "Oviparous" 2 NA 15 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.5 6 NA 0.005580011 0.20294324 0.066434329 0.025176965 8.414838934 631.908418 8562.91588 29.30653427 255.0593118 NA 20.29 7.1 10.335 4.31 5.48
"Bufotes viridis" "Bufotes viridis (Laurenti, 1768)" "SPECIES" "accepted" "Bufotes viridis (Laurenti, 1768)" "Bufotes" "Bufonidae" "Anura" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "No" "RE" "LC" "ENDANGERED" "1" "1" "0" "0" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 4815800 40.73 70.48 21805 "Oviparous" 2 NA 15 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.5 6 NA 0.005580011 0.20294324 0.066434329 0.025176965 8.414838934 631.908418 8562.91588 29.30653427 255.0593118 NA 20.29 7.1 10.1 4.31 5.48
"Calotriton arnoldi" "Calotriton arnoldi Carranza & Amat, 2005" "SPECIES" "accepted" "Calotriton arnoldi Carranza & Amat, 2005" "Calotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" "0" "1" "0" "0" "0" "1" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 12100 25.24 102 20 "Oviparous" 4.5 NA 11 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 2 NA 0.035787302 0.06097775 0.019592219 0 12.7455159 771.8819559 5756.516622 23.14224169 425.3544772 NA 15.375 5.1 4.92 2.515 2.915
"Calotriton asper" "Calotriton asper (Dugès, 1852)" "SPECIES" "accepted" "Calotriton asper (Dugès, 1852)" "Calotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "NT" "LEAST_CONCERN" "1" "1" "0" "0" "1" "1" "0" "0" "0" "1" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 121000 7.1 160 25 "Oviparous" 3 NA 26 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 3 NA 0.009722856 0.168212966 0.062449521 0 11.64794494 926.7620088 5703.890661 20.89912419 616.9969724 NA 16.8 4.7 3.2 4.2708333335 4.2
"Chioglossa lusitanica" "Chioglossa lusitanica Bocage, 1864" "SPECIES" "accepted" "Chioglossa lusitanica Bocage, 1864" "Chioglossa" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "VU" "NEAR_THREATENED" "1" "1" "0" "0" "1" "1" "0" "0" "0" "1" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 145200 4.2 160 20 "Oviparous" 4.25 NA 8 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 3 NA 0.011853788 0.059380342 0.051669096 0 12.81409185 1245.136095 4276.352739 44.89272432 421.5857738 NA 10.1133333315 5.1 4.4 4.2 4.9
"Discoglossus galganoi" "Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985" "SPECIES" "accepted" "Discoglossus galganoi Capula, Nascetti, Lanza, Bullini & Crespo, 1985" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" "1" "1" "0" "1" "1" "1" "1" "0" "0" "1" "0" "0" "1" "0" "0" "0" "1" "0" "0" "1" "1" "0" "0" "0" 471900 21.8 80 900 "Oviparous" 4 NA 9 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.25 4 NA 0.006625029 0.17403268 0.077325737 0 14.18777513 797.4344838 5466.805096 47.2099643 511.3019448 NA 15.375 5.65 7.5 3.8 3
"Discoglossus jeanneae" "Discoglossus jeanneae Busack, 1986" "SPECIES" "accepted" "Discoglossus jeanneae Busack, 1986" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "NT" "LEAST_CONCERN" "1" "1" "0" "1" "1" "1" "1" "0" "1" "1" "0" "0" "1" "0" "0" "0" "1" "0" "0" "1" "1" "0" "0" "0" 121000 21.8 60 1500 "Oviparous" 2 NA 10 "Cathemeral" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.25 4 NA 0.008271366 0.193291875 0.096262666 0 13.52126086 793.3643152 5628.775446 36.58396909 451.4268704 NA 10.8 4.1 7.5 3 7.93
"Discoglossus montalentii" "Discoglossus montalentii Lanza, Nascetti, Capula & Bullini, 1984" "SPECIES" "accepted" "Discoglossus montalentii Lanza, Nascetti, Capula & Bullini, 1984" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" "1" "1" "0" "1" "1" "1" "0" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 48400 7.8 65 1000 "Oviparous" 4 NA 11 "Cathemeral" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.25 2 NA 0.000670767 0.005361021 0.005424179 0 13.4870538 837.8946588 5173.28398 47.51623094 180.3855586 NA 17.45 5.5 4.4 4.2 5.45
"Discoglossus pictus" "Discoglossus pictus Otth, 1837" "SPECIES" "accepted" "Discoglossus pictus Otth, 1837" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA "LC" "LEAST_CONCERN" "1" "1" "0" "1" "1" "1" "1" "0" "1" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "1" "1" "0" "0" "0" 520300 22.05 80 760 "Oviparous" 4 NA 12 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.25 5 NA 0.008863175 0.260132731 0.023269545 0.014893632 16.67755595 469.5992878 6263.947876 47.04383926 451.4268704 NA 18.75 5.5 2.25 3.95 4.2
"Discoglossus sardus" "Discoglossus sardus Tschudi, 1837" "SPECIES" "accepted" "Discoglossus sardus Tschudi, 1837" "Discoglossus" "Alytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" "1" "1" "0" "1" "1" "1" "0" "0" "1" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 133100 2.5 70 1000 "Oviparous" 3 NA 8 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.25 3 NA 0.002663931 0.055473124 0.041023697 0 15.1804816 695.5635232 5149.005345 51.37613895 180.1635106 NA 16.8 5.65 4.15 3.75 5.1
"Epidalea calamita" "Epidalea calamita (Laurenti, 1768)" "SPECIES" "accepted" "Epidalea calamita (Laurenti, 1768)" "Epidalea" "Bufonidae" "Anura" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "Yes" "EN" "LC" "ENDANGERED" "1" "1" "0" "0" "1" "1" "1" "0" "1" "1" "0" "1" "1" "0" "0" "0" "1" "0" "0" "1" "1" "0" "0" "0" 3182300 62.7 100 3400 "Oviparous" 3.5 NA 17 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 7 NA 0.009464153 0.183007173 0.064548165 0 10.39344917 732.0610011 6335.216393 28.28571891 314.9758565 NA 24.7 6.975 6.3 4.445 5.45
"Euproctus asper" "Euproctus asper (Dugès, 1852)" "SPECIES" "synonym" "Calotriton asper (Dugès, 1852)" "Calotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "NT" "LEAST_CONCERN" "1" "1" "0" "0" "1" "1" "0" "0" "0" "1" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 121000 7.1 160 25 "Oviparous" 3 NA 26 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 3 NA 0.009722856 0.168212966 0.062449521 0 11.64794494 926.7620088 5703.890661 20.89912419 616.9969724 NA 11.35 5.1 3.2 3.95 4.9
"Euproctus montanus" "Euproctus montanus (Savi, 1838)" "SPECIES" "accepted" "Euproctus montanus (Savi, 1838)" "Euproctus" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" "1" "1" "0" "1" "1" "1" "1" "0" "0" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" 48400 2.5 130 60 "Oviparous" 3.5 NA 10 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.25 3 NA 0.000614716 0.0047213 0.004769384 0 13.6877031 818.7562478 5175.394269 46.99757081 153.7600523 NA 13.83 4 3.8 3.8 3.1
"Euproctus platycephalus" "Euproctus platycephalus (Gravenhorst, 1829)" "SPECIES" "accepted" "Euproctus platycephalus (Gravenhorst, 1829)" "Euproctus" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "EN" "VULNERABLE" "1" "1" "0" "1" "1" "1" "1" "0" "1" "1" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" 24200 5.1 150 220 "Oviparous" 2.5 NA 11 "Diurnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.25 5 NA 0.003117396 0.055980435 0.052803781 0 14.9531903 695.389621 5216.180045 51.00824924 289.63405 NA 13.83 3.375 3.8 3.85 3.1
"Hemitriton asper" "Hemitriton asper Dugès, 1852" "SPECIES" "homotypic synonym" "Calotriton asper (Dugès, 1852)" "Calotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "NT" "LEAST_CONCERN" "1" "1" "0" "0" "1" "1" "0" "0" "0" "1" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 121000 7.1 160 25 "Oviparous" 3 NA 26 "Nocturnal" "Carnivorous" "1" "0" NA "0" "0" "0" "0" 0.5 3 NA 0.009722856 0.168212966 0.062449521 0 11.64794494 926.7620088 5703.890661 20.89912419 616.9969724 NA 12.75 4 4.4 3.8 3.3
"Hydromantes ambrosii" "Hydromantes ambrosii Lanza, 1955" "SPECIES" "homotypic synonym" "Speleomantes ambrosii (Lanza, 1955)" "Speleomantes" "Plethodontidae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "NT" "CRITICALLY_ENDANGERED" "1" "0" "0" "0" "1" "1" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" 36300 2.26 125 10 "Oviparous" 4.5 NA 11 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.5 3 NA 0.013054425 0.154999339 0.041556472 0 12.38258728 933.4777535 6952.991403 26.55256113 345.0361552 NA 18.75 5.5 4.4 4.7 3.1
"Hydromantes flavus" "Hydromantes flavus Stefani, 1969" "SPECIES" "homotypic synonym" "Speleomantes flavus (Stefani, 1969)" "Speleomantes" "Plethodontidae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "VU" "ENDANGERED" "1" "0" "0" "0" "1" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 12100 8.73 150 10 "Oviparous" 3 NA 15 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.5 3 NA 0.002731975 0.059039495 0.058740566 0 14.74422917 711.140165 5230.028835 50.99704836 322.3878692 NA 16.8 5.1 4.6 3.75 3.3
"Hydromantes imperialis" "Hydromantes imperialis Stefani, 1969" "SPECIES" "homotypic synonym" "Speleomantes imperialis (Stefani, 1969)" "Speleomantes" "Plethodontidae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "NT" "NEAR_THREATENED" "1" "0" "0" "0" "1" "1" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" 48400 7.6 125 10 "Oviparous" 3 NA 11 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.5 3 NA 0.003904854 0.057181303 0.045458522 0 15.43503216 661.6108267 5180.117531 51.38508392 215.3965207 NA 16.6 5.1 7.5 2.515 2.98
"Hydromantes italicus" "Hydromantes italicus Dunn, 1923" "SPECIES" "homotypic synonym" "Speleomantes italicus (Dunn, 1923)" "Speleomantes" "Plethodontidae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "NT" "ENDANGERED" "1" "0" "0" "0" "1" "1" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "0" 96800 2.85 96 10 "Oviparous" 3.5 NA 10.6 "Cathemeral" "Carnivorous" "1" "1" NA "0" "0" "0" "0" 0.5 4 NA 0.013122015 0.21107353 0.052827195 0 13.07933735 810.9753937 6777.13276 22.17789596 363.327204 NA 16.8 3.6 4.4 4.7 2.98
