species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Foraging_strata BMR gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Myotis velifer" Myotis Vespertilionidae Chiroptera 10.1 50 0.9925 Viviparous 1.07658904109589 1.32957534246575 11.33 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 4 0.007534904 0.104377797 0.060262241 0.256518579 18.68851931 693.277319 5266.592266 69.30232374 1136.630768 NA 2686200 LEAST_CONCERN 4 NA "Myotis velifer (J.A.Allen, 1890)" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Myotis vivesi" Myotis Vespertilionidae Chiroptera 25 NA 0.995 Viviparous NA NA 10 Nocturnal Carnivorous 1 1 0 0 0 0 0 0 1 0 0 1 0.75 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 0.0000923311 0.003690451 0 0.186972686 22.76335051 126.8786722 5074.785963 80.95942297 89.3675385 NA 193600 VULNERABLE 4 35.8 "Myotis vivesi Menegaux, 1901" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata VULNERABLE
"Myotis volans" Myotis Vespertilionidae Chiroptera 8.5 48 0.9925 Viviparous 0.541904109589041 0.667369863013699 21 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 4 5 0.004977965 0.058656052 0.014486431 0.172400902 9.941435179 533.3634572 7487.271588 54.16938986 1361.528906 NA 5844300 LEAST_CONCERN 4 NA "Myotis volans (H.Allen, 1866)" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Myotis weberi" Myotis Vespertilionidae Chiroptera 7.07 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Myotis weberi (Jentink, 1890)" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata DATA_DEFICIENT
"Myotis welwitschii" Myotis Vespertilionidae Chiroptera 15.5 67 NA Viviparous NA NA NA Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 5 9 0.002551458 0.114190697 0.174316844 0.08344551 21.57331847 1026.275529 1984.490275 86.55922331 975.459558 NA 5154600 LEAST_CONCERN 4 NA "Myotis welwitschii (Gray, 1866)" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Myotis yanbarensis" Myotis Vespertilionidae Chiroptera 4.3 NA NA Viviparous NA NA NA Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0.004360065 0.00055522 0 21.83757567 2616.39384 4454.819021 31.17836748 8.045233128 NA 48400 CRITICALLY_ENDANGERED 4 NA "Myotis yanbarensis Maeda & Matsumura, 1998" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata CRITICALLY_ENDANGERED
"Myotis yumanensis" Myotis Vespertilionidae Chiroptera 5.4 44 0.995 Viviparous 1.00068493150685 NA 14 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0.005507184 0.05348368 0.013313549 0.199719338 12.9840889 517.5337547 6838.806088 59.48562651 1303.514649 NA 4997300 LEAST_CONCERN 4 11.18 "Myotis yumanensis (H.Allen, 1864)" SPECIES Myotis Vespertilionidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Myotomys sloggetti" NA NA NA NA NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 134 "Myotomys sloggetti (Thomas, 1902)" SPECIES Myotomys Muridae Rodentia Mammalia Chordata LEAST_CONCERN
"Myotomys unisulcatus" NA NA NA NA NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 106.6 "Myotomys unisulcatus (F.Cuvier, 1829)" SPECIES Myotomys Muridae Rodentia Mammalia Chordata LEAST_CONCERN
"Myotragus balearicus" Myotragus Bovidae Cetartiodactyla 26418 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA 0.002443584 0.033365791 0.013828204 0 17.04705078 625.4576037 4749.259472 51.9269387 17.69190621 NA 72600 EXTINCT NA NA "Myotragus balearicus Bate, 1909" SPECIES Myotragus Bovidae Artiodactyla Mammalia Chordata NOT_EVALUATED
"Myrmecobius fasciatus" Myrmecobius Myrmecobiidae Dasyuromorphia 471.5 275 3.84 Viviparous 0.959068493150685 0.997424657534247 11.0583342465753 Diurnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 4 4 0.000764008 0.278848901 0.012301505 0.016786329 16.50170249 503.2521806 4430.344556 50.8120779 233.2839327 4.497 96800 ENDANGERED 1 185.68 "Myrmecobius fasciatus Waterhouse, 1836" SPECIES Myrmecobius Myrmecobiidae Dasyuromorphia Mammalia Chordata ENDANGERED
"Myrmecophaga tridactyla" Myrmecophaga Myrmecophagidae Pilosa 22333.2 1917 1 Viviparous 3.25206575342466 3.86435616438356 31.525 Diurnal Carnivorous 1 0 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 5 11 0.002009841 0.068459049 0.052558394 0.089379392 24.30967792 1881.155756 1276.798029 56.79782041 311.250691 34.147 14447400 VULNERABLE 1 2601 "Myrmecophaga tridactyla Linnaeus, 1758" SPECIES Myrmecophaga Myrmecophagidae Pilosa Mammalia Chordata VULNERABLE
"Mysateles garridoi" Mysateles Capromyidae Rodentia 1250 500 NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.0000149 0.000178884 0.0000784 0.00408067 25.67420382 1145.534122 1860.550045 62.75568699 0.570510336 NA 12100 NA NA NA "Mysateles garridoi (Varona, 1970)" SPECIES Mysateles Capromyidae Rodentia Mammalia Chordata NOT_EVALUATED
"Mysateles gundlachi" Mysateles Capromyidae Rodentia 1660 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000149373 0.015542978 0.021534422 0.000950298 25.89247505 1362.519139 1750.85904 54.37088034 2.563669205 NA 24200 NEAR_THREATENED NA NA "Mysateles prehensilis gundlachi (Chapman, 1901)" SPECIES Mysateles Capromyidae Rodentia Mammalia Chordata NOT_FOUND
"Mysateles melanurus" Mysateles Echimyidae Rodentia 1218 NA 1.75 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3 NA NA NA NA NA NA NA NA NA 1.288 NA NA 1 NA "Mesocapromys melanurus (Poey, 1865)" SPECIES Mesocapromys Capromyidae Rodentia Mammalia Chordata VULNERABLE
"Mysateles meridionalis" Mysateles Capromyidae Rodentia 2519.1 NA NA Viviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.000126995 0.013485548 0.017433334 0.000653574 25.85952098 1376.370459 1756.697025 54.46598618 2.210840151 NA 24200 NA NA NA "Mysateles meridionalis (Varona, 1986)" SPECIES Mysateles Capromyidae Rodentia Mammalia Chordata NEAR_THREATENED
"Mysateles prehensilis" Mysateles Echimyidae Rodentia 1800 500 2 Viviparous NA NA 0.666665753424658 Nocturnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.00332686 0.153665444 0.12436031 0.002006204 25.14701174 1317.016109 1710.246362 57.54741754 53.08016596 1.369 290400 NEAR_THREATENED 3 NA "Mysateles prehensilis (Poeppig, 1824)" SPECIES Mysateles Capromyidae Rodentia Mammalia Chordata NEAR_THREATENED
"Mystacina robusta" Mystacina Mystacinidae Chiroptera 16.4 NA NA Viviparous NA NA 7.6 Nocturnal Omnivorous 1 0 0 1 1 0 0 0 1 0 0 1 0.75 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0.0000571922 0.00027892 0.004340482 0 9.699078624 1377.234029 1993.507166 11.15622441 40.35564286 NA 12100 CRITICALLY_ENDANGERED 1 NA "Mystacina robusta Dwyer, 1962" SPECIES Mystacina Mystacinidae Chiroptera Mammalia Chordata CRITICALLY_ENDANGERED
"Mystacina tuberculata" Mystacina Mystacinidae Chiroptera 12.6 NA 0.995 Viviparous NA NA 7.6 Nocturnal Omnivorous 1 0 0 1 1 0 0 0 1 0 0 1 0.75 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 4 5 0.003599718 0.012841575 0.059200641 0.004554525 12.26244897 1596.756197 3105.629921 17.60897105 303.7714415 NA 229900 VULNERABLE 1 NA "Mystacina tuberculata Gray, 1843" SPECIES Mystacina Mystacinidae Chiroptera Mammalia Chordata VULNERABLE
"Mystromys albicaudatus" Mystromys Nesomyidae Rodentia 86.9 184 3 Viviparous 0.298630136986301 0.4 6.3 Nocturnal Herbivorous 1 0 0 0 0 1 1 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0.005969127 0.132636739 0.164886605 0.245886998 15.8698387 599.3982551 4258.836806 60.13603224 1229.708453 0.288 834900 VULNERABLE 1 126.8 "Mystromys albicaudatus (A.Smith, 1834)" SPECIES Mystromys Nesomyidae Rodentia Mammalia Chordata VULNERABLE
"Myzopoda aurita" Myzopoda Myzopodidae Chiroptera 9.3 118 1 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 4 7 0.000529808 0.109591339 0.227514333 0.000128214 21.29550581 2253.793777 2228.510713 54.60385561 470.0826491 NA 302500 LEAST_CONCERN 4 NA "Myzopoda aurita A.Milne-Edwards & A.Grandidier, 1878" SPECIES Myzopoda Myzopodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Myzopoda schliemanni" Myzopoda Myzopodidae Chiroptera 9.1 107 1 Viviparous NA NA NA Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0.000204395 0.022882686 0.307951187 0 26.48674356 1619.611719 1194.190897 119.7654659 86.12443233 NA 108900 LEAST_CONCERN 4 NA "Myzopoda schliemanni Goodman, Rakotondraparany & Kofoky, 2007" SPECIES Myzopoda Myzopodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Naemorhedus baileyi" Naemorhedus Bovidae Cetartiodactyla 27487.5 1070 1.25 Viviparous 2.60165205479452 1.12328767123288 19.2166657534247 Diurnal Herbivorous 0 0 0 0 0 1 1 0 1 0 0 0 0.5 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 3 5 0.000231622 0.010881619 0.071749749 0.095723259 5.065836086 1171.082759 5875.407293 84.71727598 3663.812792 6.733 423500 VULNERABLE 1 NA "Naemorhedus baileyi Pocock, 1914" SPECIES Naemorhedus Bovidae Artiodactyla Mammalia Chordata VULNERABLE
"Naemorhedus caudatus" Naemorhedus Bovidae Cetartiodactyla 27000 1300 1 Viviparous 2.60165205479452 2 20.3 Nocturnal Herbivorous 0 0 0 0 0 1 1 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 4 4 0.00271957 0.053630905 0.014643703 0.0000373525 4.938196795 833.4320586 12035.84166 92.73742024 533.9855288 6.582 580800 VULNERABLE 1 NA "Naemorhedus caudatus (Milne-Edwards, 1867)" SPECIES Naemorhedus Bovidae Artiodactyla Mammalia Chordata VULNERABLE
"Naemorhedus goral" Naemorhedus Bovidae Cetartiodactyla 28500 1200 1 Viviparous 2.60165205479452 1.44246575342466 18.95 Crepuscular Herbivorous 0 0 0 0 0 1 1 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 4 8 0.002087077 0.101861044 0.044693313 0.058137297 9.780795317 1674.018654 5944.055975 93.1659486 2588.304383 6.656 629200 NEAR_THREATENED 1 NA "Naemorhedus goral (Hardwicke, 1825)" SPECIES Naemorhedus Bovidae Artiodactyla Mammalia Chordata NEAR_THREATENED
"Naemorhedus griseus" Naemorhedus Bovidae Cetartiodactyla 25000 1200 1 Viviparous 2.60165205479452 1.44246575342466 18.95 Crepuscular Herbivorous 0 0 0 0 0 1 1 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 4 5 0.004463585 0.09825153 0.09158888 0.033165137 14.04052418 1252.454467 6196.691634 80.72458706 1493.707771 6.656 3799400 VULNERABLE 1 NA "Naemorhedus griseus (Milne-Edwards, 1871)" SPECIES Naemorhedus Bovidae Artiodactyla Mammalia Chordata NOT_EVALUATED
"Nandinia binotata" Nandinia Nandiniidae Carnivora 2000 625 1.92 Viviparous 3 2.95801369863014 21.2083342465753 Nocturnal Herbivorous 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 4 6 0.002658111 0.097508551 0.125179852 0.030077105 23.42686012 1539.086131 986.032425 62.27699051 633.7961107 1.622 7308400 LEAST_CONCERN 3 862.5 "Nandinia binotata (Gray, 1830)" SPECIES Nandinia Nandiniidae Carnivora Mammalia Chordata LEAST_CONCERN
"Nanger dama" Nanger Bovidae Cetartiodactyla 72999.5 1660 1 Viviparous 0.299616438356164 0.851575342465753 19.3 Diurnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3 3 0.00047492 0.000107589 0 0.102832175 28.1360844 87.98230506 4941.687906 168.4840098 417.0745564 11.224 617100 CRITICALLY_ENDANGERED 1 NA "Nanger dama (Pallas, 1766)" SPECIES Nanger Bovidae Artiodactyla Mammalia Chordata CRITICALLY_ENDANGERED
"Nanger granti" Nanger Bovidae Cetartiodactyla 54999.7 1400 1 Viviparous 0.687671232876712 1.21483561643836 19.7 Diurnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 5 0.000946996 0.081369716 0.138163835 0.166268051 24.49374916 609.8620474 1104.28295 82.07004615 806.3878217 10.189 1149500 LEAST_CONCERN 1 NA "Nanger granti (Brooke, 1872)" SPECIES Nanger Bovidae Artiodactyla Mammalia Chordata LEAST_CONCERN
"Nanger soemmerringii" Nanger Bovidae Cetartiodactyla 40000 1500 1 Viviparous 1.65938630136986 2.1978904109589 15.5 Diurnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0.000418836 0.031075811 0.007592426 0.188188816 27.66802047 334.414572 2396.379492 91.52177357 584.7540401 8.236 677600 VULNERABLE 1 9213 "Nanger soemmerringii (Cretzschmar, 1828)" SPECIES Nanger Bovidae Artiodactyla Mammalia Chordata VULNERABLE
"Nannosciurus melanotis" Nannosciurus Sciuridae Rodentia 50 115 NA Viviparous NA NA NA Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.003453129 0.216948635 0.037523071 0 25.20137777 2992.635163 310.3062217 26.48535548 242.021801 0.145 1657700 LEAST_CONCERN 2 NA "Nannosciurus melanotis (Müller, 1840)" SPECIES Nannosciurus Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Nannospalax ehrenbergi" Nannospalax Spalacidae Rodentia 162.175 NA 3.24 Viviparous NA NA 15.4666657534247 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.39 NA NA NA NA "Spalax ehrenbergi Nehring, 1898" SPECIES Spalax Spalacidae Rodentia Mammalia Chordata LEAST_CONCERN
"Nannospalax leucodon" Nannospalax Spalacidae Rodentia 183.3 NA 3.37 Viviparous NA NA 4.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.417 NA NA NA NA "Spalax leucodon Nordmann, 1840" SPECIES Spalax Spalacidae Rodentia Mammalia Chordata LEAST_CONCERN
"Nannospalax xanthodon" Nannospalax Spalacidae Rodentia 180.65 NA 3.5 Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.414 NA NA NA NA "Nannospalax xanthodon (Nordman, 1840)" SPECIES Spalax Spalacidae Rodentia Mammalia Chordata LEAST_CONCERN
"Nanonycteris veldkampii" Nanonycteris Pteropodidae Chiroptera 21.4 87 0.98 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 8 0.005582027 0.192016724 0.20323625 0.006626307 25.35630759 1584.988033 1343.837341 71.45963876 361.1603708 NA 2190100 LEAST_CONCERN 3 NA "Nanonycteris veldkampii (Jentink, 1888)" SPECIES Nanonycteris Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Napaeozapus insignis" Napaeozapus Dipodidae Rodentia 22.3 100 4.48 Viviparous 0.92681095890411 1.22404109589041 4 Nocturnal Herbivorous 1 0 0 1 0 1 1 0 1 0 0 0 0.5 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 3 3 0.006436644 0.045790099 0.021533583 0.000209329 4.701202184 952.6502845 10253.73739 23.22526317 313.902943 0.129 3097600 LEAST_CONCERN 1 50.65 "Napaeozapus insignis (Miller, 1891)" SPECIES Napaeozapus Dipodidae Rodentia Mammalia Chordata LEAST_CONCERN
"Nasalis larvatus" Nasalis Cercopithecidae Primates 9000 762 1.015 Viviparous 4.5028602739726 4.5 25.1 Diurnal Herbivorous 0 0 0 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0.001442236 0.180331345 0.0264191 0.0000000927247 25.73545829 3060.607065 282.0935934 22.76096003 172.5621352 4.425 943800 ENDANGERED 2 NA "Nasalis larvatus (van Wurmb, 1787)" SPECIES Nasalis Cercopithecidae Primates Mammalia Chordata ENDANGERED
"Nasua narica" Nasua Procyonidae Carnivora 4030 600 4.085 Viviparous 1.95068493150685 2.97657534246575 26.4 Diurnal Herbivorous 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0.00699511 0.092725758 0.077873801 0.153333239 20.70795854 1136.241246 3062.941403 76.40581539 1039.750348 2.193 4198700 LEAST_CONCERN 2 2238.43333333333 "Nasua narica (Linnaeus, 1766)" SPECIES Nasua Procyonidae Carnivora Mammalia Chordata LEAST_CONCERN
"Nasua nasua" Nasua Procyonidae Carnivora 3793.8 670 3.75 Viviparous 2.15317808219178 2.50917808219178 23.7 Diurnal Herbivorous 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 0.001908525 0.067716288 0.0384682 0.086849884 24.37427809 1996.402005 1158.250814 54.58600381 299.7290236 2.272 11628100 LEAST_CONCERN 2 1010.6 "Nasua nasua (Linnaeus, 1766)" SPECIES Nasua Procyonidae Carnivora Mammalia Chordata LEAST_CONCERN
"Nasuella meridensis" Nasuella Procyonidae Carnivora 1250 385.17 4 Viviparous NA NA NA Diurnal Carnivorous 1 1 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0.008284207 0.072725564 0.131656021 0.007415195 21.17871954 1525.290883 500.6337863 47.52612959 1101.745625 1.245 96800 ENDANGERED 1 NA "Nasua olivacea Gray, 1865" SPECIES Nasua Procyonidae Carnivora Mammalia Chordata NEAR_THREATENED
"Nasuella olivacea" Nasuella Procyonidae Carnivora 1340 387.34 4 Viviparous NA NA NA Diurnal Herbivorous 1 1 0 1 0 0 0 0 1 0 0 0 0.5 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0.005818289 0.055097996 0.252496003 0.004752087 17.57541857 2130.748239 376.2912938 35.29286606 1777.460729 1.245 605000 NEAR_THREATENED 1 NA "Nasua olivacea Gray, 1865" SPECIES Nasua Procyonidae Carnivora Mammalia Chordata NEAR_THREATENED
"Natalus espiritosantensis" Natalus Natalidae Chiroptera 6 46 0.995 Viviparous NA NA 20 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0.00453339 0.080365627 0.101215675 0.047835312 25.39097493 1369.575454 1121.478422 74.63149897 326.5677139 NA 3146000 NEAR_THREATENED 4 NA "Natalus macrourus (Gervais, 1856)" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata NEAR_THREATENED
"Natalus jamaicensis" Natalus Natalidae Chiroptera 6.7 46 1 Viviparous NA NA 20 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0.006525359 0.045435566 0.046026161 0 25.32032406 1723.329668 1009.902956 43.12501098 102.3933681 NA 60500 CRITICALLY_ENDANGERED 4 NA "Natalus jamaicensis Goodwin, 1959" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata CRITICALLY_ENDANGERED
"Natalus lanatus" Natalus Natalidae Chiroptera 5.6 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 NA 0.003767246 0.08769527 0.046023429 0.005214615 18.92751378 1002.807143 3412.92559 99.49355587 1275.680167 NA 447700 LEAST_CONCERN NA NA "Natalus lanatus Tejedor, 2005" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Natalus major" Natalus Natalidae Chiroptera 7.1 46 1 Viviparous NA NA 20 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 0.008098868 0.15765024 0.110846321 0.00000445803 24.25939885 1358.890556 1269.642234 41.70455486 279.814094 NA 169400 NEAR_THREATENED 4 NA "Natalus major Miller, 1902" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata NEAR_THREATENED
"Natalus mexicanus" Natalus Natalidae Chiroptera 5.3 46 0.995 Viviparous NA NA 20 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0.006576336 0.093235448 0.072353723 0.149120169 21.29027408 1086.902065 3054.131112 80.86644957 906.3761272 NA 3593700 LEAST_CONCERN 4 NA "Natalus mexicanus Miller, 1902" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Natalus primus" Natalus Natalidae Chiroptera 9.1 46 1 Viviparous NA NA 20 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0.000195935 0.019938095 0.026670211 0.000956423 25.94582435 1376.221794 1732.31039 55.36540197 3.154711777 NA 36300 VULNERABLE 4 NA "Natalus primus Anthony, 1919" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata VULNERABLE
"Natalus saturatus" Natalus Natalidae Chiroptera 10 46 NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.003016221 0.089272034 0.06496587 0.00192557 24.37494718 1780.405937 1262.403732 69.15619806 279.0196858 NA 145200 NA NA NA NA NA NA NA NA NA NA NA
"Natalus stramineus" Natalus Natalidae Chiroptera 5 46 0.995 Viviparous NA NA 20 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0.002103334 0.011742822 0.008906237 0.0000354599 25.92949178 1816.402378 965.4339607 36.83365251 15.93791042 NA 108900 LEAST_CONCERN 4 NA "Natalus stramineus Gray, 1838" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Natalus tumidirostris" Natalus Natalidae Chiroptera 6.4 64 1 Viviparous NA NA NA Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 5 0.002536831 0.028311981 0.097214799 0.093145202 25.10728597 1898.495363 684.6857119 58.57991039 297.8916104 NA 1923900 LEAST_CONCERN 4 8.32 "Natalus tumidirostris Miller, 1900" SPECIES Natalus Natalidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Navahoceros fricki" Navahoceros Cervidae Cetartiodactyla NA NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Rangifer fricki (Schultz & Howard, 1935)" SPECIES Navahoceros Cervidae Artiodactyla Mammalia Chordata NOT_EVALUATED
