species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Foraging_strata BMR gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Dipodomys stephensi" Dipodomys Heteromyidae Rodentia 69.8 200 2.65 Viviparous NA NA 2.08333424657534 Nocturnal Herbivorous 1 0 0 1 0 1 1 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0.143200019 0.027027756 0.025297846 0.079408293 17.03182957 346.1473526 5662.248181 83.83388656 632.1482729 0.239 48400 VULNERABLE 1 NA "Dipodomys stephensi (Merriam, 1907)" SPECIES Dipodomys Heteromyidae Rodentia Mammalia Chordata VULNERABLE
"Dipodomys venustus" Dipodomys Heteromyidae Rodentia 72 200 1.865 Viviparous NA NA NA Nocturnal Herbivorous 1 0 0 1 0 1 1 0 1 0 0 0 0.5 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0.03892456 0.100373624 0.046947142 0.023602252 14.42359271 499.0937561 4067.770617 90.42891264 234.2660829 0.268 72600 LEAST_CONCERN 1 NA "Dipodomys venustus (Merriam, 1904)" SPECIES Dipodomys Heteromyidae Rodentia Mammalia Chordata LEAST_CONCERN
"Diprotodon optatum" Diprotodon Diprotodontidae Diprotodontia 2700000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Diprotodon optatum Owen, 1838" SPECIES Diprotodon Diprotodontidae Diprotodontia Mammalia Chordata NOT_EVALUATED
"Dipus sagitta" Dipus Dipodidae Rodentia 85.7 155 3.4625 Viviparous 0.229312328767123 0.305342465753425 0.833334246575342 Nocturnal Herbivorous 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 2 0.000587086 0.022565068 0.013067075 0.319689565 9.099366358 129.8103843 11901.98964 90.32635215 1016.891339 0.28 6171000 LEAST_CONCERN 3 90.3 "Dipus sagitta (Pallas, 1773)" SPECIES Dipus Dipodidae Rodentia Mammalia Chordata LEAST_CONCERN
"Distoechurus pennatus" Distoechurus Acrobatidae Diprotodontia 44.1 120 1.2325 Viviparous NA NA 2 Nocturnal Omnivorous 1 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 4 0.000268092 0.016699585 0.00190516 0.0000129144 22.24459519 3138.069925 368.3397771 24.63155588 707.2248954 0.209 895400 LEAST_CONCERN 3 NA "Distoechurus pennatus Peters, 1874" SPECIES Distoechurus Acrobatidae Diprotodontia Mammalia Chordata LEAST_CONCERN
"Dobsonia anderseni" Dobsonia Pteropodidae Chiroptera 204.1 242 0.99 Viviparous 1.95843835616438 2.38701369863014 12.3083342465753 Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 8 0.0000852376 0.003087069 0.000784865 0.0000000995488 24.35964507 4247.379188 331.6950979 33.79983241 186.6114336 NA 314600 LEAST_CONCERN 3 174 "Dobsonia anderseni Thomas, 1914" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia beauforti" Dobsonia Pteropodidae Chiroptera 159 161.28 0.99 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 4 0.000353861 0.004694189 0.000388885 0 26.49213119 2669.762929 284.7742486 19.76008128 22.50237094 NA 133100 LEAST_CONCERN 3 NA "Dobsonia beauforti Bergmans, 1975" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia chapmani" Dobsonia Pteropodidae Chiroptera 134 202.74 1 Viviparous NA NA 2.90833424657534 Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 3 0.012027645 0.17874801 0.011177272 0 26.75704192 2202.998251 597.6310623 55.80723162 68.13793181 NA 36300 CRITICALLY_ENDANGERED 3 NA "Dobsonia chapmani Rabor, 1952" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata CRITICALLY_ENDANGERED
"Dobsonia crenulata" Dobsonia Pteropodidae Chiroptera 272 178.14 1 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 4 5 0.001662039 0.078182572 0.009664519 0 24.123658 2364.113928 337.9683042 33.22321761 316.4966099 NA 738100 LEAST_CONCERN 3 NA "Dobsonia crenulata K.Andersen, 1909" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia emersa" Dobsonia Pteropodidae Chiroptera 195.5 164.32 NA Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 3 0.000640583 0.00924391 0.00107548 0 26.70034616 3100.803013 186.6062567 15.45157411 18.86184097 NA 24200 VULNERABLE 3 NA "Dobsonia emersa Bergmans & Sarbini, 1985" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata VULNERABLE
"Dobsonia exoleta" Dobsonia Pteropodidae Chiroptera 249 202.74 NA Viviparous NA NA 2.90833424657534 Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 5 0.001793507 0.087893779 0.010935922 0 23.86950407 2368.647049 350.3008968 35.01005321 355.5934022 NA 568700 LEAST_CONCERN 3 NA "Dobsonia exoleta K.Andersen, 1909" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia inermis" Dobsonia Pteropodidae Chiroptera 149.5 173.98 0.99 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 6 0.000147029 0.00509066 0.000420479 0 25.76829806 3314.74713 378.288393 21.49229976 57.2559109 NA 302500 LEAST_CONCERN 3 NA "Dobsonia inermis K.Andersen, 1909" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia magna" Dobsonia Pteropodidae Chiroptera 417.15 NA 0.995 Viviparous 2.01367123287671 2.44224657534247 12.3083342465753 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Dobsonia moluccensis magna Thomas, 1905" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata NOT_FOUND
"Dobsonia minor" Dobsonia Pteropodidae Chiroptera 78.2 NA 0.9925 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0.000209996 0.023674668 0.001728314 0.000215696 24.19908434 3214.73808 428.3066275 27.88884047 336.3056615 NA 1222100 LEAST_CONCERN 3 92 "Dobsonia minor (Dobson, 1879)" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia moluccensis" Dobsonia Pteropodidae Chiroptera 381.4 242 0.9925 Viviparous 1.95843835616438 2.38701369863014 12.3083342465753 Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 4 8 0.000265808 0.022366499 0.00246362 0.0000182616 25.18347751 2527.769916 578.9848173 35.75200536 98.31875689 NA 278300 LEAST_CONCERN 3 367.9 "Dobsonia moluccensis (Quoy & Gaimard, 1830)" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia pannietensis" Dobsonia Pteropodidae Chiroptera 267.7 242 0.985 Viviparous 1.95843835616438 2.38701369863014 12.3083342465753 Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0.0000953806 0.004102013 0.000353583 0 25.90234394 3173.804194 735.8147207 22.77467014 43.48687153 NA 133100 NEAR_THREATENED 3 NA "Dobsonia pannietensis (De Vis, 1905)" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata NEAR_THREATENED
"Dobsonia peronii" Dobsonia Pteropodidae Chiroptera 216.9 NA 0.98 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 3 0.010419424 0.127558833 0.065762301 0 25.1749325 1567.861115 698.0057508 75.60585164 169.3024106 NA 435600 LEAST_CONCERN 3 NA "Dobsonia peronii (E.Geoffroy, 1810)" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia praedatrix" Dobsonia Pteropodidae Chiroptera 188.7 161.13 1 Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 4 0.0000855735 0.003165238 0.000801464 0.0000000993496 24.27739198 4250.613603 337.4021918 34.68489012 192.5087872 NA 242000 LEAST_CONCERN 3 142.5 "Dobsonia praedatrix K.Andersen, 1909" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Dobsonia viridis" Dobsonia Pteropodidae Chiroptera 238 NA NA Viviparous NA NA NA Nocturnal Herbivorous 0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 3 4 0.000353915 0.025773556 0.002656088 0 24.59396308 2512.041048 573.2201561 35.43636849 132.4774712 NA 181500 LEAST_CONCERN 3 NA "Dobsonia viridis (Heude, 1896)" SPECIES Dobsonia Pteropodidae Chiroptera Mammalia Chordata LEAST_CONCERN
"Doedicurus clavicaudatus" Doedicurus Chlamyphoridae Cingulata 1468000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Glyptodon clavicaudatus (Owen, 1847)" SPECIES Doedicurus Glyptodontidae Cingulata Mammalia Chordata NOT_EVALUATED
"Dolichotis patagonum" Dolichotis Caviidae Rodentia 8000 800 1.8125 Viviparous 0.432876712328767 0.666657534246575 14.4 Diurnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0.000689157 0.100351369 0.008719727 0.33787432 14.31049479 482.2740592 5392.237786 50.23823509 552.7262566 4.252 1573000 NEAR_THREATENED 1 NA "Dolichotis patagonum (Zimmermann, 1780)" SPECIES Dolichotis Caviidae Rodentia Mammalia Chordata NEAR_THREATENED
"Dolichotis salinicola" Dolichotis Caviidae Rodentia 1600 439 1.7675 Viviparous NA NA 4.49166575342466 Diurnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.000712604 0.050398746 0.009090102 0.077788291 21.6846074 775.6990343 3930.376156 72.53313073 399.6159744 1.378 1004300 LEAST_CONCERN 1 725.9 "Dolichotis salinicola Burmeister, 1876" SPECIES Dolichotis Caviidae Rodentia Mammalia Chordata LEAST_CONCERN
"Dologale dybowskii" Dologale Herpestidae Carnivora 350 296 4 Viviparous NA 0.873972602739726 NA Nocturnal Carnivorous 1 1 0 0 0 0 0 0 1 0 0 0 0.5 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0.002019436 0.116233067 0.112994601 0.018043507 23.57977392 1437.6092 1117.542535 55.36861432 802.2936985 3.95 738100 DATA_DEFICIENT 1 NA "Dologale dybowskii (Pousargues, 1893)" SPECIES Dologale Herpestidae Carnivora Mammalia Chordata DATA_DEFICIENT
"Dorcatragus megalotis" Dorcatragus Bovidae Cetartiodactyla 10249.9 870 1 Viviparous NA 1.04109589041096 14 Diurnal Herbivorous 0 0 0 0 0 0 1 0 1 0 0 0 0.5 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2 2 0.000461288 0.000782496 0 0.342329798 25.78498566 198.746966 2615.847464 84.34156931 626.2144209 3.947 302500 VULNERABLE 1 NA "Dorcatragus megalotis (Menges, 1894)" SPECIES Dorcatragus Bovidae Artiodactyla Mammalia Chordata VULNERABLE
"Dorcopsis atrata" Dorcopsis Macropodidae Diprotodontia 5916.5 800 1.0075 Viviparous 1.4172602739726 NA 8 Crepuscular Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.0000209844 0.006629517 0.000480327 0 25.21764238 2972.923015 725.6719147 25.09525762 59.03071222 1.676 24200 CRITICALLY_ENDANGERED 1 NA "Dorcopsis atrata Van Deusen, 1957" SPECIES Dorcopsis Macropodidae Diprotodontia Mammalia Chordata CRITICALLY_ENDANGERED
"Dorcopsis hageni" Dorcopsis Macropodidae Diprotodontia 5500 537.62 1.0075 Viviparous 1.4172602739726 NA NA Crepuscular Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0.000301433 0.019131304 0.002141488 0.00000591954 24.43652313 2878.061302 211.169492 25.73312149 376.0238211 2.707 326700 LEAST_CONCERN 1 NA "Dorcopsis hageni Heller, 1897" SPECIES Dorcopsis Macropodidae Diprotodontia Mammalia Chordata LEAST_CONCERN
"Dorcopsis luctuosa" Dorcopsis Macropodidae Diprotodontia 6352 663.46 1.0075 Viviparous 1.32020547945205 NA 13.9 Crepuscular Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 4 0.00024853 0.036266813 0.002410045 0.000837551 24.82666412 2617.132226 654.5589676 42.50076814 189.4229258 2.351 375100 VULNERABLE 1 NA "Dorcopsis luctuosa (D'Albertis, 1874)" SPECIES Dorcopsis Macropodidae Diprotodontia Mammalia Chordata VULNERABLE
"Dorcopsis muelleri" Dorcopsis Macropodidae Diprotodontia 5500 678.67 1 Viviparous 1.32020547945205 NA 13.9 Nocturnal Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.000188193 0.012038469 0.001795437 0 24.65299752 3414.416293 383.9773617 19.62998509 243.98466 2.569 399300 LEAST_CONCERN 1 NA "Dorcopsis muelleri (Lesson, 1827)" SPECIES Dorcopsis Macropodidae Diprotodontia Mammalia Chordata LEAST_CONCERN
"Dorcopsulus macleayi" Dorcopsulus Macropodidae Diprotodontia 2988 399.68 1.22 Viviparous 2.0013698630137 2.05890410958904 7.9 Nocturnal Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0.0000797584 0.017924133 0.001982618 0.000019241 21.4709576 2492.938087 559.0561567 31.30779263 738.8293726 1.935 145200 LEAST_CONCERN 1 NA "Dorcopsulus macleayi (Miklouho-Maclay, 1885)" SPECIES Dorcopsulus Macropodidae Diprotodontia Mammalia Chordata LEAST_CONCERN
"Dorcopsulus vanheurni" Dorcopsulus Macropodidae Diprotodontia 1785.8 386.89 1.18 Viviparous NA NA NA Diurnal Herbivorous 0 0 0 1 0 0 1 0 1 0 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0.00029259 0.02046048 0.002749176 0.0000323273 19.76661046 3118.739235 374.7934941 25.82280687 1164.731126 1.505 399300 NEAR_THREATENED 1 NA "Dorcopsulus vanheurni (Thomas, 1922)" SPECIES Dorcopsulus Macropodidae Diprotodontia Mammalia Chordata NEAR_THREATENED
"Dremomys everetti" Dremomys Sciuridae Rodentia 147.5 203.5 NA Viviparous NA NA NA Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0.001806395 0.044943666 0.000617632 0.00000226667 23.07439759 2789.771132 348.4048949 15.09587424 686.2529258 0.345 145200 LEAST_CONCERN 2 NA "Dremomys everetti (Thomas, 1890)" SPECIES Dremomys Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Dremomys gularis" Dremomys Sciuridae Rodentia 253.5 230 NA Viviparous NA NA 5.49166575342466 Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.003112276 0.114611863 0.075582452 0 18.47726175 1423.80161 3911.463398 77.86869371 1316.316945 0.438 145200 DATA_DEFICIENT 2 NA "Dremomys gularis Osgood, 1932" SPECIES Dremomys Sciuridae Rodentia Mammalia Chordata DATA_DEFICIENT
"Dremomys lokriah" Dremomys Sciuridae Rodentia 227 205 3.675 Viviparous NA NA 7.1 Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.001375209 0.067100763 0.037296874 0.054090469 12.44445438 2045.712148 4918.797588 87.66513672 2316.2553 0.437 798600 LEAST_CONCERN 2 NA "Dremomys lokriah (Hodgson, 1836)" SPECIES Dremomys Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Dremomys pernyi" Dremomys Sciuridae Rodentia 198.6 230 4 Viviparous NA NA NA Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0.006405655 0.108724553 0.100240079 0.006291192 15.09007133 1325.833856 6052.936616 75.05856023 1315.71484 0.436 2468400 LEAST_CONCERN 2 NA "Dremomys pernyi (Milne-Edwards, 1867)" SPECIES Dremomys Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Dremomys pyrrhomerus" Dremomys Sciuridae Rodentia 245 215 NA Viviparous NA NA 5.49166575342466 Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0.00570796 0.149873386 0.116424861 0 17.30808793 1377.362061 6348.5923 64.50308284 727.3202703 0.438 629200 LEAST_CONCERN 2 NA "Dremomys pyrrhomerus (Thomas, 1895)" SPECIES Dremomys Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Dremomys rufigenis" Dremomys Sciuridae Rodentia 200 228 NA Viviparous NA NA 5.49166575342466 Diurnal Herbivorous 1 0 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 3 7 0.003228878 0.129146148 0.040819153 0.000175875 21.9701576 1783.276737 3249.190519 81.40218743 718.4493212 0.438 2444200 LEAST_CONCERN 2 NA "Dremomys rufigenis (Blanford, 1878)" SPECIES Dremomys Sciuridae Rodentia Mammalia Chordata LEAST_CONCERN
"Dromiciops gliroides" Dromiciops Microbiotheriidae Microbiotheria 22.3 130 3 Viviparous 1.76349315068493 NA 3.49166575342466 Nocturnal Carnivorous 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.00168389 0.041683849 0.05304736 0.009436773 9.996705623 1544.463714 3795.21307 62.28559321 549.2538104 1.117 290400 NEAR_THREATENED 2 30.92 "Dromiciops gliroides Thomas, 1894" SPECIES Dromiciops Microbiotheriidae Microbiotheria Mammalia Chordata NEAR_THREATENED
"Dryadonycteris capixaba" Dryadonycteris Phyllostomidae Chiroptera 5 50.1 NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.004442663 0.151688886 0.279492524 0 24.42213433 1183.4759 1642.272749 56.74422506 133.5690949 NA 24200 DATA_DEFICIENT NA NA "Dryadonycteris capixaba Nogueira, Lima, Peracchi & Simmons, 2012" SPECIES Dryadonycteris Phyllostomidae Chiroptera Mammalia Chordata DATA_DEFICIENT
"Drymoreomys albimaculatus" Drymoreomys Cricetidae Rodentia 102 149 NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.001188408 0.078471367 0.109689156 0 19.4088044 1652.15733 2637.665067 39.50217899 587.8368056 NA 12100 NEAR_THREATENED NA NA "Drymoreomys albimaculatus Percequillo, Weksler & Costa, 2011" SPECIES Drymoreomys Cricetidae Rodentia Mammalia Chordata NEAR_THREATENED
"Dryomys laniger" Dryomys Gliridae Rodentia 22.2 130 4.18 Viviparous NA NA NA Nocturnal Herbivorous 1 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0.002914084 0.141989792 0.032360507 0.000812159 12.32897459 693.931887 7715.73077 72.52768999 1000.03723 0.142 193600 DATA_DEFICIENT 3 NA "Dryomys laniger Felten & Storch, 1968" SPECIES Dryomys Gliridae Rodentia Mammalia Chordata DATA_DEFICIENT
"Dryomys niethammeri" Dryomys Gliridae Rodentia 33 NA NA Viviparous NA NA NA Nocturnal Herbivorous 1 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.00292306 0.155652938 0 0.062670101 14.62565947 268.2428657 8422.910612 73.81990408 2152.069365 0.162 12100 VULNERABLE 3 NA "Dryomys niethammeri Holden, 1996" SPECIES Dryomys Gliridae Rodentia Mammalia Chordata VULNERABLE
"Dryomys nitedula" Dryomys Gliridae Rodentia 28.9 120 3.24 Viviparous NA NA 4.1 Nocturnal Herbivorous 1 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 4 8 0.004459601 0.143013577 0.054374033 0.113197774 9.317187215 505.8123494 8963.70064 51.91485738 1079.82298 0.142 8034400 LEAST_CONCERN 3 88.1 "Dryomys nitedula (Pallas, 1778)" SPECIES Dryomys Gliridae Rodentia Mammalia Chordata LEAST_CONCERN
"Dugong dugon" Dugong Dugongidae Sirenia 360000 4000 1 Viviparous 9.50684931506849 10.5294794520548 73 Cathemeral NA NA NA NA NA NA NA NA 0 0 1 0 0 0.5 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 2 NA 0.002769973 0.068092903 0.01688283 0.013048579 25.47691547 2406.002511 929.7324092 50.55396779 155.963211 NA 17073100 VULNERABLE NA NA "Dugong dugon (Müller, 1776)" SPECIES Dugong Dugongidae Sirenia Mammalia Chordata VULNERABLE
"Dusicyon australis" Dusicyon Canidae Carnivora 21083 970 NA Viviparous NA NA 5.24166575342466 NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.00000631819 0 0 0 6.570594799 608.1580921 2512.908861 20.52931315 22.99525136 28.949 84700 EXTINCT NA NA "Dusicyon australis (Kerr, 1792)" SPECIES Dusicyon Canidae Carnivora Mammalia Chordata EXTINCT
"Dusicyon avus" Dusicyon Canidae Carnivora 13000 NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001619049 0.147742643 0.023905116 0.250431986 13.52600928 599.7823192 5060.346051 33.39463265 314.2710727 NA 2141700 EXTINCT NA NA "Dusicyon avus (Burmeister, 1866)" SPECIES Dusicyon Canidae Carnivora Mammalia Chordata EXTINCT
"Dyacopterus brooksi" Dyacopterus Pteropodidae Chiroptera 88.5 152 1.5 Viviparous NA NA 30 Nocturnal Herbivorous 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.003559153 0.277351744 0.051111458 0 24.82501105 2700.367792 344.2856152 29.45164876 261.5226409 NA 689700 VULNERABLE 3 NA "Dyacopterus brooksi Thomas, 1920" SPECIES Dyacopterus Pteropodidae Chiroptera Mammalia Chordata VULNERABLE
"Dyacopterus rickarti" Dyacopterus Pteropodidae Chiroptera NA NA NA Viviparous NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 NA 0.00972263 0.155169865 0.004903056 0 23.99248646 2587.513538 1452.717396 97.88357401 336.8031415 NA 12100 ENDANGERED NA NA "Dyacopterus rickarti Helgen, Kock, Gomez & Ingle, 2007" SPECIES Dyacopterus Pteropodidae Chiroptera Mammalia Chordata ENDANGERED
"Dyacopterus spadiceus" Dyacopterus Pteropodidae Chiroptera 84.2 152 1.5 Viviparous NA NA 30 Nocturnal Herbivorous 0 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0.005845005 0.262888821 0.042005188 0.000000168958 24.83769136 2768.639114 383.1761564 29.75774097 294.3073275 NA 1040600 NEAR_THREATENED 3 NA "Dyacopterus spadiceus (Thomas, 1890)" SPECIES Dyacopterus Pteropodidae Chiroptera Mammalia Chordata NEAR_THREATENED
"Dymecodon pilirostris" Dymecodon Talpidae Eulipotyphla 16.2 65.87 3 Viviparous NA NA NA Cathemeral Carnivorous 1 0 0 0 0 0 0 1 1 0 0 0 0.25 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0.020561002 0.068240385 0.004775341 0 11.4062749 1694.06462 8062.583131 41.37046231 569.7878579 0.843 338800 LEAST_CONCERN 1 NA "Dymecodon pilirostris True, 1886" SPECIES Dymecodon Talpidae Soricomorpha Mammalia Chordata LEAST_CONCERN
