"species" "Functional_group" "Ascoma_type" "Ascoma_development" "Ascus_dehiscence" "C_perct" "N_perct" "P_perct" "C.N_perct" "C.P_perct" "N.P_perct" "Sporocarp_N_perct" "Melanin_content_mg.g" "Spore_width_μm" "Spore_length_μm" "Spore_size_μm3" "Fruiting_body_size_mm2" "Fos" "Ter" "Aqu" "Arb" "Aer" "Substrate" "RangeSize_km2" "IUCN_status" "gbif_accepted" "gbif_rank" "gbif_genus" "gbif_family" "gbif_order" "gbif_class" "gbif_phylum" "gbif_IUCN"
"Chrysomyxa rhododendri" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Chrysomyxa rhododendri (DC.) de Bary" "SPECIES" "Chrysomyxa" "Coleosporiaceae" "Pucciniales" "Pucciniomycetes" "Basidiomycota" "NOT_EVALUATED"
"Chrysoporthe cubensis" NA "ostiolar" "ascohymenial" "poricidal" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Chrysoporthe cubensis (Bruner) Gryzenh. & M.J.Wingf." "SPECIES" "Chrysoporthe" "Cryphonectriaceae" "Diaporthales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Cibaomyces glutinis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cibaomyces glutinis Zhu L.Yang, Y.J.Hao & J.Qin" "SPECIES" "Cibaomyces" "Physalacriaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Ciboria acerina" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria acerina Whetzel & N.F.Buchw. ex J.W.Groves & M.E.Elliott" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria alnetorum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Ciboria alnetorum Velen." "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria alni" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria alni (Maul) Whetzel" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria amentacea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Ciboria amentacea (Balb.) Fuckel" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria americana" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria americana E.J.Durand" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria batschiana" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria batschiana (Zopf) N.F.Buchw." "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria betulae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria betulae (Woronin) W.L.White" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria betulicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria betulicola J.W.Groves & M.E.Elliott" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria bulgarioides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA NA NA NA NA NA NA NA NA
"Ciboria caucus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Ciboria caucus (Rebent.) Fuckel" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria conformata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA NA NA NA NA NA NA NA NA
"Ciboria coryli" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria coryli (Schellenb.) N.F.Buchw." "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria dumbirensis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Tatraea dumbirensis (Velen.) Svrček" "SPECIES" "Tatraea" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria ferulae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria ferulae Raitv." "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria peckiana" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Tatraea macrospora (Peck) Baral" "SPECIES" "Tatraea" "Helotiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria polygoni-vivipari" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria polygoni-vivipari Eckblad" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria rava" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria rava Svrček" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria rufofusca" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria rufofusca (O.Weberb.) Sacc." "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria seminicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria seminicola (Kienholz & E.K.Cash) Hechler" "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciboria viridifusca" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciboria viridifusca (Fuckel) Höhn." "SPECIES" "Ciboria" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciborinia camelliae" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Ciborinia camelliae L.M.Kohn" "SPECIES" "Ciborinia" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciborinia candolleana" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Ciborinia candolleana (Lév.) Whetzel" "SPECIES" "Ciborinia" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciborinia foliicola" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Ciborinia foliicola (E.K.Cash & R.W.Davidson) Whetzel" "SPECIES" "Ciborinia" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciborinia hirtella" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Ciborinia hirtella (Boud.) L.R.Batra & Korf" "SPECIES" "Ciborinia" "Sclerotiniaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciliolarina laricina" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Ciliolarina laricina (Raitv.) Svrček" "SPECIES" "Ciliolarina" "Hamatocanthoscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Ciliolarina pinicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Ciliolarina pinicola (Henn. & Plöttn.) Huhtinen" "SPECIES" "Ciliolarina" "Hamatocanthoscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cinereomyces lindbladii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cinereomyces lindbladii (Berk.) Jülich" "SPECIES" "Cinereomyces" "Gelatoporiaceae" "Polyporales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Cintractia leioderma" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cintractia leioderma (Lagerh.) Cif." "SPECIES" "Cintractia" "Anthracoideaceae" "Ustilaginales" "Ustilaginomycetes" "Basidiomycota" "NOT_EVALUATED"
"Circinotrichum palmicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Circinotrichum palmicola Joanne E.Taylor, K.D.Hyde & E.B.G.Jones" "SPECIES" "Circinotrichum" "Xylariaceae" "Xylariales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Cirrenalia lignicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cirrenalia lignicola P.M.Kirk" "SPECIES" "Cirrenalia" "Halosphaeriaceae" "Microascales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Cirrenalia macrocephala" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cirrenalia macrocephala (Kohlm.) Meyers & R.T.Moore" "SPECIES" "Cirrenalia" "Halosphaeriaceae" "Microascales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella aconiti" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cistella aconiti (Rehm) Raitv. & Järv" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella acuum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella acuum (Alb. & Schwein.) Svrček" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella albidolutea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella albidolutea (Feltgen) Baral" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella amenticola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "tree_cones" NA NA "Cistella amenticola Matheis" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella caricis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Clavidisculum caricis Raitv." "SPECIES" "Clavidisculum" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella chlorosticta" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cistella chlorosticta (E.P.Fr.) Nannf." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella dentata" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cistella dentata (Pers.) Quél." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella fugiens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cistella fugiens (W.Phillips) Matheis" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella graminicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Clavidisculum graminicola Raitv." "SPECIES" "Clavidisculum" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella grevillei" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella grevillei (Berk.) Raitv." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella grumosa" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cistella grumosa Senn-Irlet & Aeberh." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella helvetica" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella helvetica Baral" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella hymeniophila" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fungi" NA NA "Hyphodiscus hymeniophilus (P.Karst.) Baral" "SPECIES" "Hyphodiscus" "Hyphodiscaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella lupuli" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella lupuli (Velen.) Svrček" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella luzulina" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella luzulina (W.Phillips ex Cooke) Matheis" "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella mali" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Cistella mali (Rehm) Nannf." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella perparvula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Mollisiella perparvula (P.Karst.) Boud." "SPECIES" "Mollisiella" "Mollisiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella phytolaccae" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Clavidisculum phytolaccae (Raitv.) Raitv." "SPECIES" "Clavidisculum" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella sacconii" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella sacconii Raitv." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella tenuicula" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Helotium tenuiculum (P.Karst.) P.Karst." "SPECIES" "Helotium" "Tricladiaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cistella tianschanica" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cistella tianschanica Raitv." "SPECIES" "Cistella" "Hyaloscyphaceae" "Helotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladobotryum mycophilum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fungi" NA NA "Cladobotryum mycophilum (Oudem.) W.Gams & Hooz." "SPECIES" "Cladobotryum" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladobotryum verticillatum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "fungi" NA NA "Cladobotryum verticillatum (Link) S.Hughes" "SPECIES" "Cladobotryum" "Hypocreaceae" "Hypocreales" "Sordariomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladonia caroliniana" NA "exposed_hymenium" "ascohymenial" "rostrate" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA "Cladonia caroliniana Tuck." "SPECIES" "Cladonia" "Cladoniaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "NOT_EVALUATED"
"Cladosporium allicinum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cladosporium allicinum (Fr.) Bensch, U.Braun & Crous" "SPECIES" "Cladosporium" "Cladosporiaceae" "Capnodiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladosporium herbarum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cladosporium herbarum (Pers.) Link" "SPECIES" "Cladosporium" "Cladosporiaceae" "Capnodiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladosporium iridis" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cladosporium iridis (Fautrey & Roum.) G.A.de Vries" "SPECIES" "Cladosporium" "Cladosporiaceae" "Capnodiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladosporium oxysporum" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cladosporium oxysporum Berk. & M.A.Curtis" "SPECIES" "Cladosporium" "Cladosporiaceae" "Capnodiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Cladosporium soldanellae" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Cladosporium soldanellae Jaap" "SPECIES" "Cladosporium" "Cladosporiaceae" "Capnodiales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Claroideoglomus claroideum" NA NA NA NA NA NA NA NA NA NA NA NA 110 110 696909.970321336 NA NA NA NA NA 0 NA NA NA "Entrophospora claroidea (N.C.Schenck & G.S.Sm.) Błaszk., Niezgoda, B.T.Goto & Magurno" "SPECIES" "Entrophospora" "Entrophosporaceae" "Entrophosporales" "Glomeromycetes" "Glomeromycota" "NOT_EVALUATED"
"Claroideoglomus drummondii" NA NA NA NA NA NA NA NA NA NA NA NA 27 27 10305.9947001013 NA NA NA NA NA 0 NA NA NA "Entrophospora drummondii (Błaszk. & Renker) Błaszk., Niezgoda, B.T.Goto & Magurno" "SPECIES" "Entrophospora" "Entrophosporaceae" "Entrophosporales" "Glomeromycetes" "Glomeromycota" "NOT_EVALUATED"
"Claroideoglomus etunicatum" NA NA NA NA NA NA NA NA NA NA NA NA 94 94 434892.765431537 NA NA NA NA NA 0 NA NA NA "Entrophospora etunicata (W.N.Becker & Gerd.) Błaszk., Niezgoda, B.T.Goto & Magurno" "SPECIES" "Entrophospora" "Entrophosporaceae" "Entrophosporales" "Glomeromycetes" "Glomeromycota" "NOT_EVALUATED"
"Claroideoglomus lamellosum" NA NA NA NA NA NA NA NA NA NA NA NA 40 44 36861.3538021202 NA NA NA NA NA 0 NA NA NA "Entrophospora lamellosa (Dalpé, Koske & Tews) Błaszk., Niezgoda, B.T.Goto & Magurno" "SPECIES" "Entrophospora" "Entrophosporaceae" "Entrophosporales" "Glomeromycetes" "Glomeromycota" "NOT_EVALUATED"
"Claroideoglomus luteum" NA NA NA NA NA NA NA NA NA NA NA NA 120 120 904778.68423386 NA NA NA NA NA 0 NA NA NA "Entrophospora lutea (L.J.Kenn., J.C.Stutz & J.B.Morton) Błaszk., Niezgoda, B.T.Goto & Magurno" "SPECIES" "Entrophospora" "Entrophosporaceae" "Entrophosporales" "Glomeromycetes" "Glomeromycota" "NOT_EVALUATED"
"Claroideoglomus walkeri" NA NA NA NA NA NA NA NA NA NA NA NA 40 40 33510.3216382911 NA NA NA NA NA 0 NA NA NA "Entrophospora walkeri (Błaszk. & Renker) Błaszk., Niezgoda, B.T.Goto & Magurno" "SPECIES" "Entrophospora" "Entrophosporaceae" "Entrophosporales" "Glomeromycetes" "Glomeromycota" "NOT_EVALUATED"
"Clastoderma debaryanum" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Clastoderma debaryanum A.Blytt, 1880" "SPECIES" "Clastoderma" "Clastodermataceae" "Echinosteliales" "Myxomycetes" "Mycetozoa" "NOT_EVALUATED"
"Clathrospora heterospora" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Clathrospora heterospora (De Not.) Wehm." "SPECIES" "Clathrospora" "Diademaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Clathrospora multiseptata" "parasite" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Platysporoides multiseptata (E.Müll.) Shoemaker & C.E.Babc." "SPECIES" "Platysporoides" "Pleosporaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Clathrospora muscicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Clathrospora muscicola Racov." "SPECIES" "Clathrospora" "Diademaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Clathrospora permunda" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Clathrospora permunda (Cooke) Berl." "SPECIES" "Clathrospora" "Diademaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Clathrospora pyrenophoroides" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "above_litter" NA NA "Comoclathris pyrenophoroides (Sacc.) Checa" "SPECIES" "Comoclathris" "Diademaceae" "Pleosporales" "Dothideomycetes" "Ascomycota" "NOT_EVALUATED"
"Clathrus archeri" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Clathrus archeri (Berk.) Dring" "SPECIES" "Clathrus" "Phallaceae" "Phallales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Clathrus ruber" "saprobe" NA NA NA 44 NA 0.1 NA 1165.81 NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Clathrus ruber P.Micheli ex Pers." "SPECIES" "Clathrus" "Phallaceae" "Phallales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Claussenomyces atrovirens" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Vexillomyces atrovirens (Pers.) Baral, Quijada & G.Marson" "SPECIES" "Vexillomyces" "Tympanidaceae" "Leotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Claussenomyces griseus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Claussenomyces kirschsteinianus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Claussenomyces kirschsteinianus (Kirschst.) G.Marson & Baral" "SPECIES" "Claussenomyces" "Tympanidaceae" "Leotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Claussenomyces munathina" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Claussenomyces olivaceus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 0 0 "resin" NA NA "Claussenomyces olivaceus (Fuckel) Sherwood" "SPECIES" "Claussenomyces" "Tympanidaceae" "Leotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Claussenomyces prasinulus" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA "Claussenomyces prasinulus (P.Karst.) Korf & Abawi" "SPECIES" "Claussenomyces" "Tympanidaceae" "Leotiales" "Leotiomycetes" "Ascomycota" "NOT_EVALUATED"
"Claussenomyces salicicola" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA 1 0 "wood" NA NA NA NA NA NA NA NA NA NA
"Clavaria aestivalis" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Clavaria aestivalis Romagn." "SPECIES" "Clavaria" "Clavariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Clavaria argillacea" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Clavaria argillacea Pers." "SPECIES" "Clavaria" "Clavariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Clavaria atrofusca" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Clavaria atrofusca Velen." "SPECIES" "Clavaria" "Clavariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
"Clavaria candida" "saprobe" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 NA 0 0 "soil_peat" NA NA "Clavulinopsis candida (Weinm.) Corner" "SPECIES" "Clavulinopsis" "Clavariaceae" "Agaricales" "Agaricomycetes" "Basidiomycota" "NOT_EVALUATED"
