species Genus Family Order BodyMass_g BodyLength_mm Litter_size Reproductive_mode Age_at_maturity_y First_breeding_y Longevity_max_y Activity Diet Diet_Inv Diet_Vert Diet_Scav Diet_Fruit Diet_Nect Diet_Seed Diet_Plant Fos Ter Aqu Arb Aer Verticality EcoTer EcoFresh EcoMar MajorHabitat_1 MajorHabitat_2 MajorHabitat_3 MajorHabitat_4 MajorHabitat_5 MajorHabitat_6 MajorHabitat_7 MajorHabitat_8 MajorHabitat_9 MajorHabitat_10 MajorHabitat_12 MajorHabitat_13 MajorHabitat_14 MajorHabitat_15 MajorHabitat_16 MajorHabitat_17 MajorHabitatSum HabitatBreadth PropUrbanArea PropCroplandArea PropPastureArea PropRangeLandArea AnnuMeanTemp AnnuPrecip TempSeasonality PrecipSeasonality Elevation Dispersal_km RangeSize_km2 IUCN_status Head_length_mm Eye_diameter_mm Interorbital_dist_mm Internarial_dist_mm Eye_nostril_dist_mm gbif_accepted gbif_rank gbif_genus gbif_family gbif_order gbif_class gbif_phylum gbif_IUCN
"Indirana chiravasi" Indirana Ranixalidae NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.30888889 3.4233333335 2.8833333335 2.72 2.801111111 "Indirana chiravasi Padhye, Modak & Dahanukar, 2014" SPECIES Indirana Ranixalidae Anura Amphibia Chordata LEAST_CONCERN
"Indirana diplosticta" Indirana Ranixalidae Anura NA 25.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.009780644 0.25223403 0.015246706 0 26.35041673 1645.763025 1171.771423 77.03637563 255.7711378 NA 48400 NEAR_THREATENED NA NA NA NA NA "Walkerana diplosticta (Günther, 1876)" SPECIES Walkerana Ranixalidae Anura Amphibia Chordata NEAR_THREATENED
"Indirana duboisi" Indirana Ranixalidae NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.725 3.35 2.975 2.85 2.775 "Indirana duboisi Dahanukar, Modak, Krutha, Nameer, Padhye & Molur, 2016" SPECIES Indirana Ranixalidae Anura Amphibia Chordata NEAR_THREATENED
"Indirana gundia" Indirana Ranixalidae Anura NA 33 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.004235645 0.110742122 0.010177173 0 25.2594081 3619.365031 1190.24164 121.3009628 401.681869 NA 24200 NEAR_THREATENED 11.86388889 3.886111111 2.9555555555 2.967222222 2.813888889 "Indirana gundia (Dubois, 1986)" SPECIES Indirana Ranixalidae Anura Amphibia Chordata NEAR_THREATENED
"Indirana leithii" Indirana Ranixalidae Anura NA 38 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.016135424 0.409070429 0.020403492 0.000320585 25.15355735 2436.133951 1892.796446 135.143429 421.8569487 NA 96800 LEAST_CONCERN 11.125 3.25 3 2.85 2.775 "Indirana leithii (Boulenger, 1888)" SPECIES Indirana Ranixalidae Anura Amphibia Chordata LEAST_CONCERN
"Indirana leptodactyla" Indirana Ranixalidae Anura NA 45 30 Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.006964572 0.257905289 0.017377022 0 25.34918392 1500.387679 1244.482311 78.77710062 473.0751373 NA 72600 VULNERABLE NA NA NA NA NA "Walkerana leptodactyla (Boulenger, 1882)" SPECIES Walkerana Ranixalidae Anura Amphibia Chordata VULNERABLE
"Indirana longicrus" Indirana Ranixalidae Anura NA 20 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001338083 0.19912356 0.018983135 0 24.07297715 2892.827151 1443.327957 122.2518817 697.9727151 NA 12100 DATA_DEFICIENT NA NA NA NA NA "Indirana longicrus (Rao, 1937)" SPECIES Indirana Ranixalidae Anura Amphibia Chordata DATA_DEFICIENT
"Indirana paramakri" Indirana Ranixalidae NA NA 31.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.95 3.8 3.15 NA 2.65 "Indirana paramakri Garg & Biju, 2016" SPECIES Indirana Ranixalidae Anura Amphibia Chordata ENDANGERED
"Indirana phrynoderma" Indirana Ranixalidae Anura 15 35 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.013559146 0.244310945 0.011544302 0 25.92360044 2288.300221 1294.604674 82.33455007 361.9509539 NA 24200 ENDANGERED NA NA NA NA NA "Walkerana phrynoderma (Boulenger, 1882)" SPECIES Walkerana Ranixalidae Anura Amphibia Chordata ENDANGERED
"Indirana salelkari" Indirana Ranixalidae NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.7625 3.525 2.9125 2.825 2.8875 "Indirana salelkari Modak, Dahanukar, Gosavi & Padhye, 2015" SPECIES Indirana Ranixalidae Anura Amphibia Chordata VULNERABLE
"Indirana sarojamma" Indirana Ranixalidae NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 13.4 3.875 3.025 3.1 3.4 "Indirana sarojamma Dahanukar, Modak, Krutha, Nameer, Padhye & Molur, 2016" SPECIES Indirana Ranixalidae Anura Amphibia Chordata NEAR_THREATENED
"Indirana semipalmata" Indirana Ranixalidae Anura NA 35.5 243 Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.007567006 0.241822976 0.015704951 0 25.22421117 2092.551921 1297.372449 88.79963083 493.4337293 NA 108900 LEAST_CONCERN 9.360869565 2.847826087 2.5826086955 2.4333333335 2.343478261 "Indirana semipalmata (Boulenger, 1882)" SPECIES Indirana Ranixalidae Anura Amphibia Chordata LEAST_CONCERN
"Indirana tenuilingua" Indirana Ranixalidae Anura NA 23 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.00344599 0.134828163 0.012577007 0 24.93607749 3421.366203 1259.213672 121.5601108 482.4281617 NA 24200 NA NA NA NA NA NA "Indirana Laurent, 1986" SPECIES Indirana Ranixalidae Anura Amphibia Chordata NOT_EVALUATED
"Indirana tysoni" Indirana Ranixalidae NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10.925 3.975 2.925 3.075 2.625 "Indirana tysoni Dahanukar, Modak, Krutha, Nameer, Padhye & Molur, 2016" SPECIES Indirana Ranixalidae Anura Amphibia Chordata VULNERABLE
"Indirana yadera" Indirana Ranixalidae NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11.16666667 3.166666667 2.533333333 2.733333333 2.633333333 "Indirana yadera Dahanukar, Modak, Krutha, Nameer, Padhye & Molur, 2016" SPECIES Indirana Ranixalidae Anura Amphibia Chordata VULNERABLE
"Indosylvirana aurantiaca" Indosylvirana Ranidae NA NA 33.85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12.5 3.9 NA NA NA "Indosylvirana aurantiaca (Boulenger, 1904)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata ENDANGERED
"Indosylvirana caesari" Indosylvirana Ranidae NA NA 17.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 20.8 5.5 NA NA 4.4 "Indosylvirana caesari (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata VULNERABLE
"Indosylvirana doni" Indosylvirana Ranidae NA NA 45.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 16.6 4.5 NA NA 4.4 "Indosylvirana doni (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata NEAR_THREATENED
"Indosylvirana flavescens" Indosylvirana Ranidae NA NA 62.85 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24.35 6.35 NA NA 5.75 "Indosylvirana flavescens (Jerdon, 1853)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata VULNERABLE
"Indosylvirana indica" Indosylvirana Ranidae NA NA 61.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24.65 5.7 NA NA 5.8 "Indosylvirana indica (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata LEAST_CONCERN
"Indosylvirana intermedia" Indosylvirana Ranidae NA NA 40.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.45 4 NA NA 3.85 "Indosylvirana intermedia (Rao, 1937)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata LEAST_CONCERN
"Indosylvirana magna" Indosylvirana Ranidae NA NA 84.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 32.65 8.8 NA NA 7.35 "Indosylvirana magna (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata VULNERABLE
"Indosylvirana milleti" Indosylvirana Ranidae NA NA 40.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.8 NA 4 NA NA "Indosylvirana milleti (Smith, 1921)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata LEAST_CONCERN
"Indosylvirana montana" Indosylvirana Ranidae NA NA 65.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 26.2 7.45 NA NA 5.95 "Indosylvirana montana (Rao, 1922)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata LEAST_CONCERN
"Indosylvirana serendipi" Indosylvirana Ranidae NA NA 38.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.6 5 NA NA 4.25 "Indosylvirana serendipi (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata VULNERABLE
"Indosylvirana sreeni" Indosylvirana Ranidae NA NA 61.15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24.85 6.3 NA NA 5.65 "Indosylvirana sreeni (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata LEAST_CONCERN
"Indosylvirana temporalis" Indosylvirana Ranidae NA NA 63.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 25.25 7.85 NA NA 5.3 "Indosylvirana temporalis (Günther, 1864)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata VULNERABLE
"Indosylvirana urbis" Indosylvirana Ranidae NA NA 36.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14 4.1 NA NA 3.25 "Indosylvirana urbis (Biju, Garg, Mahony, Wijayathilaka, Senevirathne & Meegaskumbura, 2014)" SPECIES Indosylvirana Ranidae Anura Amphibia Chordata VULNERABLE
"Indotyphlus battersbyi" Indotyphlus Caeciliidae Gymnophiona NA 240 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 1 1 0 0 0.25 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.026532379 0.435063112 0.022042796 0 25.02874874 2624.101359 1918.336459 142.0702211 428.2087702 NA 36300 DATA_DEFICIENT 5.775 NA 2.3 1.3 2.25 "Indotyphlus battersbyi Taylor, 1960" SPECIES Indotyphlus Indotyphlidae Gymnophiona Amphibia Chordata DATA_DEFICIENT
"Indotyphlus maharashtraensis" Indotyphlus Caeciliidae Gymnophiona NA 205 NA NA NA NA NA NA Carnivorous 1 0 NA 0 0 0 0 1 1 1 0 0 0.25 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0 0.332052632 0.023624159 0 25.24006364 3007.026014 1761.5214 142.3218775 347.6791997 NA 12100 DATA_DEFICIENT 4.825 NA 1.825 1.1 1.6910714285 "Indotyphlus maharashtraensis Giri, Wilkinson & Gower, 2004" SPECIES Indotyphlus Indotyphlidae Gymnophiona Amphibia Chordata DATA_DEFICIENT
"Ingerana alpina" Ingerana Dicroglossidae Anura NA 20.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.0000507275 0.002270908 0.004537942 0.032368385 5.871008454 1272.802234 5913.257126 66.43423913 3331.512349 NA 12100 VULNERABLE NA NA NA NA NA "Liurana alpina Huang & Ye, 1997" SPECIES Liurana Ceratobatrachidae Anura Amphibia Chordata NEAR_THREATENED
"Ingerana baluensis" Ingerana Ceratobatrachidae Anura NA 28.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.002735182 0.095007688 0.00336286 0.0000023658 24.85878458 3346.342584 372.9677426 19.59269137 333.7139313 NA 278300 LEAST_CONCERN NA NA NA NA NA "Alcalus baluensis (Boulenger, 1896)" SPECIES Alcalus Ceratobatrachidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerana borealis" Ingerana Dicroglossidae Anura NA 38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.003414881 0.19240998 0.014453451 0.002463679 19.68552257 2650.414392 4430.192137 82.21941241 949.1753673 NA 278300 LEAST_CONCERN 6.6 2.85 2.445 2.345 2.135 "Ingerana borealis (Annandale, 1912)" SPECIES Ingerana Dicroglossidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerana charlesdarwini" Ingerana Dicroglossidae Anura NA 26 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.00040786 0.002316841 0.00072592 0 27.16392658 2912.637493 619.2415361 72.99528414 3.386960066 NA 36300 VULNERABLE NA NA NA NA NA "Ingerana charlesdarwini (Das, 1998)" SPECIES Ingerana Dicroglossidae Anura Amphibia Chordata VULNERABLE
"Ingerana liui" Ingerana Dicroglossidae Anura NA 38.5 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001299406 0.062253593 0.108665876 0 19.85689996 1488.765749 3411.336195 83.11249016 1213.912787 NA 108900 VULNERABLE NA NA NA NA NA "Limnonectes liui (Yang, 1983)" SPECIES Limnonectes Dicroglossidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerana mariae" Ingerana Dicroglossidae Anura NA 33.1 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000426377 0.041386935 0.005101015 0 26.40342734 1671.608117 456.7540605 52.18137689 49.79707163 NA 24200 ENDANGERED NA NA NA NA NA "Alcalus mariae (Inger, 1954)" SPECIES Alcalus Ceratobatrachidae Anura Amphibia Chordata ENDANGERED
"Ingerana medogensis" Ingerana Dicroglossidae Anura NA 21 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.0000507275 0.002270908 0.004537942 0.032368385 5.871008454 1272.802234 5913.257126 66.43423913 3331.512349 NA 12100 LEAST_CONCERN NA NA NA NA NA "Liurana medogensis Fei, Ye & Huang, 1997" SPECIES Liurana Ceratobatrachidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerana rajae" Ingerana Dicroglossidae Anura NA 40.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0 0.107113522 0.011248647 0 25.28344444 3475.987361 216.3431944 17.62458333 258.5055096 NA 12100 NEAR_THREATENED NA NA NA NA NA "Alcalus rajae (Iskandar, Bickford & Arifin, 2011)" SPECIES Alcalus Ceratobatrachidae Anura Amphibia Chordata NEAR_THREATENED
"Ingerana reticulata" Ingerana Dicroglossidae Anura NA 21 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.0000507275 0.002270908 0.004537942 0.032368385 5.871008454 1272.802234 5913.257126 66.43423913 3331.512349 NA 12100 DATA_DEFICIENT 6.9 2.5 2.15 2.6 NA "Ingerana reticulata (Zhao & Li, 1984)" SPECIES Ingerana Dicroglossidae Anura Amphibia Chordata DATA_DEFICIENT
"Ingerana sariba" Ingerana Dicroglossidae Anura NA 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.015654748 0.139561104 0.001223128 0.0000366159 24.05313602 2504.527092 531.1309148 29.03766933 389.5215972 NA 12100 ENDANGERED NA NA NA NA NA "Alcalus sariba (Shelford, 1905)" SPECIES Alcalus Ceratobatrachidae Anura Amphibia Chordata ENDANGERED
"Ingerana tasanae" Ingerana Dicroglossidae Anura NA 23 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001416657 0.110206219 0.003095224 0 26.17366754 2753.341832 899.3113241 73.23423656 188.3468906 NA 72600 LEAST_CONCERN NA NA NA NA NA "Alcalus tasanae (Smith, 1921)" SPECIES Alcalus Ceratobatrachidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerana tenasserimensis" Ingerana Dicroglossidae Anura NA 17.4 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 1 0 0.75 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.004262959 0.152569635 0.003911278 0 26.06702089 2700.4977 870.6124303 79.30962111 195.6764807 NA 229900 LEAST_CONCERN NA NA NA NA NA "Ingerana tenasserimensis (Sclater, 1892)" SPECIES Ingerana Dicroglossidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerana xizangensis" Ingerana Dicroglossidae Anura NA 21.3 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 NA 0.0000884761 0.002381855 0.050328139 0.04870044 4.222171015 1104.434297 6106.753409 69.67038388 3656.074094 NA 24200 VULNERABLE NA NA NA NA NA "Liurana xizangensis (Hu, 1977)" SPECIES Liurana Ceratobatrachidae Anura Amphibia Chordata VULNERABLE
"Ingerophrynus biporcatus" Ingerophrynus Bufonidae Anura NA 80 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 NA 0.013395897 0.309758379 0.06860192 0 25.38245715 2603.907582 360.5393326 44.42144585 196.4942483 NA 726000 LEAST_CONCERN NA NA NA NA NA "Ingerophrynus biporcatus (Gravenhorst, 1829)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerophrynus celebensis" Ingerophrynus Bufonidae Anura NA NA NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 4 NA 0.001792942 0.088301555 0.011029961 0 23.8650578 2368.907614 351.3202048 35.13843161 355.3513576 NA 532400 LEAST_CONCERN NA NA NA NA NA "Ingerophrynus celebensis (Günther, 1859)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerophrynus claviger" Ingerophrynus Bufonidae Anura NA 69.2 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001147361 0.150821301 0.025662499 0 23.72603885 3039.611931 294.0816431 29.35746314 315.0588002 NA 48400 LEAST_CONCERN NA NA NA NA NA "Ingerophrynus claviger (Peters, 1863)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerophrynus divergens" Ingerophrynus Bufonidae Anura NA 55 NA Oviparous NA NA NA Nocturnal Carnivorous 1 0 NA 0 0 0 0 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001829988 0.12666044 0.015446258 0.00000077424 24.72544684 3241.784336 326.5838511 21.14680486 360.3300157 NA 750200 LEAST_CONCERN NA NA NA NA NA "Ingerophrynus divergens (Peters, 1871)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerophrynus galeatus" Ingerophrynus Bufonidae Anura NA 63.5 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.001922081 0.135599007 0.035124354 0 22.27516735 1892.296213 3058.44146 80.27549239 598.1033699 NA 750200 LEAST_CONCERN NA NA NA NA NA "Ingerophrynus galeatus (Günther, 1864)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata LEAST_CONCERN
"Ingerophrynus gollum" Ingerophrynus Bufonidae Anura NA 27.3 NA Oviparous NA NA NA Nocturnal NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.003992073 0.265627304 0.016571491 0 26.44514664 2547.088953 455.4090368 30.70656543 77.95795139 NA 12100 ENDANGERED 8.5 2.7 3.4 2.2 NA "Ingerophrynus gollum Grismer, 2007" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata ENDANGERED
"Ingerophrynus kumquat" Ingerophrynus Bufonidae Anura NA 39.7 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 1 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.059830349 0.18226998 0.006238197 0 25.92294756 2433.030536 453.1310892 27.84825252 203.5701682 NA 48400 ENDANGERED NA NA NA NA NA "Ingerophrynus kumquat (Das & Lim, 2001)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata ENDANGERED
"Ingerophrynus ledongensis" Ingerophrynus Bufonidae Anura NA 56.35 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 NA 0.000836557 0.031391895 0.05834589 0 24.24586009 1191.67658 3085.158837 85.12166272 39.23472222 NA 12100 NEAR_THREATENED 18.8 5.95 6.25 4.3 NA "Ingerophrynus ledongensis (Fei, Ye & Huang, 2009)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata NEAR_THREATENED
"Ingerophrynus macrotis" Ingerophrynus Bufonidae Anura NA 37 NA Oviparous NA NA NA NA NA NA NA NA NA NA NA NA 0 1 0 0 0 0.5 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 NA 0.004019675 0.196853329 0.014433118 0.0000429677 24.66834298 2001.856301 2205.828129 82.66863757 404.0668279 NA 2795100 LEAST_CONCERN NA NA NA NA NA "Ingerophrynus macrotis (Boulenger, 1887)" SPECIES Ingerophrynus Bufonidae Anura Amphibia Chordata LEAST_CONCERN
