"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "AnnuMeanTemp" "Migration_type" "Migration_dist" "MISSING_ALL_TRAITS"
"Chondrostoma prespense" "Chondrostoma prespense Karaman, 1924" "SPECIES" "accepted" "Chondrostoma prespense Karaman, 1924" "Chondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1395.57054811245 270 3.8684665 0.650420442 0.445922922 0.527898667 0.399206052 0.368595239 0.453952285 0.172268642 1.885064254 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Chondrostoma scodrense" "Chondrostoma scodrense Elvira, 1987" "SPECIES" "accepted" "Chondrostoma scodrense Elvira, 1987" "Chondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EX" "EXTINCT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1036.53751213082 135 3.870090841 0.665505226 0.417873828 0.522679194 0.342975935 0.42350672 0.392029617 0.180322861 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Chondrostoma soetta" "Chondrostoma soetta Bonaparte, 1840" "SPECIES" "accepted" "Chondrostoma soetta Bonaparte, 1840" "Chondrostoma" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "CR" "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 142995.346289566 450 3.465008231 0.588680133 0.426310357 0.534746139 0.295381187 0.318968356 0.329065301 0.1479023 2.457899825 NA NA NA "ma3" NA "ls2" "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "ben" NA "rheo" "rheo" "fre" NA NA NA NA NA "NO"
"Chondrostoma toxostoma" "Chondrostoma toxostoma (Vallot, 1837)" "SPECIES" "synonym" "Parachondrostoma toxostoma (Vallot, 1837)" "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "CR" "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 220398.427872648 300 4.39650385 0.547940595 0.432179532 0.465760725 0.293643431 0.438372109 0.236337246 0.156697815 2.624828153 NA "fe2" NA "ma4" NA "ls2" NA NA NA NA NA NA NA NA NA "bentic" "ben" NA NA "rheo" "fre" NA NA NA "pot" NA "NO"
"Chondrostoma turiense" "Chondrostoma turiense Elvira, 1987" "SPECIES" "synonym" "Parachondrostoma turiensis (Elvira, 1987)" "Parachondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15593.691920818 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "bentic" NA NA NA NA "fre" NA NA NA NA NA "NO"
"Chondrostoma vardarense" "Chondrostoma vardarense Karaman, 1928" "SPECIES" "accepted" "Chondrostoma vardarense Karaman, 1928" "Chondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 173096.493038812 350 4.24250545 0.525430789 0.326237079 0.393222622 0.241800455 0.473520876 0.328816007 0.155461951 2.249765654 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Chondrostoma variabile" "Chondrostoma variabile Yakovlev, 1870" "SPECIES" "accepted" "Chondrostoma variabile Yakovlev, 1870" "Chondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2037743.21474063 350 3.497178483 0.517395969 0.443366065 0.419034363 0.384305778 0.406344788 0.247684501 0.150993116 2.87424119 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Chondrostoma willkommii" "Chondrostoma willkommii Steindachner, 1866" "SPECIES" "synonym" "Pseudochondrostoma willkommii (Steindachner, 1866)" "Pseudochondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 174217.16409513 400 4.193032881 0.546616531 0.442934426 0.473185181 0.396163934 0.412535674 0.314020803 0.180643122 1.677966102 NA NA NA NA NA NA "Scavenger" NA NA NA NA NA NA NA NA "bentic" "ben" NA "rheo" "rheo" "fre" NA NA NA NA NA "NO"
"Chromis facetum" "Chromis facetus Jenyns, 1842" "SPECIES" "synonym" "Australoheros facetus (Jenyns, 1842)" "Australoheros" "Cichlidae" "Perciformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 56127.452667232 193 2.103301872 0.531925175 0.420797814 0.408123818 0.22957377 0.511160334 0.419729672 0.259236044 1.546602972 NA NA NA "ma1" NA "ls1" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "ben" NA "limno" "limno" "fre" NA NA NA NA NA "NO"
"Cichlasoma facetum" "Cichlasoma facetum (Jenyns, 1842)" "SPECIES" "synonym" "Australoheros facetus (Jenyns, 1842)" "Australoheros" "Cichlidae" "Perciformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 56127.452667232 193 2.103301872 0.531925175 0.420797814 0.408123818 0.22957377 0.511160334 0.419729672 0.259236044 1.546602972 NA NA NA "ma1" NA "ls1" "Omnivorous" NA NA NA NA NA NA NA NA "bentic" "ben" NA "limno" "limno" "fre" NA NA NA NA NA "NO"
"Clupea caspia" "Clupea caspia Eichwald, 1838" "SPECIES" "homotypic synonym" "Alosa caspia (Eichwald, 1838)" "Alosa" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 651472.175800941 NA NA NA NA NA NA NA NA NA NA NA NA NA "ma1" NA "ls1" NA NA NA NA NA NA NA NA NA "pelagic" "wc" NA NA "limno" "fbm" NA NA NA "dia" NA "NO"
"Clupea fallax" "Clupea fallax Lacepède, 1803" "SPECIES" "synonym" "Alosa fallax (Lacepède, 1803)" "Alosa" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "No" "DD" "LC" "REGIONALLY_EXTINCT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1061630.9294376 600 3.626264914 0.584315807 0.36249818 0.546593042 0.866203692 0.471669221 0.192536818 0.1380103 3.533629851 NA "fe3" NA "ma5" NA "ls2" NA NA NA NA NA NA NA NA NA "pelagic" "wc" NA "rheo" "rheo" "fre" NA NA NA "dia" "medium" "NO"
"Clupea macedonica" "Clupea macedonica Vinciguerra, 1921" "SPECIES" "homotypic synonym" "Alosa macedonica (Vinciguerra, 1921)" "Alosa" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 115.113440366648 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "wc" NA NA "limno" NA NA NA NA NA NA "NO"
"Clupea maeotica" "Clupea maeotica Grimm, 1901" "SPECIES" "homotypic synonym" "Alosa maeotica (Grimm, 1901)" "Alosa" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 152834.668640224 NA NA NA NA NA NA NA NA NA NA NA NA NA "ma1" NA "ls1" NA NA NA NA NA NA NA NA NA "pelagic" "wc" NA NA "limno" "fbm" NA NA NA "nom" NA "NO"
"Clupea tscharchalensis" "Clupea tscharchalensis Borodin, 1896" "SPECIES" "homotypic synonym" "Clupeonella tscharchalensis (Borodin, 1896)" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 331979.637471025 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Clupeonella abrau" "Clupeonella abrau (Maliatsky, 1930)" "SPECIES" "accepted" "Clupeonella abrau (Maliatsky, 1930)" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1022.1906773937 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Clupeonella caspia" "Clupeonella caspia Svetovidov, 1941" "SPECIES" "accepted" "Clupeonella caspia Svetovidov, 1941" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 416576.214438424 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Clupeonella cultriventris" "Clupeonella cultriventris (Nordmann, 1840)" "SPECIES" "accepted" "Clupeonella cultriventris (Nordmann, 1840)" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 132779.994319096 145 3.607350832 0.686288009 0.500814286 0.711495984 0.654342857 0.502008032 0.274519507 0.149156377 2.599453467 NA "fe1" NA "ma2" NA "ls1" NA NA NA NA NA NA NA NA NA "pelagic" "wc" NA NA "eury" "fbm" NA NA NA "dia" NA "NO"
"Clupeonella tscharchalensis" "Clupeonella tscharchalensis (Borodin, 1896)" "SPECIES" "accepted" "Clupeonella tscharchalensis (Borodin, 1896)" "Clupeonella" "Clupeidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 331979.637471025 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis albicoloris" "Cobitis albicoloris Chichkoff, 1932" "SPECIES" "accepted" "Cobitis albicoloris Chichkoff, 1932" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Cobitis anguillicaudatus" "Cobitis anguillicaudata Cantor, 1842" "SPECIES" "synonym" "Misgurnus anguillicaudatus (Cantor, 1842)" "Misgurnus" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 280 6.754390351 0.497109649 0.235894757 0.158328947 NA 0.520600877 0.169592105 0.110659668 1.343433219 NA "fe1" NA "ma2" NA "ls2" "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "ben" NA "limno" "eury" "fre" NA NA NA NA NA "NO"
"Cobitis arachthosensis" "Cobitis arachthosensis Economidis & Nalbant, 1996" "SPECIES" "accepted" "Cobitis arachthosensis Economidis & Nalbant, 1996" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4119.07941490113 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis balcanica" "Cobitis balcanica Karaman, 1922" "SPECIES" "homotypic synonym" "Sabanejewia balcanica (Karaman, 1922)" "Sabanejewia" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 760005.124103314 90 6.448644885 0.66461229 0.210936735 0.184958354 NA 0.658075247 0.154980789 0.111901772 2.306908032 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "ben" "phylith" "eury" "rheo" "fre" NA NA NA "nom" "short" "NO"
"Cobitis bilineata" "Cobitis bilineata Canestrini, 1865" "SPECIES" "accepted" "Cobitis bilineata Canestrini, 1865" "Cobitis" "Cobitidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "EN" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 182179.502146285 100 6.348097982 0.519076769 0.171414826 0 NA 0.627406408 0.141795339 0.1147085 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis bulgarica" "Cobitis bulgarica Drensky, 1928" "SPECIES" "homotypic synonym" "Sabanejewia bulgarica (Drensky, 1928)" "Sabanejewia" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 148253.213356093 120 6.270123787 0.710003346 0.268304193 0.27693543 NA 0.59549013 0.188277016 NA 2.029354455 NA NA NA "ma1" NA "ls1" NA NA NA NA NA NA NA NA NA "bentic" NA NA "limno" "rheo" "fre" NA NA NA NA NA "NO"
"Cobitis calderoni" "Cobitis calderoni Băcescu, 1962" "SPECIES" "accepted" "Cobitis calderoni Băcescu, 1962" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 209461.852417341 100 10.5505618 0.606011236 0.184328283 0 NA 0.741573034 0.146067416 0.082064253 1.601473017 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "ben" NA "rheo" "rheo" "fre" NA NA NA NA NA "NO"
"Cobitis caucasica" "Cobitis caucasica Berg, 1906" "SPECIES" "homotypic synonym" "Sabanejewia caucasica (Berg, 1906)" "Sabanejewia" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 135242.289463942 105 6.636977587 0.718050932 0.246273305 0.221348148 NA 0.731844108 0.123375246 0.141413996 2.104184234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis dalmatina" "Cobitis dalmatina Karaman, 1928" "SPECIES" "accepted" "Cobitis dalmatina Karaman, 1928" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 9863.01720970524 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis elongata" "Cobitis elongata Heckel & Kner, 1858" "SPECIES" "accepted" "Cobitis elongata Heckel & Kner, 1858" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 119327.901610619 160 9.428288571 0.583924721 0.253 0 NA 0.666535973 0.236071359 0.096993993 1.9375 NA NA NA "ma1" NA "ls1" NA NA NA NA NA NA NA NA NA "bentic" "ben" NA "eury" "rheo" "fre" NA NA NA NA NA "NO"
"Cobitis elongatoides" "Cobitis elongatoides Băcescu & Mayer, 1969" "SPECIES" "accepted" "Cobitis elongatoides Băcescu & Mayer, 1969" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 865969.514257148 146 7.431527396 0.555087153 0.2689542 0 NA 0.761652615 0.113628616 0.15232585 2.035157895 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "ben" "psam" "eury" "rheo" "fre" NA NA NA "nom" "short" "NO"
"Cobitis fossilis" "Cobitis fossilis Linnaeus, 1758" "SPECIES" "homotypic synonym" "Misgurnus fossilis (Linnaeus, 1758)" "Misgurnus" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "RE" "LC" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 5226372.84159545 300 7.466360508 0.454787158 0.191796586 0.164344414 NA 0.518909773 0.13868115 NA 2.006729063 NA "fe3" NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "ben" "phy" "limno" "limno" "fre" NA NA NA "nom" "short" "NO"
"Cobitis hellenica" "Cobitis hellenica Economidis & Nalbant, 1996" "SPECIES" "accepted" "Cobitis hellenica Economidis & Nalbant, 1996" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3865.74777581286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ben" NA NA "eury" NA NA NA NA NA NA "NO"
"Cobitis heteroclitus" "Cobitis heteroclita Linnaeus, 1766" "SPECIES" "synonym" "Fundulus heteroclitus (Linnaeus, 1766)" "Fundulus" "Fundulidae" "Cyprinodontiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 180937 150 3.722513422 0.629596994 0.406665 0.586692224 0.179505 0.605614653 0.424369328 0.171524582 1.520272838 800 "fe1" 1 NA 4 "ls1" "Carnivorous" 1 1 1 1 0 1 0 0 "bentic" "ben" "phylith" NA "limno" "fbm" NA NA NA "nom" NA "NO"
"Cobitis illyrica" "Cobitis illyrica Freyhof & Stelbrink, 2007" "SPECIES" "accepted" "Cobitis illyrica Freyhof & Stelbrink, 2007" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1152.72343308482 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis jadovensis" "Cobitis jadovensis Mustafic & Mrakovcic, 2008" "SPECIES" "synonym" "Cobitis jadovaensis Mustafic & Mrakovcic, 2008" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1502.45533360637 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis larvata" "Cobitis larvata De Filippi, 1859" "SPECIES" "homotypic synonym" "Sabanejewia larvata (De Filippi, 1859)" "Sabanejewia" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "CR" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 139602.679413901 90 6.901335366 0.641414089 0.19427715 0.151578112 NA 0.75237787 0.192161121 0.116332301 2.084350291 NA NA NA NA NA NA "Carnivorous" NA NA NA NA NA NA NA NA NA "ben" NA "limno" "eury" NA NA NA NA NA NA "NO"
"Cobitis melanoleuca" "Cobitis melanoleuca Nichols, 1925" "SPECIES" "accepted" "Cobitis melanoleuca Nichols, 1925" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 200 6.72569092 0.529204286 0.273524879 0 0.323217511 0.639719736 0.100699864 0.112772656 1.586477292 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis merga" "Cobitis merga Krynicki, 1840" "SPECIES" "homotypic synonym" "Oxynoemacheilus merga (Krynicki, 1840)" "Oxynoemacheilus" "Nemacheilidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 51699.4562680754 100 6.240786918 0.482768923 0.508685189 0 NA 0.678079358 0 0.193556524 2.743535197 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis meridionalis" "Cobitis meridionalis Karaman, 1924" "SPECIES" "accepted" "Cobitis meridionalis Karaman, 1924" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 318.662821025835 110 6.813081704 0.642025953 0.208657534 0 NA 0.752414426 0.206398615 0.112601587 1.566541128 NA NA NA NA NA NA "Omnivorous" NA NA NA NA NA NA NA NA NA "ben" NA NA "limno" NA NA NA NA NA NA "NO"
"Cobitis narentana" "Cobitis narentana Karaman, 1928" "SPECIES" "accepted" "Cobitis narentana Karaman, 1928" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 11459.5867594211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis ohridana" "Cobitis ohridana Karaman, 1928" "SPECIES" "accepted" "Cobitis ohridana Karaman, 1928" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 54902.1853052185 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Cobitis paludica" "Cobitis paludica (de Buen, 1930)" "SPECIES" "accepted" "Cobitis paludica (de Buen, 1930)" "Cobitis" "Cobitidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 424480.235289572 100 6.458349725 0.523341201 0.242790698 0 NA 0.704825597 0.099708235 0.142331052 1.420566648 NA NA NA "ma1" NA "ls1" "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "ben" NA "eury" "limno" "fre" NA NA NA NA NA "NO"
