"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "AnnuMeanTemp" "Migration_type" "Migration_dist" "MISSING_ALL_TRAITS"
"Salmo ciscaucasicus" "Salmo ciscaucasicus Dorofeeva, 1967" "SPECIES" "accepted" "Salmo ciscaucasicus Dorofeeva, 1967" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Salmo colii" "Salmo colii Günther, 1863" "SPECIES" "homotypic synonym" "Salvelinus colii (Günther, 1863)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "NT" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2634.15069549298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo dentex" "Salmo dentex (Heckel, 1851)" "SPECIES" "accepted" "Salmo dentex (Heckel, 1851)" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 63297.5995336551 880 4.111318514 0.46002989 0.268802753 0.408727088 0.933702489 0.549385961 0.105754066 0.16628137 2.694710623 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo eperlanus" "Salmo eperlanus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Osmerus eperlanus (Linnaeus, 1758)" "Osmerus" "Osmeridae" "Osmeriformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1681743.1094752 450 6.114245986 0.644082098 0.4234378 0.693497974 0.938973274 0.6181144 0.202690658 0.148031667 3.331612086 NA "fe2" NA "ma1" NA "ls1" NA NA NA NA NA NA NA NA NA "pelagic" "wc" NA "eury" "eury" "fbm" NA NA NA "dia" "medium" "NO"
"Salmo ezenami" "Salmo ezenami Berg, 1948" "SPECIES" "accepted" "Salmo ezenami Berg, 1948" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 216.239935032088 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo farioides" "Salmo farioides Karaman, 1938" "SPECIES" "accepted" "Salmo farioides Karaman, 1938" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Salmo ferox" "Salmo ferox Jardine, 1835" "SPECIES" "accepted" "Salmo ferox Jardine, 1835" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23418.1121312844 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo fibreni" "Salmo fibreni Zerunian & Gandolfi, 1990" "SPECIES" "accepted" "Salmo fibreni Zerunian & Gandolfi, 1990" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 828.530960614188 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo fontinalis" "Salmo fontinalis Mitchill, 1814" "SPECIES" "homotypic synonym" "Salvelinus fontinalis (Mitchill, 1814)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4503559 860 3.471882099 0.6354576 0.320154569 0.56764812 0.937220636 0.438863261 0.277230417 0.153272033 2.280604817 6811 "fe1" 4 "ma2" 15 "ls3" "Omnivorous" 1 1 0 0 0 0 0 0 "demersal" "wc" "lith" "rheo" "rheo" "fbm" NA NA NA "dia" "short" "NO"
"Salmo gorbuscha" "Salmo gorbuscha Walbaum, 1792" "SPECIES" "homotypic synonym" "Oncorhynchus gorbuscha (Walbaum, 1792)" "Oncorhynchus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "NOT_APPLICABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1302235 760 3.534121834 0.490702692 0.238655229 0.477299079 0.942704793 0.440936253 0.227917434 0.142361977 3.834029036 1900 NA 2.5 NA 3 NA "Carnivorous" 1 1 0 0 0 0 0 0 "pelagic" "ben" "lith" "rheo" "rheo" NA NA NA NA NA NA "NO"
"Salmo grayi" "Salmo grayi Günther, 1862" "SPECIES" "homotypic synonym" "Salvelinus grayi (Günther, 1862)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23.2691364460591 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo gutturosus" "Salmo gutturosus Gmelin, 1818" "SPECIES" "homotypic synonym" "Coregonus gutturosus (Gmelin, 1818)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EX" "EXTINCT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 517.865571712522 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo hucho" "Salmo hucho Linnaeus, 1758" "SPECIES" "homotypic synonym" "Hucho hucho (Linnaeus, 1758)" "Hucho" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "RE" "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 143143.064855249 1500 5.480817184 0.575952812 0.201 0.504487171 0.85055102 0.620229612 0.196460894 0.136473126 3.168346735 NA "fe1" NA "ma4" NA "ls3" "Carnivorous" NA NA NA NA NA NA NA NA "bentic" "wc" "lith" "rheo" "rheo" "fre" NA NA NA "pot" "long" "NO"
"Salmo killinensis" "Salmo killinensis Günther, 1866" "SPECIES" "homotypic synonym" "Salvelinus killinensis (Günther, 1866)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2397.74180699846 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo labrax" "Salmo labrax Pallas, 1814" "SPECIES" "accepted" "Salmo labrax Pallas, 1814" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "InfoSpecies" NA "Yes" "CR" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2120206.60415968 1100 4.021182007 0.457372797 0.337829627 0.460144215 0.835189911 0.469688802 0.141190124 0.154848722 2.338002966 NA NA NA "ma4" NA "ls3" NA NA NA NA NA NA NA NA NA "demersal" NA NA NA "rheo" "fbm" NA NA NA "dia" NA "NO"
"Salmo lavaretus" "Salmo lavaretus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Coregonus lavaretus (Linnaeus, 1758)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "REGIONALLY_EXTINCT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 597.783551407472 730 4.227334121 0.535312147 0.433651344 0.480285458 0.481805498 0.34440707 0.288432317 0.126790896 3.023632403 NA "fe2" NA "ma3" NA NA NA NA NA NA NA NA NA NA NA "demersal" "wc" "pel" "limno" "eury" "fbm" NA NA NA "dia" NA "NO"
"Salmo lepechini" "Salmo lepechini Gmelin, 1789" "SPECIES" "homotypic synonym" "Salvelinus lepechini (Gmelin, 1789)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 454146.641996384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo letnica" "Salmo letnica (Karaman, 1924)" "SPECIES" "accepted" "Salmo letnica (Karaman, 1924)" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 348.39331223541 760 3.557150877 0.417728215 0.289942091 0.344778262 0.606903383 0.354197254 0.206262415 0.156560123 3.133358683 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo leucichthys" "Salmo leucichthys Güldenstädt, 1772" "SPECIES" "homotypic synonym" "Stenodus leucichthys (Güldenstädt, 1772)" "Stenodus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EW" "EXTINCT_IN_THE_WILD" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1500 4.452691312 0.600261003 0.367113074 0.566509297 0.915678576 0.385318094 0.239574107 0.153369415 2.844984206 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo lumi" "Salmo lumi Poljakov, Filipi, Basho & Hysenaj, 1958" "SPECIES" "accepted" "Salmo lumi Poljakov, Filipi, Basho & Hysenaj, 1958" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 348.39331223541 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo macedonicus" "Salmo macedonicus (Karaman, 1924)" "SPECIES" "accepted" "Salmo macedonicus (Karaman, 1924)" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 14586.8712908941 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo maraena" "Salmo maraena Bloch, 1779" "SPECIES" "homotypic synonym" "Coregonus maraena (Bloch, 1779)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 845012.896880822 1300 4.324533428 0.37210279 0.307664222 0.263196577 0.313627651 0.431359425 0.163917106 0.141129002 2.852747815 NA "fe1" NA "ma3" NA "ls2" NA NA NA NA NA NA NA NA NA "demersal" "ben" "pel" "rheo" "eury" "fre" NA NA NA "dia" "long" "NO"
"Salmo marmoratus" "Salmo marmoratus Cuvier, 1829" "SPECIES" "accepted" "Salmo marmoratus Cuvier, 1829" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "InfoSpecies" "INN" "Yes" "CR" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 144380.899480139 1200 4.786474032 0.525046706 0.240075998 0.464300245 0.929237552 0.572499689 0.159911986 0.122282764 2.05981087 NA NA NA "ma2" NA "ls2" "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "wc" NA "rheo" "rheo" "fre" NA NA NA "dia" NA "NO"
"Salmo montenigrinus" "Salmo montenigrinus (Karaman, 1933)" "SPECIES" "accepted" "Salmo montenigrinus (Karaman, 1933)" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "NOT_EVALUATED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Salmo muksun" "Salmo muksun Pallas, 1814" "SPECIES" "homotypic synonym" "Coregonus muksun (Pallas, 1814)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2865413.33814748 900 4.331857806 0.481558996 0.395735355 0.374394972 0.30727517 0.385946066 0.314330518 0.145628135 3.214216262 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo murta" "Salmo murta Saemundsson, 1908" "SPECIES" "homotypic synonym" "Salvelinus murta (Saemundsson, 1908)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 83.4699079233018 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo mykiss" "Salmo mykiss Walbaum, 1792" "SPECIES" "homotypic synonym" "Oncorhynchus mykiss (Walbaum, 1792)" "Oncorhynchus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" NA NA NA "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2607482 1200 3.945403278 0.603331072 0.318734538 0.50286397 0.825899299 0.525988454 0.243535353 0.155970227 2.650049006 27000 "fe1" 4 "ma2" 7 "ls2" "Carnivorous" 1 1 1 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fbm" NA NA NA "pot" "short" "NO"
"Salmo namaycush" "Salmo namaycush Walbaum, 1792" "SPECIES" "homotypic synonym" "Salvelinus namaycush (Walbaum, 1792)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" NA NA NA "NOT_APPLICABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 10505362 1250 4.850792773 0.642957227 0.329173077 0.478585914 1.014865385 0.479351032 0.242920354 0.16313325 3.656679023 11500 "fe1" 8 "ma5" 20 "ls3" "Omnivorous" 1 1 0 0 0 0 0 1 "bentic" "wc" "lith" "limno" "rheo" "fre" NA NA NA "nom" NA "NO"
"Salmo nasus" "Salmo nasus Pallas, 1776" "SPECIES" "homotypic synonym" "Coregonus nasus (Pallas, 1776)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 710 4.460251354 0.447189769 0.473164508 0.346817528 0.315070169 0.421766852 0.184867136 0.120629648 2.603707561 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo nelma" "Salmo nelma Pallas, 1773" "SPECIES" "homotypic synonym" "Stenodus nelma (Pallas, 1773)" "Stenodus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 13298791.2779016 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo nigripinnis" "Salmo nigripinnis Günther, 1866" "SPECIES" "accepted" "Salmo nigripinnis Günther, 1866" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 23.2691364460591 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo obtusirostris" "Salmo obtusirostris (Heckel, 1851)" "SPECIES" "accepted" "Salmo obtusirostris (Heckel, 1851)" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 35969.7978851628 700 3.927191593 0.52058698 0.206323007 0.350850167 0.562468258 0.455698034 0.240990258 0.139196797 2.562468203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo ohridanus" "Salmo ohridanus Steindachner, 1892" "SPECIES" "accepted" "Salmo ohridanus Steindachner, 1892" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 348.39331223541 340 3.973713537 0.475443388 0.388560033 0.380494556 0.464910892 0.460191558 0.284431334 0.15906454 2.223285418 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo olidus" "Salmo olidus Pallas, 1814" "SPECIES" "homotypic synonym" "Hypomesus olidus (Pallas, 1814)" "Hypomesus" "Osmeridae" "Osmeriformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 17624633.2248875 200 5.507065201 0.696600763 0.501428571 0.695662821 0.675815476 0.610332622 0.275839692 0.137275194 2.584557508 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo oxyrinchus" "Salmo oxyrinchus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Coregonus oxyrinchus (Linnaeus, 1758)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EX" "EXTINCT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 42273.7668629053 500 4.308684017 0.519562454 0.421875 0.40853014 0.466140625 0.428179568 0.24835084 0.117487217 2.860710637 NA "fe2" NA "ma3" NA NA "Carnivorous" NA NA NA NA NA NA NA NA "demersal" "ben" NA "rheo" "rheo" "fbm" NA NA NA "dia" "long" "NO"
"Salmo pelagonicus" "Salmo pelagonicus Karaman, 1938" "SPECIES" "accepted" "Salmo pelagonicus Karaman, 1938" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 12376.4039806024 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo peled" "Salmo peled Gmelin, 1789" "SPECIES" NA "unresolved_accepted_19059" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "YES"
"Salmo perisii" "Salmo perisii Günther, 1865" "SPECIES" "homotypic synonym" "Salvelinus perisii (Günther, 1865)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3571.29374536727 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo peristericus" "Salmo peristericus Karaman, 1938" "SPECIES" "accepted" "Salmo peristericus Karaman, 1938" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1076.90772708662 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo pidschian" "Salmo pidschian Gmelin, 1789" "SPECIES" "homotypic synonym" "Coregonus pidschian (Gmelin, 1789)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 500 4.529806904 0.498044308 0.523211568 0.426023839 0.551631469 0.325031307 0.266144118 0.107195697 2.914296654 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "limno" NA NA NA NA NA NA "NO"
"Salmo profundus" "Salmo profundus Schillinger, 1901" "SPECIES" "homotypic synonym" "Salvelinus profundus (Schillinger, 1901)" "Salvelinus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" "CR" "EX" "EXTINCT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 517.865571712522 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
"Salmo renke" "Salmo renke Schrank, 1783" "SPECIES" "homotypic synonym" "Coregonus renke (Schrank, 1783)" "Coregonus" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2973.01541911421 290 4.493950707 0.326521896 0.454081633 0.293583994 0.527007731 0.422883484 0.136184564 0.131953536 3.912062752 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "bentic" NA NA NA "limno" "fre" NA NA NA NA NA "NO"
"Salmo rhodanensis" "Salmo rhodanensis Fowler, 1974" "SPECIES" "accepted" "Salmo rhodanensis Fowler, 1974" "Salmo" "Salmonidae" "Salmoniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "EN" "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 100736.526530664 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NO"
