"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Foraging_strata" "BMR"
"Clethrionomys rutilus" "Clethrionomys rutilus (Pallas, 1779)" "SPECIES" "homotypic synonym" "Myodes rutilus (Pallas, 1779)" "Myodes" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Clethrionomys rutilus subsp. rossicus" "Clethrionomys rutilus rossicus Dukelski, 1928" "SUBSPECIES" "synonym" "Myodes rutilus (Pallas, 1779)" "Myodes" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cricetulus eversmanni" "Cricetulus eversmanni Brandt, 1859" "SPECIES" "homotypic synonym" "Allocricetulus eversmanni (Brandt, 1859)" "Allocricetulus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cricetulus migratorius" "Cricetulus migratorius (Pallas, 1773)" "SPECIES" "accepted" "Cricetulus migratorius (Pallas, 1773)" "Cricetulus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 11579700 38.5 120 4.925 "Viviparous" NA NA 2.40833424657534 "Nocturnal" "Herbivorous" 0 0 0 0 0 1 1 0.5 5 9 0.002432856 0.095970798 0.030921507 0.224690227 9.916710702 313.2624746 10183.6728 54.31661072 809.3118697 1.179 1 44.82
"Cricetus cricetus" "Cricetus cricetus (Linnaeus, 1758)" "SPECIES" "accepted" "Cricetus cricetus (Linnaeus, 1758)" "Cricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "CRITICALLY_ENDANGERED" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA NA NA NA NA NA 1 1 NA NA 0 7768200 510 340 7.14 "Viviparous" 0.236931506849315 0.25 4 "Nocturnal" "Herbivorous" 1 1 0 0 0 0 1 0.5 3 6 0.002883044 0.162027058 0.044341462 0.156210942 5.537320037 439.15672 11241.78588 32.99015879 259.9126524 0.64 1 250.8
"Cricetus cricetus subsp. canescens" "Cricetus cricetus canescens Nehring, 1899" "SUBSPECIES" "synonym" "Cricetus cricetus (Linnaeus, 1758)" "Cricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cricetus cricetus subsp. cricetus" "Cricetus cricetus cricetus" "SUBSPECIES" "synonym" "Cricetus cricetus (Linnaeus, 1758)" "Cricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cricetus cricetus subsp. latycranius" "Cricetus cricetus latycranius Ognev, 1923" "SUBSPECIES" "synonym" "Cricetus cricetus (Linnaeus, 1758)" "Cricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cricetus newtoni" "Cricetus newtoni Nehring, 1898" "SPECIES" "homotypic synonym" "Mesocricetus newtoni (Nehring, 1898)" "Mesocricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Cricetus raddei" "Cricetus raddei Nehring, 1894" "SPECIES" "homotypic synonym" "Mesocricetus raddei (Nehring, 1894)" "Mesocricetus" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura canariensis" "Crocidura canariensis Hutterer, Lopez-Jurado & Vogel, 1987" "SPECIES" "accepted" "Crocidura canariensis Hutterer, Lopez-Jurado & Vogel, 1987" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "EN" "ENDANGERED" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 1 36300 7.5 110 2.1 "Viviparous" NA NA NA "Nocturnal" "Omnivorous" 1 1 1 0 0 0 0 0.5 4 5 0.000440831 0.001858771 0 0 19.49590528 124.9790795 1971.419911 94.41031554 11.44594302 0.591 1 NA
"Crocidura leucodon" "Crocidura leucodon (Hermann, 1780)" "SPECIES" "accepted" "Crocidura leucodon (Hermann, 1780)" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "ENDANGERED" 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 5469200 9.8 NA 4.04 "Viviparous" 0.29358904109589 0.37713698630137 3 "Cathemeral" "Omnivorous" 1 1 1 0 0 0 0 0.5 3 8 0.007569736 0.19270151 0.071491378 0.020293948 10.28736623 687.4355712 7705.60082 34.46284506 602.3152219 0.711 1 29.8
"Crocidura osorio" "Crocidura osorio Molina & Hutterer, 1989" "SPECIES" "synonym" "Crocidura russula osorio Molina & Hutterer, 1989" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura pachyura" "Crocidura pachyura (Kuster, 1835)" "SPECIES" "accepted" "Crocidura pachyura (Kuster, 1835)" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "DD" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 0 217800 14.4 82.145 4.04 "Viviparous" 0.205479452054795 0.284931506849315 4 "Nocturnal" "Omnivorous" 1 1 1 0 0 0 0 0.5 2 5 0.006934161 0.265779991 0.033858297 0 16.4124384 633.8678835 5642.086902 52.29193946 290.6373446 0.7 1 NA
"Crocidura russula" "Crocidura russula (Hermann, 1780)" "SPECIES" "accepted" "Crocidura russula (Hermann, 1780)" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 0 2710400 11.5 86 4.04 "Viviparous" 0.205479452054795 0.260821917808219 4 "Cathemeral" "Omnivorous" 1 1 1 0 0 0 0 0.5 2 5 0.008947106 0.187473866 0.059944133 0.009885741 13.03230205 687.5425143 5926.005303 33.41933576 512.4506703 0.7 1 26.0528571428571
"Crocidura russula subsp. ibicensis" "Crocidura russula ibicensis Vericad & Balcells, 1965" "SUBSPECIES" "accepted" "Crocidura russula ibicensis Vericad & Balcells, 1965" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura russula subsp. ichnusae" "Crocidura russula ichnusae Festa, 1912" "SUBSPECIES" "accepted" "Crocidura russula ichnusae Festa, 1912" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura russula subsp. russula" "Crocidura russula russula" "SUBSPECIES" "accepted" "Crocidura russula russula (Hermann, 1780)" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura sicula" "Crocidura sicula Miller, 1900" "SPECIES" "accepted" "Crocidura sicula Miller, 1900" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 1 1 NA NA 0 108900 6.9 NA 4.38 "Viviparous" 0.276931506849315 0.358468493150685 4 "Cathemeral" "Omnivorous" 1 1 1 0 0 0 0 0.5 2 5 0.00803317 0.113287196 0.014118851 0 15.95911777 538.4719294 5368.135088 57.13522362 217.4640617 0.708 1 NA
"Crocidura sicula subsp. aegatensis" "Crocidura sicula aegatensis Hutterer, 1991" "SUBSPECIES" "accepted" "Crocidura sicula aegatensis Hutterer, 1991" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura sicula subsp. calypso" "Crocidura sicula calypso Hutterer, 1991" "SUBSPECIES" "accepted" "Crocidura sicula calypso Hutterer, 1991" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura sicula subsp. sicula" "Crocidura sicula sicula" "SUBSPECIES" "accepted" "Crocidura sicula sicula Miller, 1900" "Crocidura" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crocidura suaveolens" "Crocidura suaveolens (Pallas, 1811)" "SPECIES" "accepted" "Crocidura suaveolens (Pallas, 1811)" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 15512200 5.2 78 3.745 "Viviparous" 0.479452054794521 0.26313698630137 4 "Nocturnal" "Omnivorous" 1 1 1 0 0 0 0 0.5 5 9 0.003346211 0.105749415 0.038670244 0.197301789 8.481074369 403.4033889 10245.40707 55.45903718 704.951607 0.588 1 22.011
"Crocidura zimmermanni" "Crocidura zimmermanni Wettstein, 1953" "SPECIES" "accepted" "Crocidura zimmermanni Wettstein, 1953" "Crocidura" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "VU" "ENDANGERED" 1 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA 0 0 NA NA 0 48400 7.5 95 4.04 "Viviparous" 0.205479452054795 0.284931506849315 4 "Nocturnal" "Omnivorous" 1 1 1 0 0 0 0 0.5 1 2 0.000735087 0.034637977 0.05226978 0 16.38510026 690.0147069 4750.741742 85.63894317 107.0816557 0.7 1 NA
"Cystophora cristata" "Cystophora cristata (Erxleben, 1777)" "SPECIES" "accepted" "Cystophora cristata (Erxleben, 1777)" "Cystophora" "Phocidae" "Carnivora" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "ENDANGERED" 1 0 1 0 1 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 1 10091400 245448.405 3300 1 "Viviparous" 3.00205479452055 3.8 35 "Diurnal" NA NA NA NA NA NA NA NA 0.5 5 NA 7.89885e-05 0.000605801 0.000315164 1.55917e-05 -2.459440411 841.4745616 7320.434246 27.03052212 53.28114685 NA NA NA
"Dama dama" "Dama dama (Linnaeus, 1758)" "SPECIES" "accepted" "Dama dama (Linnaeus, 1758)" "Dama" "Cervidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "NEO" "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 1 NA NA NA NA NA NA 1 1 NA NA 0 5517600 56250 2300 1.035 "Viviparous" 1.41134246575342 3 25 "Cathemeral" "Herbivorous" 0 0 0 0 0 0 1 0.5 4 6 0.00894553 0.176533652 0.068719744 4.60835e-05 9.82506148 765.6168672 6631.875866 28.4072173 336.4309493 10.405 1 NA
"Dama virginianus" "Dama virginiana Zimmermann, 1780" "SPECIES" "synonym" "Odocoileus virginianus (Zimmermann, 1780)" "Odocoileus" "Cervidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Delphinapterus leucas" "Delphinapterus leucas (Pallas, 1776)" "SPECIES" "accepted" "Delphinapterus leucas (Pallas, 1776)" "Delphinapterus" "Monodontidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 16250300 1380000 4600 1.02 "Viviparous" 4.68714520547945 5.61402739726027 40 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 2 NA 6.8849e-06 6.42167e-05 1.58372e-05 4.20163e-07 -8.84579823 326.5034857 10769.72385 46.16564473 36.8483295 NA NA 114090
"Delphinus delphis" "Delphinus delphis Linnaeus, 1758" "SPECIES" "accepted" "Delphinus delphis Linnaeus, 1758" "Delphinus" "Delphinidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "DD" "LEAST_CONCERN" 0 0 1 0 0 1 0 0 1 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 96267600 77818.345 2600 0.99 "Viviparous" 4.31203835616438 5.62450684931507 29.025 "Cathemeral" NA NA NA NA NA NA NA NA 0.5 2 NA 0.000777215 0.005667892 0.004086961 0.00129225 16.27147678 1214.561367 4257.297331 49.84634562 15.05938987 NA NA NA
"Desmana moschata" "Desmana moschata (Linnaeus, 1758)" "SPECIES" "accepted" "Desmana moschata (Linnaeus, 1758)" "Desmana" "Talpidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "VU" "ENDANGERED" 1 1 0 1 1 1 0 0 0 1 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 1948100 383 325 4.35 "Viviparous" 0.413597260273973 0.515501369863014 10 "Nocturnal" "Carnivorous" 1 1 0 0 0 0 0 0.25 1 2 0.003946843 0.215343132 0.067866253 0.025236752 5.54575939 528.8874438 10618.74955 27.69394811 147.6612946 6.448 1 NA
"Dicrostonyx torquatus" "Dicrostonyx torquatus (Pallas, 1778)" "SPECIES" "accepted" "Dicrostonyx torquatus (Pallas, 1778)" "Dicrostonyx" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 1 0 NA NA NA NA NA NA 0 1 NA NA 0 5662800 67.885 157 3.85 "Viviparous" 0.250158904109589 0.297369863013699 3.8 NA NA NA NA NA NA NA NA NA 0.5 3 NA 1.41814e-05 0 2.33723e-08 3.55857e-06 -8.89727559 361.1765013 13313.56571 41.3797371 137.5507629 0.241 NA 138.6
"Dinaromys bogdanovi" "Dinaromys bogdanovi (Martino, 1922)" "SPECIES" "accepted" "Dinaromys bogdanovi (Martino, 1922)" "Dinaromys" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 0 0 1 0 0 0 0 0 1 0 0 NA NA NA NA NA NA 0 0 NA NA 0 205700 56 152 2.5 "Viviparous" NA NA NA "Nocturnal" "Herbivorous" 0 0 0 0 0 0 1 0.5 1 1 0.004454673 0.101471489 0.094462963 0 10.2334313 1175.832745 7018.086829 28.61333561 720.304062 0.217 1 NA
"Diplomesodon pulchellum" "Diplomesodon pulchellum (Lichtenstein, 1823)" "SPECIES" "accepted" "Diplomesodon pulchellum (Lichtenstein, 1823)" "Diplomesodon" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 2468400 10.5 125 4.995 "Viviparous" NA NA NA "Cathemeral" NA NA NA NA NA NA NA NA 0.5 1 NA 0.000958289 0.021777014 0.001748812 0.376391056 11.68617229 161.1032596 11823.63659 45.29334938 201.8590882 0.697 NA NA
"Dipus elater" "Dipus elater H.Lichtenstein, 1825" "SPECIES" "homotypic synonym" "Allactaga elater (Lichtenstein, 1828)" "Allactaga" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dipus major" "Dipus major Kerr, 1792" "SPECIES" "homotypic synonym" "Allactaga major (Kerr, 1792)" "Allactaga" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dipus sagitta" "Dipus sagitta (Pallas, 1773)" "SPECIES" "accepted" "Dipus sagitta (Pallas, 1773)" "Dipus" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 0 NA NA NA NA NA NA 0 1 NA NA 0 6171000 85.7 155 3.4625 "Viviparous" 0.229312328767123 0.305342465753425 0.833334246575342 "Nocturnal" "Herbivorous" 0 0 0 1 1 0 1 1 2 2 0.000587086 0.022565068 0.013067075 0.319689565 9.099366358 129.8103843 11901.98964 90.32635215 1016.891339 0.28 3 90.3
"Dipus telum" "Dipus telum Lichtenstein, 1823" "SPECIES" "homotypic synonym" "Stylodipus telum (Lichtenstein, 1823)" "Stylodipus" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Dryomys nitedula" "Dryomys nitedula (Pallas, 1778)" "SPECIES" "accepted" "Dryomys nitedula (Pallas, 1778)" "Dryomys" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 0 1 NA NA NA NA NA NA 1 1 NA NA 0 8034400 28.9 120 3.24 "Viviparous" NA NA 4.1 "Nocturnal" "Herbivorous" 1 1 0 1 0 1 1 1 4 8 0.004459601 0.143013577 0.054374033 0.113197774 9.317187215 505.8123494 8963.70064 51.91485738 1079.82298 0.142 3 88.1
"Eliomys quercinus" "Eliomys quercinus (Linnaeus, 1766)" "SPECIES" "accepted" "Eliomys quercinus (Linnaeus, 1766)" "Eliomys" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "Yes" "LC" "NT" "ENDANGERED" 1 0 0 0 1 0 1 0 0 0 1 0 1 NA NA NA NA NA NA 1 0 NA NA 0 4307600 115 180 4.99 "Viviparous" 1.50095342465753 1.61464383561644 5.5 "Nocturnal" "Omnivorous" 1 1 0 1 0 1 0 1 3 4 0.007931727 0.14935522 0.058411514 4.23556e-05 9.947868204 758.1197494 6857.265831 30.47220151 401.8727899 0.322 2 77
"Ellobius talpinus" "Ellobius talpinus (Pallas, 1770)" "SPECIES" "accepted" "Ellobius talpinus (Pallas, 1770)" "Ellobius" "Cricetidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 1 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 4150300 39 150 3.635 "Viviparous" 0.256717808219178 0.416657534246575 0.583334246575342 "Diurnal" NA NA NA NA NA NA NA NA 0.25 1 NA 0.001272464 0.124965369 0.029561103 0.283114745 7.851129724 279.6974608 11990.0783 35.79269029 169.9825383 0.178 NA NA
"Eptesicus bottae" "Eptesicus bottae (Peters, 1869)" "SPECIES" "accepted" "Eptesicus bottae (Peters, 1869)" "Eptesicus" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 0 1 1 0 0 1 0 0 NA NA NA NA NA NA 1 1 NA NA 0 6013700 14.2 54 2 "Viviparous" NA NA 12 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 4 8 0.004536774 0.07854411 0.015567106 0.206931816 16.53941655 262.7727471 8682.987756 74.2435558 760.9025656 NA 4 NA
"Eptesicus bottae subsp. anatolicus" "Eptesicus bottae anatolicus Felten, 1971" "SUBSPECIES" "synonym" "Eptesicus anatolicus Felten, 1971" "Eptesicus" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 15.66 NA 2 "Viviparous" NA NA 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Eptesicus nilssonii" "Eptesicus nilssonii (Keyserling & Blasius, 1839)" "SPECIES" "accepted" "Eptesicus nilssonii (Keyserling & Blasius, 1839)" "Eptesicus" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "NEAR_THREATENED" 1 0 0 0 1 1 0 1 0 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 13213200 10.4 64 1.5 "Viviparous" NA NA 20 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 5 12 0.002308558 0.087438076 0.026706662 0.037149599 2.226779036 554.710581 10945.57225 44.11100177 396.9304197 NA 4 NA
"Eptesicus serotinus" "Eptesicus serotinus (Schreber, 1774)" "SPECIES" "accepted" "Eptesicus serotinus (Schreber, 1774)" "Eptesicus" "Vespertilionidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "VU" "LC" "VULNERABLE" 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 0 0 0 16649600 22.9 82 1.5 "Viviparous" NA NA 21 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 10 12 0.006436402 0.160835029 0.064718269 0.082488206 11.77262929 723.4006681 7872.682752 47.90905743 707.0026153 NA 4 43.1
"Equus caballus" "Equus caballus Linnaeus, 1758" "SPECIES" "accepted" "Equus caballus Linnaeus, 1758" "Equus" "Equidae" "Perissodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "VULNERABLE" 1 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 254100 3e+05 2800 NA "Viviparous" NA NA NA "Diurnal" NA NA NA NA NA NA NA NA 0.5 NA NA 0.019889064 0.249727373 0.088914893 0 10.49005458 785.2914097 5321.139252 14.45298828 187.5810116 NA NA 103255
