"species" "scientificName" "taxonRank" "gbif_status" "gbif_accepted" "genus" "family" "order" "class" "phylum" "group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Foraging_strata" "BMR"
"Rhinolophus ferrumequinum subsp. creticus" "Rhinolophus ferrumequinum creticus Iliopoulou-Georgudaki & Ondrias, 1985" "SUBSPECIES" "synonym" "Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774)" "Rhinolophus" "Rhinolophidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rhinolophus ferrumequinum subsp. ferrumequinum" "Rhinolophus ferrumequinum ferrumequinum" "SUBSPECIES" "accepted" "Rhinolophus ferrumequinum ferrumequinum (Schreber, 1774)" "Rhinolophus" "Rhinolophidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rhinolophus hipposideros" "Rhinolophus hipposideros (Bechstein, 1800)" "SPECIES" "accepted" "Rhinolophus hipposideros (Bechstein, 1800)" "Rhinolophus" "Rhinolophidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "EN" "NT" "REGIONALLY_EXTINCT" 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 9764700 4.7 45 1 "Viviparous" 1.29761643835616 1.37498630136986 21.2 "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 5 9 0.006295987 0.159434482 0.05864642 0.050243531 12.55054516 602.5626777 7188.974827 48.05884828 868.8173902 NA 4 NA
"Rhinolophus mehelyi" "Rhinolophus mehelyi Matschie, 1901" "SPECIES" "accepted" "Rhinolophus mehelyi Matschie, 1901" "Rhinolophus" "Rhinolophidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "VU" "VULNERABLE" 1 0 0 0 1 0 1 1 0 0 1 0 0 NA NA NA NA NA NA 0 1 NA NA 0 3787300 12.3 60 2 "Viviparous" NA NA NA "Nocturnal" "Carnivorous" 1 0 0 0 0 0 0 1 2 4 0.005949795 0.180870869 0.054323647 0.034088304 14.49634149 519.5912551 7169.096285 53.3246113 770.2137139 NA 4 NA
"Rousettus aegyptiacus" "Rousettus aegyptiacus (E.Geoffroy, 1810)" "SPECIES" "accepted" "Rousettus aegyptiacus (E.Geoffroy, 1810)" "Rousettus" "Pteropodidae" "Chiroptera" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 1 0 1 1 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 7405200 132.2 192 1.0525 "Viviparous" 1 1 22.9 "Nocturnal" "Herbivorous" 0 0 0 1 1 0 0 1 7 16 0.004474737 0.123450143 0.135633855 0.10356409 22.32007799 981.4346876 2268.691268 76.36268226 796.6592272 NA 3 122.6
"Rupicapra pyrenaica" "Rupicapra pyrenaica Bonaparte, 1845" "SPECIES" "accepted" "Rupicapra pyrenaica Bonaparte, 1845" "Rupicapra" "Bovidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 0 1 NA NA 0 169400 30000 1300 1 "Viviparous" 1.84657534246575 1.8958904109589 22 "Diurnal" "Herbivorous" 0 0 0 0 0 0 1 0.5 4 4 0.006856741 0.16389405 0.064855282 0 10.96399388 982.5254477 5534.708816 21.73098852 688.112727 7.086 1 NA
"Rupicapra pyrenaica subsp. ornata" "Rupicapra pyrenaica ornata Neumann, 1899" "SUBSPECIES" "accepted" "Rupicapra pyrenaica ornata Neumann, 1899" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra pyrenaica subsp. parva" "Rupicapra pyrenaica parva Cabrera, 1911" "SUBSPECIES" "accepted" "Rupicapra pyrenaica parva Cabrera, 1911" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra pyrenaica subsp. pyrenaica" "Rupicapra pyrenaica pyrenaica" "SUBSPECIES" "accepted" "Rupicapra pyrenaica pyrenaica Bonaparte, 1845" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra rupicapra" "Rupicapra rupicapra (Linnaeus, 1758)" "SPECIES" "accepted" "Rupicapra rupicapra (Linnaeus, 1758)" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 1 1 1 NA NA NA NA NA NA 1 1 NA NA 0 1355200 26100 1400 1 "Viviparous" 1.84657534246575 3.75 22 "Diurnal" "Herbivorous" 0 0 0 0 0 0 1 0.5 5 5 0.008160949 0.101360801 0.079630158 0.003486041 7.022016428 1019.893446 7327.687946 30.4620916 1210.082511 7.536 1 NA
"Rupicapra rupicapra subsp. balcanica" "Rupicapra rupicapra balcanica Bolkay, 1925" "SUBSPECIES" "accepted" "Rupicapra rupicapra balcanica Bolkay, 1925" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra rupicapra subsp. carpatica" "Rupicapra rupicapra carpatica Coutourier, 1938" "SUBSPECIES" "accepted" "Rupicapra rupicapra carpatica Coutourier, 1938" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra rupicapra subsp. cartusiana" "Rupicapra rupicapra cartusiana Couturier, 1938" "SUBSPECIES" "accepted" "Rupicapra rupicapra cartusiana Couturier, 1938" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra rupicapra subsp. rupicapra" "Rupicapra rupicapra rupicapra" "SUBSPECIES" "accepted" "Rupicapra rupicapra rupicapra (Linnaeus, 1758)" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rupicapra rupicapra subsp. tatrica" "Rupicapra rupicapra tatrica Blahout, 1971" "SUBSPECIES" "accepted" "Rupicapra rupicapra tatrica Blahout, 1971" "Rupicapra" "Bovidae" "Artiodactyla" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Saiga tatarica" "Saiga tatarica (Linnaeus, 1766)" "SPECIES" "accepted" "Saiga tatarica (Linnaeus, 1766)" "Saiga" "Bovidae" "Cetartiodactyla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "CR" "CRITICALLY_ENDANGERED" 1 0 0 0 1 0 0 0 0 0 0 1 0 NA NA NA NA NA NA 0 0 NA NA 0 1367300 29000 1400 1.5375 "Viviparous" 0.837178082191781 1.323 12 "Diurnal" "Herbivorous" 0 0 0 0 0 0 1 0.5 2 2 0.000312491 0.012091799 0.003776268 0.417030716 8.526311966 191.2868032 12439.84374 33.07534525 290.5206558 7.837 1 NA
"Sciurus anomalus" "Sciurus anomalus Gmelin, 1778" "SPECIES" "accepted" "Sciurus anomalus Gmelin, 1778" "Sciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 0 0 NA NA 0 1439900 256 228.1 4 "Viviparous" NA NA 5.74166575342466 "Diurnal" "Herbivorous" 0 0 0 1 0 1 1 1 1 2 0.006533351 0.154551628 0.067084797 0.009702079 12.85076177 646.7262823 8097.523538 63.81435973 1048.718963 0.581 3 NA
"Sciurus carolinensis" "Sciurus carolinensis Gmelin, 1788" "SPECIES" "accepted" "Sciurus carolinensis Gmelin, 1788" "Sciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 0 NA NA 0 5263500 506.5 300 2.99 "Viviparous" 0.925698630136986 1 24 "Diurnal" "Herbivorous" 0 0 0 1 0 1 1 1 2 3 0.015217325 0.18621461 0.077061187 0.032229677 11.92271613 1016.90616 8801.306207 28.32656139 263.1612677 0.756 3 369.6
"Sciurus erythraeus" "Sciurus erythraeus Pallas, 1779" "SPECIES" "homotypic synonym" "Callosciurus erythraeus (Pallas, 1779)" "Callosciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sciurus finlaysonii" "Sciurus finlaysonii Horsfield, 1824" "SPECIES" "homotypic synonym" "Callosciurus finlaysonii (Horsfield, 1823)" "Callosciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sciurus getulus" "Sciurus getulus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Atlantoxerus getulus (Linnaeus, 1758)" "Atlantoxerus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sciurus glis" "Sciurus glis Linnaeus, 1766" "SPECIES" "homotypic synonym" "Glis glis (Linnaeus, 1766)" "Glis" "Gliridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sciurus sibiricus" "Sciurus sibiricus Laxmann, 1769" "SPECIES" "homotypic synonym" "Tamias sibiricus (Laxmann, 1769)" "Tamias" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 85 NA 4.9175 "Viviparous" 0.958942465753425 1.06142465753425 9.6 "Diurnal" "Herbivorous" 1 0 0 1 0 1 1 NA NA 3 NA NA NA NA NA NA NA NA NA 0.273 1 NA
"Sciurus volans" "Sciurus volans Linnaeus, 1758" "SPECIES" "homotypic synonym" "Pteromys volans (Linnaeus, 1758)" "Pteromys" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sciurus volans subsp. volans" "Sciurus volans Linnaeus, 1758" "SUBSPECIES" "synonym" "Pteromys volans (Linnaeus, 1758)" "Sciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sciurus vulgaris" "Sciurus vulgaris Linnaeus, 1758" "SPECIES" "accepted" "Sciurus vulgaris Linnaeus, 1758" "Sciurus" "Sciuridae" "Rodentia" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 1 NA NA NA NA NA NA 1 0 NA NA 0 24647700 333 270 4.465 "Viviparous" 0.822465753424658 0.75 14.8 "Diurnal" "Herbivorous" 0 0 0 1 0 1 1 1 2 3 0.002444336 0.062562723 0.023794284 0.015392464 0.0609245752 554.3479534 12170.74615 51.29392764 452.1119715 0.575 3 NA
"Sicista betulina" "Sicista betulina (Pallas, 1779)" "SPECIES" "accepted" "Sicista betulina (Pallas, 1779)" "Sicista" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "VULNERABLE" 1 0 0 0 1 1 0 0 0 1 0 1 1 NA NA NA NA NA NA 0 0 NA NA 0 8494200 8 78 5.1825 "Viviparous" 1.00127671232877 1.12005479452055 4 "Nocturnal" "Herbivorous" 1 0 0 1 0 1 0 0.5 3 5 0.001737021 0.062090351 0.020661517 0.007059602 1.536320033 549.6324741 11235.1158 42.48490675 269.0241144 0.079 1 38
"Sicista severtzovi" "Sicista severtzovi Ognev, 1935" "SPECIES" "accepted" "Sicista severtzovi Ognev, 1935" "Sicista" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 0 1 NA NA NA NA NA NA 0 0 NA NA 0 641300 11.2 90 NA "Viviparous" NA NA 3.90833424657534 "Nocturnal" "Herbivorous" 1 0 0 1 0 1 0 0.5 1 1 0.004547187 0.322855111 0.081716181 0.007222479 7.664767246 553.9740414 9634.543954 24.97028098 159.7353853 0.092 1 NA
"Sicista strandi" "Sicista strandi Formozov, 1931" "SPECIES" "accepted" "Sicista strandi Formozov, 1931" "Sicista" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 0 1 0 0 0 0 0 0 1 1 NA NA NA NA NA NA 0 0 NA NA 0 1089000 10.3 90 5.075 "Viviparous" 1.00127671232877 1.08486849315068 4 "Nocturnal" "Herbivorous" 1 0 0 1 0 1 0 0.5 2 3 0.003846698 0.293580487 0.085526796 0.050349867 8.566652305 534.1879693 9768.578972 24.62184856 217.5828686 0.079 1 NA
"Sicista subtilis" "Sicista subtilis (Pallas, 1773)" "SPECIES" "accepted" "Sicista subtilis (Pallas, 1773)" "Sicista" "Dipodidae" "Rodentia" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "NT" "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 1 0 NA NA NA NA NA NA 1 1 NA NA 0 4319700 11.8 72 5 "Viviparous" NA NA 3.90833424657534 "Nocturnal" "Herbivorous" 1 0 0 1 0 1 0 0.5 3 3 0.001764854 0.172759945 0.041812935 0.231375236 5.494341376 361.6221735 11936.7619 32.0788806 248.1402759 0.092 1 NA
"Simia sylvanus" "Simia sylvanus Linnaeus, 1758" "SPECIES" "homotypic synonym" "Macaca sylvanus (Linnaeus, 1758)" "Macaca" "Cercopithecidae" "Primates" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex alpinus" "Sorex alpinus Schinz, 1837" "SPECIES" "accepted" "Sorex alpinus Schinz, 1837" "Sorex" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "Yes" "LC" "NT" "NEAR_THREATENED" 1 0 0 1 1 0 0 0 0 0 1 1 1 NA NA NA NA NA NA 1 0 NA NA 0 1076900 7.8 83 5.95 "Viviparous" NA NA 1.3 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 0.25 4 4 0.00933955 0.111601989 0.068900585 0 7.839178378 991.0602085 7180.300529 29.35361972 774.3847305 0.606 1 48.2
"Sorex antinorii" "Sorex antinorii Bonaparte, 1840" "SPECIES" "accepted" "Sorex antinorii Bonaparte, 1840" "Sorex" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "Yes" "LC" "DD" "LEAST_CONCERN" 1 0 0 0 1 1 0 0 0 1 0 0 0 NA NA NA NA NA NA 0 0 NA NA 0 568700 11.5 87 6.56 "Viviparous" 0.893068493150685 0.950602739726027 3.2 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 0.5 1 1 0.014128466 0.129148438 0.053400777 0 11.09835735 916.5133108 6552.521491 28.06077315 654.5811556 0.617 1 NA
"Sorex araneus" "Sorex araneus Linnaeus, 1758" "SPECIES" "accepted" "Sorex araneus Linnaeus, 1758" "Sorex" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "No" "LC" "LC" "LEAST_CONCERN" 1 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 15536400 10 85 6.56 "Viviparous" 0.893068493150685 0.915479452054794 3.2 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 0.25 5 7 0.002858526 0.092629723 0.029482944 0.025326933 2.346173437 558.7300926 10726.70021 40.32107354 327.6284485 0.075 1 53.242
"Sorex arunchi" "Sorex arunchi Lapini & Testone, 1998" "SPECIES" "accepted" "Sorex arunchi Lapini & Testone, 1998" "Sorex" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "Yes" NA "DD" "LEAST_CONCERN" 1 0 0 0 1 0 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 24200 6.3 NA 6 "Viviparous" NA NA NA "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 0.5 NA 1 0.011084713 0.096816047 0.039767806 0 9.865173635 1482.390227 7055.353532 20.27358808 521.7530189 0.543 1 NA
"Sorex caecutiens" "Sorex caecutiens Laxmann, 1788" "SPECIES" "accepted" "Sorex caecutiens Laxmann, 1788" "Sorex" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 0 0 1 1 1 1 0 0 1 0 0 1 NA NA NA NA NA NA 0 1 NA NA 0 20424800 5.4 70 7.03 "Viviparous" NA NA 3 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 0.25 3 8 0.000657761 0.036436575 0.013523124 0.022496992 -3.033570213 462.18508 13767.9399 57.03715725 416.9481627 0.523 1 NA
"Sorex caecutiens subsp. karpinskii" "Sorex caecutiens karpinskii Dehnel, 1949" "SUBSPECIES" "accepted" "Sorex caecutiens karpinskii Dehnel, 1949" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex caecutiens subsp. lapponicus" "Sorex caecutiens lapponicus Melander, 1942" "SUBSPECIES" "accepted" "Sorex caecutiens lapponicus Melander, 1942" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex caecutiens subsp. pleskei" "Sorex caecutiens pleskei Ognev, 1922" "SUBSPECIES" "accepted" "Sorex caecutiens pleskei Ognev, 1922" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex coronatus" "Sorex coronatus Millet, 1828" "SPECIES" "accepted" "Sorex coronatus Millet, 1828" "Sorex" "Soricidae" "Eulipotyphla" "Mammalia" "Chordata" "Mammals" "SPEED2ZERO" "INN" "Yes" "LC" "LC" "LEAST_CONCERN" 1 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1355200 9.6 87 5.485 "Viviparous" 0.875164383561644 0.827164383561644 3.2 "Cathemeral" "Carnivorous" 1 0 1 0 0 0 0 0.5 3 3 0.011995576 0.174308807 0.078551378 0 10.48510727 873.6838875 5676.226255 17.92457903 368.1819029 0.625 1 51.9
"Sorex coronatus subsp. coronatus" "Sorex coronatus coronatus" "SUBSPECIES" "synonym" "Sorex coronatus Millet, 1828" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex coronatus subsp. euronotus" "Sorex coronatus euronotus Miller, 1901" "SUBSPECIES" "synonym" "Sorex coronatus Millet, 1828" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex coronatus subsp. fretalis" "Sorex coronatus fretalis Miller, 1909" "SUBSPECIES" "accepted" "Sorex coronatus fretalis Miller, 1909" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex etruscus" "Sorex etruscus Savi, 1822" "SPECIES" "homotypic synonym" "Suncus etruscus (Savi, 1822)" "Suncus" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex etruscus subsp. etruscus" "Sorex etruscus Savi, 1822" "SUBSPECIES" "synonym" "Suncus etruscus (Savi, 1822)" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex fodiens" "Sorex fodiens Pennant, 1771" "SPECIES" "homotypic synonym" "Neomys fodiens (Pennant, 1771)" "Neomys" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sorex fodiens subsp. fodiens" "Sorex fodiens Pennant, 1771" "SUBSPECIES" "synonym" "Neomys fodiens (Pennant, 1771)" "Sorex" "Soricidae" "Soricomorpha" "Mammalia" "Chordata" "Mammals" "FaunaEuropeae" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
