"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "THALLUS_type1" "THALLUS_type2" "THALLUS_type3" "THALLUS_type4" "THA_Morpho_type1" "THA_Morpho_type2" "THA_Morpho_type3" "THA_Morpho_type4" "THA_Morpho_type5" "THA_Morpho_type6" "THA_Morpho_type7" "THA_Morpho_type8" "THA_Morpho_type9" "THA_Morpho_type10" "THA_Morpho_type11" "THA_Morpho_type12" "THA_Morpho_type13" "THA_Morpho_type14" "THA_Growth1" "THA_Growth2" "THA_Growth3" "THA_Growth4" "THA_Growth5" "THA_Growth6" "THA_Growth7" "THA_Growth8" "THA_Growth9" "THA_Growth10" "THA_Growth11" "THA_Growth12" "THA_Pruinosity" "THA_Cilia" "THA_UpCol_black" "THA_UpCol_brown" "THA_UpCol_white" "THA_UpCol_yellow" "THA_UpCol_grey" "THA_UpCol_red" "THA_UpCol_green" "THA_UpCol_blue" "THA_LowCol_black" "THA_LowCol_brown" "THA_LowCol_white" "THA_LowCol_yellow" "THA_LowCol_grey" "THA_LowCol_red" "THA_LowCol_green" "THA_LowCol_blue" "THA_Rhizines" "THA_Rhizines_type1" "THA_Rhizines_type2" "THA_Rhizines_type3" "THA_Rhizines_type4" "THA_Rhizines_type5" "THA_Rhizines_type6" "THA_Rhizines_type7" "THA_Isidia" "THA_Soredia" "Ascomata" "ASCOMA_type1" "ASCOMA_type2" "ASCOMA_type3" "ASCM_link1" "ASCM_link2" "ASCM_link3" "ASCM_link4" "ASCM_link5" "ASCM_Paraphyses" "ASCOPORES_mean" "ASCP_PigmentCol1" "ASCP_PigmentCol2" "ASCP_PigmentCol3" "ASCP_PigmentCol4" "ASCP_PigmentCol5" "ASCP_PigmentCol6" "ASCP_PigmentCol7" "ASCP_PigmentCol8" "ASCP_PigmentCol9" "ASCP_PigmentCol10" "ASCP_PigmentCol11" "ASCP_PigmentCol12" "ASCP_Septa" "ASCP_Septa_type1" "ASCP_Septa_type2" "ASCP_TransSepta_lower" "ASCP_TransSepta_mean" "ASCP_TransSepta_upper" "ASCP_Perispore_type1" "ASCP_Perispore_type2" "ASCP_Perispore_type3" "ASCP_Perispore_type4" "ASCP_Perispore_type5" "PPhotobiont" "SPhotobiont" "PPhotobiont_type1" "PPhotobiont_type2" "PPhotobiont_type3" "Life_type1" "Life_type2" "Life_type3" "Life_type4" "Life_type5" "Substrate" "Substrate_type1" "Substrate_type2" "Substrate_type3" "Substrate_type4" "Substrate_type5" "Substrate_type6" "Substrate_type7" "Substrate_type8" "Substrate_type9" "EIV_Light" "EIV_Temp" "EIV_Moisture" "EIV_pH" "EIV_Eutroph" "CH_status" "MISSING_ALL_TRAITS"
"Bacidia naegelii" "Bacidia naegelii (Hepp) Zahlbr." "SPECIES" "synonym" "Lecania naegelii (Hepp) Diederich & van den Boom" "Lecania" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 10997773.9195947 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 6.48 3 3.12 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.404444444444444 0.364444444444444 0.422222222222222 0.413333333333333 0.19 "VU" "NO"
"Bacidia neosquamulosa" "Bacidia neosquamulosa Aptroot & Herk" "SPECIES" "synonym" "Bacidina neosquamulosa (Aptroot & Herk) S.Ekman" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "DATA_DEFICIENT" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 13465895.8709571 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent, present" "absent, present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 8.24 7 4.56 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.466666666666667 0.475555555555555 0.377777777777778 0.422222222222222 0.275 "LC" "NO"
"Bacidia phacodes" "Bacidia phacodes Körb." "SPECIES" "synonym" "Bacidina phacodes (Körb.) Vĕzda" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "VULNERABLE" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 11695624.9015513 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 4.48 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.395555555555555 0.368888888888889 0.528888888888889 0.462222222222222 0.17 "NT" "NO"
"Bacidia plumbina" "Bacidia plumbina (Anzi) R.Sant." "SPECIES" "synonym" "Toninia plumbina (Anzi) Hafellner & Timdal" "Toninia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 13166931.4537893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 4.16 2.076 2.04 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.688888888888889 0.537777777777778 0.631111111111111 0.444444444444444 0.345 "NE" "YES"
"Bacidia polychroa" "Bacidia polychroa (Th.Fr.) Körb." "SPECIES" "accepted" "Bacidia polychroa (Th.Fr.) Körb." "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA "RE" NA "REGIONALLY_EXTINCT" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 11587864.24273 1 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 12 6 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.404444444444444 0.444444444444444 0.413333333333333 0.453333333333333 0.2 "RE" "NO"
"Bacidia rosella" "Bacidia rosella (Pers.) De Not." "SPECIES" "accepted" "Bacidia rosella (Pers.) De Not." "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "EN" NA "CRITICALLY_ENDANGERED" 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 NA 11568143.0328912 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 11 8 6 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.435555555555555 0.413333333333333 0.475555555555556 0.493333333333333 0.195 "EN" "NO"
"Bacidia rubella" "Bacidia rubella (Hoffm.) A.Massal." "SPECIES" "accepted" "Bacidia rubella (Hoffm.) A.Massal." "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "LEAST_CONCERN" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 8385074.4232294 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 15 9.92 7 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.555555555555556 0.555555555555556 0.444444444444444 0.666666666666667 0.5 "LC" "NO"
"Bacidia scoliciosporoides" NA "SPECIES" NA "unresolved_accepted_2443" "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 13020383.0928248 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 11.44 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7.2 3.16 3.76 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.617777777777778 0.52 0.608888888888889 0.493333333333333 0.3 "NE" "YES"
"Bacidia scopulicola" "Bacidia scopulicola (Nyl.) A.L.Sm." "SPECIES" "accepted" "Bacidia scopulicola (Nyl.) A.L.Sm." "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 9372080.49519198 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "present" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3.16 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 1 1 1 0 0.537777777777778 0.493333333333333 0.582222222222222 0.462222222222222 0.275 "NE" "NO"
"Bacidia subincompta" "Bacidia subincompta (Nyl.) Arnold" "SPECIES" "synonym" "Toniniopsis subincompta (Nyl.) Kistenich, Timdal, Bendiksby & S.Ekman" "Toniniopsis" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "SPEED2ZERO" "INN" NA "LC" NA "DATA_DEFICIENT" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 12410439.0728724 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3.276 5 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.444444444444444 0.444444444444444 0.555555555555556 0.444444444444444 0.125 "LC" "NO"
"Bacidia subincompta aggr." "Bacidia subincompta (Nyl.) Arnold" "AGGREGATE" "synonym" "Toniniopsis subincompta (Nyl.) Kistenich, Timdal, Bendiksby & S.Ekman" "Toniniopsis" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "EN" NA "NOT_EVALUATED" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 14762961.8542132 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "present" "absent" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3.68 5 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.444444444444444 0.444444444444444 0.555555555555556 0.444444444444444 0.125 "LC" "NO"
"Bacidia subturgidula" "Bacidia subturgidula (Nyl.) Zahlbr." "SPECIES" "accepted" "Bacidia subturgidula (Nyl.) Zahlbr." "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 9981892.02816603 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 5.76 3 2.44 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 0 1 0 0 0 0 0.435555555555555 0.368888888888889 0.484444444444445 0.44 0.16 "NT" "NO"
"Bacidia trachona" "Bacidia trachona (Ach.) Lettau" "SPECIES" "synonym" "Aquacidia trachona (Ach.) Aptroot" "Aquacidia" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 NA 12555149.1048538 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 3.912 1 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 1 1 0.471111111111111 0.604444444444444 0.502222222222222 0.577777777777778 0.37 "NE" "NO"
"Bacidia vermifera" "Bacidia vermifera (Nyl.) Th.Fr." "SPECIES" "synonym" "Bibbya vermifera (Nyl.) Kistenich, Timdal, Bendiksby & S.Ekman" "Bibbya" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 13610473.4159601 1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 1.88 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.466666666666666 0.417777777777778 0.453333333333333 0.448888888888889 0.225 "NT" "NO"
"Bacidia viridescens" "Bacidia viridescens (A.Massal.) Hellb." "SPECIES" "accepted" "Bacidia viridescens (A.Massal.) Hellb." "Bacidia" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 12197675.775704 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3.24 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 1 0 0 0 1 0 0 1 0.617777777777778 0.497777777777778 0.675555555555556 0.711111111111111 0.315 "DD" "NO"
"Bacidia viridifarinosa" "Bacidia viridifarinosa Coppins & P.James" "SPECIES" "synonym" "Aquacidia viridifarinosa (Coppins & P.James) Aptroot" "Aquacidia" "Byssolomataceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "LEAST_CONCERN" 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 NA 11463007.9075658 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent" 1 0 0 0 0 0 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 6.68 3.28 3.16 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 1 1 1 0.448888888888889 0.577777777777778 0.52 0.608888888888889 0.38 "NE" "NO"
"Bacidina adastra" "Bacidina adastra (Sparrius & Aptroot) M.Hauck & V.Wirth" "SPECIES" "accepted" "Bacidina adastra (Sparrius & Aptroot) M.Hauck & V.Wirth" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "DATA_DEFICIENT" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 11965058.7817185 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 10 6.88 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.48 0.453333333333333 0.364444444444444 0.488888888888889 0.33 "LC" "NO"
"Bacidina apiahica" "Bacidina apiahica (Müll.Arg.) Vĕzda" "SPECIES" "accepted" "Bacidina apiahica (Müll.Arg.) Vĕzda" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 10631145.9808177 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3.92 3 1.64 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 1 0 0 0 0 0 0 0 0 0.497777777777778 0.417777777777778 0.497777777777778 0.448888888888889 0.3 "VU" "NO"
"Bacidina arnoldiana" "Bacidina arnoldiana (Körb.) V.Wirth & Vĕzda" "SPECIES" "accepted" "Bacidina arnoldiana (Körb.) V.Wirth & Vĕzda" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "LC" NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 12361974.5305458 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 3.2 1 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.613333333333334 0.546666666666667 0.466666666666667 0.768888888888889 0.485 "NE" "NO"
"Bacidina arnoldiana aggr." "Bacidina arnoldiana (Körb.) V.Wirth & Vĕzda" "AGGREGATE" "accepted" "Bacidina arnoldiana (Körb.) V.Wirth & Vĕzda" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" "INN" NA "LC" NA "NOT_EVALUATED" 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 NA 9962170.81832723 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 2.92 1 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 1 0 1 0.622222222222222 0.617777777777778 0.568888888888889 0.728888888888889 0.52 "NE" "NO"
"Bacidina assulata" "Bacidina assulata (Körb.) S.Ekman" "SPECIES" "accepted" "Bacidina assulata (Körb.) S.Ekman" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_APPLICABLE" 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 10359086.5671546 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 6.48 4.76 2.6 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 1 0 0 0 0 0 0.422222222222222 0.417777777777778 0.502222222222222 0.417777777777778 0.175 "NT" "NO"
"Bacidina brandii" "Bacidina brandii (Coppins & van den Boom) M.Hauck & V.Wirth" "SPECIES" "accepted" "Bacidina brandii (Coppins & van den Boom) M.Hauck & V.Wirth" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 NA 11250112.1234191 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 1 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 3 2.68 1 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 0 0 0 1 1 0 0 0 0.608888888888889 0.475555555555555 0.551111111111111 0.413333333333333 0.295 "LC" "NO"
"Bacidina caerulea" NA "SPECIES" NA "unresolved_accepted_2444" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA NA 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 13076031.4288172 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 "absent" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 7.76 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 5.16 2.28 2.24 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "G" 0 0 0 0 0 0 0 0 0 0.657777777777778 0.586666666666666 0.662222222222222 0.475555555555555 0.315 "NE" "YES"
"Bacidina caligans" "Bacidina caligans (Nyl.) Llop & Hladun" "SPECIES" "accepted" "Bacidina caligans (Nyl.) Llop & Hladun" "Bacidina" "Ramalinaceae" "Lecanorales" "Lecanoromycetes" "Ascomycota" "Lichens" "InfoSpecies" NA NA NA NA "NOT_EVALUATED" 1 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 NA 14404304.9136147 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 "epruinose" "absent" 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 "present" 1 0 0 0 0 0 0 "absent" "present" "absent, present" 1 0 0 0 0 1 0 0 "present" 8 1 0 0 0 0 0 0 0 0 0 0 0 "present" 1 0 7 3.28 3 1 0 0 0 0 "present" "absent" 0 1 0 0 0 0 1 0 "R" 0 1 0 1 0 0 1 0 1 0.453333333333333 0.497777777777778 0.537777777777778 0.582222222222222 0.29 "LC" "NO"
