"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyLength_max" "BEl" "VEp" "REs" "OGp" "RMl" "BLs" "PFv" "PFs" "CPt" "Litter_size" "CAT_Litter_size" "Age_at_maturity_y" "CAT_Age_at_maturity_y" "Longevity_max_y" "CAT_Longevity_max_y" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Eggs" "Diet_Scav" "Diet_Phyto" "Diet_Plant" "Diet_Parasit" "Diet_Other" "Habitat" "Feeding_habitat" "Reprod_habitat" "Spawning_habitat" "Flow_habitat" "Salt_habitat" "MinTemp" "MaxTemp" "AnnuMeanTemp" "Migration_type" "Migration_dist" "MISSING_ALL_TRAITS"
"Leuciscus frisii" "Leuciscus frisii Nordmann, 1840" "SPECIES" "homotypic synonym" "Rutilus frisii (Nordmann, 1840)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 1157746.00871088 700 3.795173646 0.564551262 0.210683034 0.456980102 0.421366069 0.435626178 0.341466996 0.136923072 2.74995001 20188.36 "fe2" 2.92 "ma3" 7.4 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "eury" "fre" -9.056 30.884 12.532 "pot" "short" "NO"
"Leuciscus genei" "Leuciscus genei Bonaparte, 1839" "SPECIES" "homotypic synonym" "Protochondrostoma genei (Bonaparte, 1839)" "Protochondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 787974.966421947 300 4.095264208 0.595900081 0.407511737 0.471747424 0.287354233 0.385198754 0.445670816 0.159646269 3.968935484 9609.68 "fe2" 2.56 "ma2" 4.2 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.712 29.888 9.408 "pot" "short" "NO"
"Leuciscus heckelii" "Leuciscus heckelii Nordmann, 1840" "SPECIES" "homotypic synonym" "Rutilus heckelii (Nordmann, 1840)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 253187.302522958 226.52 4.15212489104 0.57494222216 0.44127851612 0.4198912344 0.383676208 0.50098155312 0.28737150988 0.17100567852 2.60218473816 159451 "fe1" 2.16 "ma1" 5.72 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.332 29.548 10.984 "nom" "short" "NO"
"Leuciscus idus" "Leuciscus idus (Linnaeus, 1758)" "SPECIES" "accepted" "Leuciscus idus (Linnaeus, 1758)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3741859.07365448 850 3.583934434 0.520366586 0.406840754 0.542585138 0.460805228 0.465069806 0.240230979 0.185600454 2.150565321 181202.84 "fe3" 3.04 "ma4" 9.58 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "rheo" "frb" -8.408 28.688 10.18 "pot" "short" "NO"
"Leuciscus keadicus" "Leuciscus keadicus Stephanidis, 1971" "SPECIES" "homotypic synonym" "Squalius keadicus (Stephanidis, 1971)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6241.44585541928 192.48 4.06023864508 0.55497808832 0.43459401408 0.44705091984 0.39297275248 0.48700655144 0.28856867456 0.15881862472 2.45168997608 29739.28 "fe1" 2.02 "ma1" 5.46 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -7.992 29.688 11.034 "nom" "short" "NO"
"Leuciscus lemmingii" "Leuciscus lemmingii Steindachner, 1866" "SPECIES" "homotypic synonym" "Iberochondrostoma lemmingii (Steindachner, 1866)" "Iberochondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 219339.820902617 250 4.904021011 0.315679191 0.450806026 0.226109547 0.330511228 0.466990926 0.231020849 0.139550531 2.15419385 217838.16 "fe1" 3.8 "ma1" 10.1 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -8.028 29.744 10.274 "pot" "short" "NO"
"Leuciscus leuciscus" "Leuciscus leuciscus (Linnaeus, 1758)" "SPECIES" "accepted" "Leuciscus leuciscus (Linnaeus, 1758)" "Leuciscus" "Cyprinidae" "Clupeiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "SPEED2ZERO" "INN" "Yes" "LC" "LC" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6965307.42875756 400 4.559024887 0.476097198 0.443884164 0.324335707 0.359510662 0.551620454 0.226099646 0.163173148 2.808990347 9122 "fe2" 2.34 "ma2" 3.68 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "rheo" "rheo" "frb" -8.112 28.72 9.966 "nom" "short" "NO"
"Leuciscus lucumonis" "Leuciscus lucumonis Bianco, 1983" "SPECIES" "homotypic synonym" "Squalius lucumonis (Bianco, 1983)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 44769.5957760023 160 3.714509819 0.558175358 0.472257622 0.514014629 0.384692677 0.385605474 0.375597724 0.164605075 3.19727876 20076.08 "fe1" 2.58 "ma2" 6.1 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "fre" -7.528 30.532 11.722 "nom" "short" "NO"
"Leuciscus macedonicus" "Leuciscus macedonicus Steindachner, 1892" "SPECIES" "homotypic synonym" "Pachychilon macedonicum (Steindachner, 1892)" "Pachychilon" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "DD" "DATA_DEFICIENT" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 33954.6272453211 150 3.204967111 0.489809974 0.487789015 0.387776185 0.218757114 0.432211728 0.23213583 0.130830998 2.053007436 26367.24 "fe1" 1.26 "ma1" 3.96 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "phylith" "limno" "limno" "fre" -7.764 30.64 11.05 "nom" "short" "NO"
"Leuciscus macrolepidotus" "Leuciscus macrolepidotus Steindachner, 1866" "SPECIES" NA "unresolved_accepted_11903" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA NA 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 953199.70038568 374.04 4.24246058608 0.5025314548 0.40934204508 0.348479216 0.39437874572 0.502932947 0.24130443168 0.16176722476 2.52548002032 33792.44 "fe1" 3.36 "ma2" 6.46 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.252 29.372 9.814 "nom" "short" "YES"
"Leuciscus meidingeri" "Leuciscus meidingeri Heckel, 1851" "SPECIES" "homotypic synonym" "Rutilus meidingeri (Heckel, 1851)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 91.4245783457049 700 4.018395848 0.4836218 0.29705243 0.359633663 0.382144448 0.450087512 0.28100615 0.169397734 2.852695135 11975.76 "fe1" 3.56 "ma4" 6.46 "ls3" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -7.88 28.532 10.426 "pot" "medium" "NO"
"Leuciscus montenigrinus" "Leuciscus montenigrinus Vukovic, 1963" "SPECIES" "homotypic synonym" "Telestes montenigrinus (Vukovic, 1963)" "Telestes" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 19627.2254566366 160 3.896519012 0.436997256 0.433044309 0.346444532 0.370692614 0.525339083 0.193038024 0.165772302 2.953275793 8635.32 "fe1" 1.68 "ma1" 4.02 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.252 28.78 10.036 "nom" "short" "NO"
"Leuciscus moreoticus" "Leuciscus moreoticus Stephanidis, 1971" "SPECIES" "homotypic synonym" "Squalius moreoticus (Stephanidis, 1971)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6566.84631349477 238.04 3.79100207708 0.5478115604 0.4236345578 0.45032560088 0.414721784 0.46235449388 0.28893792184 0.16226679684 2.58018502996 20551.12 "fe1" 2.58 "ma2" 5.32 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -7.596 29.912 11.824 "nom" "short" "NO"
"Leuciscus muticellus" "Leuciscus muticellus Bonaparte, 1837" "SPECIES" "homotypic synonym" "Telestes muticellus (Bonaparte, 1837)" "Telestes" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "NT" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 214773.169806131 170 3.82672 0.622733333 0.485294118 0.490853333 0.374926471 0.453333333 0.362653333 0.226880113 2.317515181 15872.08 "fe1" 2.36 "ma2" 4.82 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -7.944 30.536 10.484 "nom" "short" "NO"
"Leuciscus oxyrrhis" "Leuciscus oxyrrhis (La Blanchère, 1873)" "SPECIES" "accepted" "Leuciscus oxyrrhis (La Blanchère, 1873)" "Leuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 35325.9084755053 263.32 3.8466328286 0.46870104692 0.44837322872 0.33678683092 0.35062232744 0.49527298016 0.2083061634 0.16258983588 2.34710481696 24810.08 "fe1" 1.76 "ma1" 5.46 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.896 28.912 10.112 "nom" "short" "NO"
"Leuciscus pamvoticus" "Leuciscus pamvoticus Stephanidis, 1939" "SPECIES" "homotypic synonym" "Squalius pamvoticus (Stephanidis, 1939)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 7014.40352024804 206.04 3.97563147524 0.54714601656 0.43540992624 0.46506759796 0.41686869092 0.46847029212 0.28622779936 0.15550095304 2.62044258704 64270.16 "fe1" 2.28 "ma2" 6.44 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -7.244 30.776 11.676 "nom" "short" "NO"
"Leuciscus parva" "Leuciscus parvus Temminck & Schlegel, 1846" "SPECIES" "synonym" "Pseudorasbora parva (Temminck & Schlegel, 1846)" "Pseudorasbora" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "NEO" NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 2237482.28691118 125 4.215011163 0.496265565 0.4223579 0.510742615 0.277717671 0.515789975 0.255900356 0.150239916 2.273507293 22840.12 "fe1" 1.1 "ma1" 4.08 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "fre" -8.076 29.344 10.34 "nom" "short" "NO"
"Leuciscus peloponensis" "Leuciscus peloponensis Valenciennes, 1844" "SPECIES" "homotypic synonym" "Squalius peloponensis (Valenciennes, 1844)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 18524.438715323 210.28 3.75205350232 0.52440218408 0.45798701436 0.440003644 0.3927653362 0.47869168416 0.27192739336 0.15882202892 2.50533457268 27967.92 "fe1" 2.16 "ma1" 5.18 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "eury" "fre" -8.88 29.464 10.756 "nom" "short" "NO"
"Leuciscus prespensis" "Leuciscus prespensis Fowler, 1977" "SPECIES" "homotypic synonym" "Squalius prespensis (Fowler, 1977)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 318.662821025835 220.24 3.83179149344 0.53376125228 0.44474585608 0.45090545264 0.40433863988 0.46928071152 0.28303789748 0.16373349964 2.66467230692 25992.8 "fe1" 2.26 "ma2" 4.86 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "eury" "rheo" "fre" -8.184 30.172 10.666 "nom" "short" "NO"
"Leuciscus pygmaea" "Leuciscus pygmaeus DeKay, 1842" "SPECIES" "synonym" "Umbra pygmaea (DeKay, 1842)" "Umbra" "Umbridae" "Esociformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA NA NA NA "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 281117.297447666 115 4.533810826 0.542937929 0.475484274 0.325041321 0.577858779 0.499080013 0.225038203 0.135768643 1.515763655 1500 "fe1" 1 "ma1" 4 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "poly" "limno" "limno" "fre" -1.6 31.8 15.1 "nom" "short" "NO"
"Leuciscus pyrenaicus" "Leuciscus pyrenaicus Günther, 1868" "SPECIES" "homotypic synonym" "Squalius pyrenaicus (Günther, 1868)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "NT" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 496862.720280238 260 3.712439474 0.550614926 0.43387225 0.495101048 0.605365877 0.471742936 0.2931642 0.140847119 2.278329247 30122.88 "fe1" 1.68 "ma1" 4.68 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "fre" -4.192 31.836 14.474 "nom" "short" "NO"
"Leuciscus rubilio" "Leuciscus rubilio Bonaparte, 1837" "SPECIES" "homotypic synonym" "Sarmarutilus rubilio (Bonaparte, 1837)" "Sarmarutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "NT" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 93001.4673809163 250 3.441458967 0.537126999 0.481140673 0.463005154 0.357998127 0.417634465 0.263480904 0.187417632 2.241986673 16387.68 "fe2" 3.46 "ma2" 7.42 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "eury" "fre" -6.44 30.284 11.704 "pot" "short" "NO"
"Leuciscus scardafa" "Leuciscus scardafa Bonaparte, 1837" "SPECIES" "homotypic synonym" "Scardinius scardafa (Bonaparte, 1837)" "Scardinius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 50333.9455404665 350 2.959627476 0.490885146 0.389800795 0.477300191 0.425382438 0.363489606 0.237439344 0.170661065 2.579491936 12276.12 "fe2" 4.26 "ma2" 6.84 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "eury" "fre" -8.312 28.66 10.064 "pot" "short" "NO"
"Leuciscus smyrnaeus" "Leuciscus smyrnaeus Boulenger, 1896" "SPECIES" "homotypic synonym" "Petroleuciscus smyrnaeus (Boulenger, 1896)" "Petroleuciscus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "No" NA "EN" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 340494.470317928 194.24 3.95407811648 0.5059144686 0.48177356452 0.42553332572 0.3377694274 0.50164076868 0.24818404676 0.15968658272 2.39655687576 26335.8 "fe1" 1.56 "ma1" 4.04 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "limno" "fre" -8.232 29.848 10.868 "nom" "short" "YES"
"Leuciscus souffia" "Leuciscus souffia Risso, 1827" "SPECIES" "homotypic synonym" "Telestes souffia (Risso, 1827)" "Telestes" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 371375.863919895 250 4.824742268 0.580587629 0.4 0.49956701 0.476683333 0.618556701 0.216412371 0.158638889 2.966597256 15607.48 "fe1" 2.94 "ma3" 6.02 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -8.552 29.36 10.446 "nom" "short" "NO"
"Leuciscus stymphalicus" "Leuciscus stymphalicus Valenciennes, 1844" "SPECIES" "homotypic synonym" "Pelasgus stymphalicus (Valenciennes, 1844)" "Pelasgus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 25296.6916699443 120 3.268131821 0.507852501 0.525636364 0.434921421 0.364333333 0.533011732 0.263022446 0.165734507 1.635899249 15320.44 "fe1" 1.02 "ma1" 3.48 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "phylith" "limno" "limno" "fre" -7.756 29.972 10.974 "nom" "short" "NO"
"Leuciscus torgalensis" "Leuciscus torgalensis Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998" "SPECIES" "homotypic synonym" "Squalius torgalensis (Coelho, Bogutskaya, Rodrigues & Collares-Pereira, 1998)" "Squalius" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 6357.41377072697 120 3.844632171 0.679000212 0.338076128 0.628793063 0.435121002 0.460374236 0.367903754 0.148893276 2.389467602 6406.16 "fe1" 2.3 "ma1" 7.06 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "eury" "eury" "frb" -7.8 31.08 12.626 "nom" "short" "NO"
"Leuciscus virgo" "Leuciscus virgo Heckel, 1852" "SPECIES" "homotypic synonym" "Rutilus virgo (Heckel, 1852)" "Rutilus" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 544298.015252331 193.36 4.74841754524 0.55388330492 0.4385862174 0.34213399136 0.335761706 0.55564436924 0.23168672652 0.16339793584 2.48692735288 169157 "fe1" 1.76 "ma1" 5.86 "ls1" "Carnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "rheo" "fre" -8.22 29.588 10.552 "nom" "short" "NO"
"Leucos adspersus" "Leucos adspersus Heckel, 1843" "SPECIES" "homotypic synonym" "Delminichthys adspersus (Heckel, 1843)" "Delminichthys" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 16275.8636721642 221.28 4.07704600828 0.4560463984 0.44459600948 0.30197499132 0.33722886152 0.50396679452 0.23753636652 0.16334004672 2.22972045568 49153.32 "fe1" 2.22 "ma1" 4.72 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "ben" "lith" "rheo" "limno" "fre" -7.844 28.552 10.022 "pot" "short" "NO"
"Leucos arcasii" "Leucos arcasii Steindachner, 1866" "SPECIES" "homotypic synonym" "Achondrostoma arcasii (Steindachner, 1866)" "Achondrostoma" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "VU" "VULNERABLE" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 309692.349539848 250 3.492962902 0.434414978 0.383017098 0.359907758 0.392035207 0.507366533 0.206647267 0.189963951 2.959343127 1271245.2 "fe1" 5.1 "ma1" 18.68 "ls1" "Scavenger" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "rheo" "rheo" "fre" -8.22 28.348 10.1 "pot" "short" "NO"
"Leucos basak" "Leucos basak Heckel, 1843" "SPECIES" "accepted" "Leucos basak Heckel, 1843" "Leucos" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 16024.5265406691 233 3.537909484 0.487442006 0.433279763 0.41292803 0.439037031 0.500740649 0.201748347 0.165174266 2.872665479 6248.72 "fe1" 0.92 "ma1" 3.64 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "limno" "limno" "fre" -8.228 29.188 10.08 "nom" "short" "NO"
"Leucos ohridanus" "Leucos ohridanus Karaman, 1924" "SPECIES" "homotypic synonym" "Leucos basak Heckel, 1843" "Leucos" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 16024.5265406691 233 3.537909484 0.487442006 0.433279763 0.41292803 0.439037031 0.500740649 0.201748347 0.165174266 2.872665479 8460.04 "fe1" 1.02 "ma1" 3.7 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "phylith" "limno" "limno" "fre" -8.168 29.276 10.136 "pot" "short" "NO"
"Leucos prespensis" "Leucos prespensis Karaman, 1924" "SPECIES" "homotypic synonym" "Leucos basak Heckel, 1843" "Leucos" "Cyprinidae" "Cypriniformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 16024.5265406691 233 3.537909484 0.487442006 0.433279763 0.41292803 0.439037031 0.500740649 0.201748347 0.165174266 2.872665479 8731.8 "fe1" 1 "ma1" 3.6 "ls1" "Omnivorous" 1 1 0 0 0 0 0 0 "bentic" "wc" "lith" "limno" "limno" "fre" -8.076 28.844 10.292 "nom" "short" "NO"
"Liopsetta glacialis" "Liopsetta glacialis (Pallas, 1776)" "SPECIES" "accepted" "Liopsetta glacialis (Pallas, 1776)" "Liopsetta" "Pleuronectidae" "Pleuronectiformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 873999.329925359 350 4.14343480316 0.53717340132 0.43688796548 0.45688569416 0.54068917328 0.44037990196 0.30331111816 0.140799027 1.545890909 31369.2 "fe2" 4.12 "ma3" 6.06 "ls2" "Carnivorous" 1 1 0 0 0 0 0 0 "demersal" "ben" "lith" "limno" "limno" "fre" -6.668 30.776 12.842 "nom" "short" "NO"
"Liza aurata" "Liza auratus (Risso, 1810)" "SPECIES" "synonym" "Chelon auratus (Risso, 1810)" "Chelon" "Mugilidae" "Mugiliformes" "Actinopterygii" "Chordata" "Freshwater_fishes" "EEA" NA "No" NA "LC" "NEAR_THREATENED" 0 1 NA 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 3944598.14453321 590 4.137897164 0.661537221 0.477387413 0.646485784 0.278860802 0.398701742 0.719973048 0.197242778 3.557240412 612045.8 "fe3" 2.76 "ma4" 12 "ls2" "Omnivorous" 1 1 0 0 0 0 0 0 "pelagic" "wc" "phylith" "eury" "limno" "brm" -9.132 28.836 10.482 "dia" "medium" "NO"
